"","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48"
"N099664",54184.8478150234,49196.1192023468,44900.8144145748,41750.6324862675,39412.5269982674,37842.724638653,37110.698615718,37547.0570896726,38477.1742737093,39301.7717207124,41947.5429950104,45539.3674862434,49556.7864866756,53475.0619583553,56996.7288157404,59922.1625243123,61881.6157557052,63068.7800307241,63551.5431057041,63299.402275533,62282.3443842482,60041.9499895603,57786.2607934362,55896.1426331904,52030.7006244888,47639.0153733193,43830.8654524973,41038.3287039211,38958.7754281984,37594.2823122878,36989.9216631316,37494.2596941907,38502.1084643997,39395.6724335483,42053.5576657737,45677.5675735668,49739.3101414716,53632.2652992979,57172.3469339975,60100.5974580249,62087.9699022128,63285.0304735315,63767.3114001081,63531.9414942656,62560.3907639272,60314.4640542713,58017.1799430439,56126.4409591893
"N099665",25711.9156398616,22908.2156003693,21283.1468777565,20038.6552044597,18962.2505746815,18664.259887479,19004.3808624785,20011.3726309604,21459.1451817633,23406.2806104083,25703.5428248205,28220.872881282,30543.6156407062,32322.3333810325,33703.5039984676,34069.8373855035,34065.0641340222,33565.6403874389,32734.2566667255,31265.9053925625,29818.1643583711,29025.1577682883,27922.3850921179,25945.7859332276,23671.1971799555,21387.052219076,19847.6115509974,18695.3142434462,17876.8429388277,17574.9356214089,18034.3211589602,19032.4955702626,20241.9521023999,22212.173805073,24927.422100604,27380.8694335674,29771.0241449524,31550.9372733166,32717.107016705,33183.5535552525,33129.6236016607,32749.3529991845,32033.5401493604,30937.8838539162,29576.2775993355,28723.0880194468,27414.9566324166,25571.8871201239
"N099666",1969.7945759224,1773.09550767422,1634.23429863546,1535.82667183666,1478.07408096871,1461.01968685177,1501.06517839295,1580.26033196571,1647.99230508698,1822.98641307174,2031.22125182003,2237.08498503609,2399.9885528378,2537.53833662344,2605.02357861793,2626.11010765323,2614.04676819971,2575.37635437286,2493.7835333491,2377.79592192454,2253.33857978883,2188.65314682309,2100.45240647104,1937.9251727376,1761.63446754371,1593.72077526925,1483.10644750873,1399.15795718163,1353.42281571557,1340.16123425207,1379.89061450143,1457.98310398319,1523.22746520958,1685.91552711009,1884.19526504919,2080.07401765203,2239.14779405882,2367.41268037051,2436.48332137539,2460.13977292694,2445.73473608464,2411.50001441886,2338.89375453402,2240.28300132184,2119.39679069701,2063.90264650061,1984.80975206346,1829.55604204969
"N099667",4359.10847632721,3891.43656027117,3489.39545529588,3188.35343983815,2987.02938284379,2895.69040266969,2954.94947880006,3152.32566115638,3350.35401065066,3696.82934463713,4141.01814506266,4616.89209356451,5097.4590149145,5456.10092397708,5727.68764300497,5865.2273234349,5906.04809400052,5841.21914305752,5663.3098069561,5374.14988618549,5041.52165269615,4869.07458809038,4639.00660858932,4193.65590325211,3838.09368632644,3507.60830816959,3217.40331617228,3003.44131711592,2852.98637054932,2802.5514256155,2891.61076152605,3104.31263068644,3320.64871121082,3678.08756054859,4125.39159152384,4600.57179761758,5085.60164290381,5453.9992521165,5726.49377526302,5864.22359436184,5906.87472049557,5841.12912390117,5659.80064205167,5372.55614664495,5042.59306146238,4863.15972524323,4630.03667341426,4184.76206872174
"N099668",13323.5844611971,12272.721744904,11493.0211799266,10856.8694429281,10392.7866930485,10174.6118198501,10322.628395242,10679.3711945484,11167.3997157167,12035.5364641365,13405.3995292959,14288.10626893,15333.4405875627,15993.6101815756,16415.5422340863,16570.1523424446,16501.055869284,16303.6788320255,15945.6054170496,15409.7803224825,14711.712019949,14275.5087468219,13652.1840956573,12992.4150722362,12115.8113367988,11214.3975148896,10531.1019752705,9970.1642293369,9591.74189809966,9399.95611249049,9552.73712090565,9929.29245109855,10384.3427654272,11213.1407360387,12504.6941706756,13338.5603331742,14345.5518520295,14974.3700508056,15405.4394512046,15563.098402792,15516.6495558878,15350.2093815997,15009.6870667359,14547.5594447373,13889.4870724055,13504.0536022926,12892.5659107804,12274.7522150025
"N099669",1342.41222069272,1104.25663334341,685.588575505941,444.869222676945,216.828601582793,104.458959731779,78.8459990381258,93.2047027279698,101.04861605304,148.295489744827,341.782607302619,466.772825169871,526.641039659884,608.101001894703,688.576429719045,782.913866524922,855.122040304958,883.233638395764,861.894898685233,846.489243595155,839.573565889474,868.324411226775,847.473585257215,838.092538797219,817.902315716093,735.470011278393,427.92002823951,265.071096862298,89.7771134186405,9.78624691083019,11.2118544210914,42.9746493311548,64.5708379870375,120.866291608163,322.263932646355,451.975917830411,514.702521163603,603.002958994781,684.81649015008,779.283319402324,852.334643952079,880.143783551275,864.416129987594,847.195268499883,842.490927943725,869.625796026158,848.177125056181,842.952063902759
"N099670",526.405430125907,499.327576168129,483.255568640966,474.332930133198,469.468646769916,468.04256996792,466.979504314138,465.846404802703,463.97856539748,458.069629123676,434.325903270832,395.713874055874,352.495740844697,291.754799139548,267.714410273326,259.253307010321,254.081920854054,248.956209204986,261.784056957625,300.566411298841,354.167283671145,397.767723951967,429.155233555843,447.235490353528,453.565160581646,454.413352004975,455.356418385512,455.602576203698,455.551886306498,457.02107355815,456.318278368981,455.851618423148,454.697801510353,449.64219050652,429.236835317365,393.389356152831,354.372656619207,298.302646125863,271.135062533064,260.658478530568,251.987071230136,245.194652296465,255.995072800673,288.580160933811,336.252205591872,377.872834445273,408.682139636128,427.5802262742
"N099671",920.130047274116,829.749986765359,712.127020864242,656.987870692456,598.353255818456,548.676729250339,516.607794507401,496.16114009632,479.969791887695,481.762911642909,505.93387620519,502.893270408565,498.099739716801,501.350571330016,523.39890565021,539.92275612949,542.076149962861,562.167617092347,581.875599355474,615.784985602499,647.750048599336,671.636726307036,671.786817139572,656.172091376344,635.928728547654,597.990703917442,516.456763566108,489.906567107807,450.766492241397,418.502209867846,400.997166375672,392.95992469632,386.671201761285,394.380609411283,425.305803636689,428.558375811562,428.155744731264,437.33977926558,463.647214984661,482.420854055952,487.65480997829,510.336186122001,531.152393833928,566.234601586746,599.802621077815,622.202156610186,625.083085928823,613.585126108353
"N099672",184.842422150882,166.825386670097,147.769349948769,134.550932513196,125.667609828391,122.089287505438,124.289126282693,129.490494203488,130.737227845977,143.416361473343,164.982000568055,187.687475136936,209.878849527943,230.832801477674,246.226494010232,257.241500054895,263.922772408422,266.066177666067,266.065088706512,249.359853531506,233.492166829657,223.87218571148,214.649912269132,190.154435357542,167.384378956606,155.652256111079,139.709900263996,128.752291867093,120.772965894978,117.711396746807,120.403266459851,125.960157165285,127.584981416784,140.327836393145,162.110697414795,184.987334765755,207.2037222121,228.327259958946,243.775781545099,254.425113905887,261.788802561814,263.575972815128,264.033461921256,246.908085778288,231.159459587645,221.542299356332,212.854009362369,188.513898433127
"N099673",856.550091222444,830.097235810676,643.236963787402,610.89721335992,578.402040695638,568.135730665184,563.417800086781,556.567289230884,551.307622859411,561.986058500726,695.07852352059,699.86597427326,695.26312926127,693.321428370012,691.151017700197,684.3614542427,687.315030066899,675.938498406957,658.234101679587,656.795768982508,649.844758630088,646.771400774292,642.157350694114,637.872015117341,633.752330076186,625.677417238197,492.480521228316,473.11836715966,452.581447284946,450.126834820586,450.115766943392,446.119181318253,443.159215473607,454.49690047337,565.900041994433,570.839369160801,569.454139720573,566.885163922768,564.505636673508,559.704077305978,565.211847362928,551.499124143417,544.123266558722,540.464567888079,535.255370948165,531.777050971955,527.981138553994,529.312793838981
"N099674",715.995206275752,702.454482619174,722.820113912104,797.623798177044,853.628421309661,871.789021408919,880.86815928309,894.140097933749,891.364441915685,887.160190258317,881.718948781174,873.276384597515,849.787643092418,814.263174069944,750.057732520092,690.498970876355,682.163879717881,675.906060934851,663.248820553129,662.360464324367,665.303041523141,657.82479569932,651.007846771119,644.532849840989,638.492837471129,634.955626959575,659.94307839774,729.928531854614,780.673445015496,798.756971197348,808.625692514055,821.684837990928,819.36470048621,816.210476485626,811.449684958705,805.925755951041,786.079254315033,754.48069846519,697.70062725371,644.111917148024,636.699953828351,631.691224760763,620.237158441538,619.155568284399,623.310270810165,616.893752078031,610.861547004524,604.273809367401
"N099675",1580.66184619132,1445.93598174372,1326.55070460561,1228.65418068639,1157.72302684617,1110.11048204254,1084.19553726767,1079.35203935869,1088.39259905404,1096.17381581612,1103.29522467485,1114.28261195119,1125.45068716338,1129.34988228558,1139.00936737105,1161.18062670503,1190.45984606814,1227.77615226534,1267.71398380022,1307.4745359513,1349.81367789726,1376.01116352137,1371.47728838929,1338.3819068791,1284.85171320722,1217.81140173652,1148.50141008608,1088.38354400385,1044.73960181161,1013.67295967171,1002.22848899702,1006.2232348032,1015.55689988942,1025.00955668158,1040.62039028129,1052.5854131543,1064.91497628905,1075.1530704944,1092.12448093176,1118.13364450215,1148.80244269302,1189.11301684792,1226.85125894539,1268.09498567145,1304.08365294601,1315.90970239092,1310.8198919352,1279.04226809958
"N099676",14937.4949961716,13612.3494641484,12988.8305151111,12441.7708096322,11998.6083047595,11851.2181996725,11841.9887704379,12189.6507200201,13077.8788499355,13793.381553083,14380.5585420121,14881.9382796817,15279.5666553022,15576.7086055134,15862.1596007785,16036.9802727514,16220.049537484,16387.5741043597,16391.6092069446,15972.1412871819,15434.4928625619,15136.7448062748,14619.7173853116,13257.9406486775,11907.9379599491,10991.0146729523,10665.3424903138,10366.3599703647,10149.6445115417,10168.7305818072,10309.6113808782,10783.0993195916,11805.9909198531,12611.1061939632,13282.0705771745,13884.587866114,14343.2152146778,14725.111462604,15077.6759492928,15308.4452769199,15516.6688857864,15760.5691985611,15815.3484550767,15416.8450926744,14927.001723808,14647.2317449525,14146.0799892665,12842.271679522
"N099677",1599.11681049145,1384.54561589057,1255.26198996492,1163.09920369075,1112.5945672368,1092.87524328756,1120.03108432093,1180.71268321812,1293.41279649402,1410.9699335833,1547.62811553579,1730.72678977423,1857.82942722686,1988.26957096714,2079.2738976337,2119.88281355927,2120.29119843341,2089.59908504634,2039.64470176255,1956.90136275493,1863.33677041006,1781.73206452673,1710.55792304737,1563.27727188158,1326.379246814,1164.25816841852,1071.72017495777,1003.59502718613,972.849402280503,965.366447418171,998.510436708823,1059.43076280274,1171.53726703828,1283.0649898757,1411.527585843,1580.32264502868,1697.74496948565,1817.5957107445,1901.38565529726,1934.81001179302,1943.30153475637,1914.27037113513,1876.34471554552,1805.44836336627,1712.7576279175,1647.36184719652,1580.88713988228,1449.80035912931
"N099678",3467.22353764189,3253.06993877538,2935.64155569514,2619.53076466423,2343.59115523643,2107.78109646308,1947.69459594323,1842.52606929191,1811.0339669349,1852.58689801991,1964.99223592487,2096.1643296875,2245.89134648625,2396.55583435316,2536.06070008994,2691.48620577715,2793.7174558988,2916.32623997932,3047.62026479518,3137.32530647778,3211.26012870196,3201.30244999836,3077.96731494123,2948.3721182161,2835.69887651757,2734.28882692067,2489.96515251678,2237.01833877922,2009.5276206309,1819.6889662509,1695.4558371304,1618.63881466215,1610.5841997826,1673.58842505458,1801.37941730508,1951.28758856821,2116.1158758078,2282.89647273597,2431.99324631839,2597.60732729806,2707.1552751033,2844.18332427485,2980.31235732933,3074.98237830992,3159.56091116611,3149.73111301361,3032.42683171419,2912.35696578816
"N099679",4646.89330045961,4142.26290334091,3734.84613592349,3446.84484617577,3276.28372594305,3188.03919552429,3234.24412889492,3390.61150192992,3550.6253508531,3822.07275703959,4205.60842795384,4612.39687075077,4966.93098735711,5285.96897841991,5528.60251875316,5748.13308040585,5842.7958201902,5933.41215962563,5940.09738110443,5812.07728465617,5602.01382350366,5326.35872127178,5144.11408505841,4824.97660006038,4396.91325374655,4000.75325696481,3674.99560630838,3437.24065592927,3306.22915683906,3239.03398482727,3300.74166731176,3468.34226890432,3633.2071396051,3909.65515834151,4294.24994592837,4706.28016142593,5059.91035637352,5378.64194350843,5622.15408195293,5837.28167366729,5929.31485951224,6022.54161338891,6025.28459486254,5893.46505785341,5678.05986430773,5402.58140343959,5213.83725391421,4889.79661954538
"N099680",99064.8724287208,89913.764879084,82717.9295144575,76944.9397885418,73309.9200526409,70937.8481531738,70692.7164367811,72965.1626649731,76035.8172079046,80966.9159438561,86885.3733034977,93195.5523203432,99191.3600220183,104202.304592646,108213.317383846,111160.375102907,112969.197609157,113809.02078175,114024.935153265,112960.395633961,110611.723090277,106555.832849585,102897.61503956,99018.1170167455,91270.1297179634,83099.7403151771,76608.7145745321,71258.223092524,67973.5647319512,65936.4770549968,65931.8918255259,68390.8716982674,71536.2172139228,76603.1045966189,82826.8198913643,89437.1778492832,95512.8723539295,100580.999166414,104874.255054629,108048.516604761,109970.543367818,111024.783809879,111385.808408881,110385.540014397,108244.03201135,104462.456925108,101044.18149576,97310.8880302612
"N099681",90805.5366942539,82605.6628766222,75924.5404811449,70478.6527597958,66949.1375245505,64559.6930881564,64051.9984394081,65728.0149339601,68191.5206410091,72379.1897978358,77489.8800240577,83018.0553085846,88235.0771214863,92665.5890457983,96491.27627411,99284.4366958162,101086.760721164,102032.374440546,102384.755455576,101512.893431179,99637.3723006451,96260.3059541798,93120.6950053946,90009.6163591192,83516.1886452691,76338.9082547826,70465.9014172547,65664.7300668811,62662.270223876,60755.8477893573,60630.9461461177,62586.1955669128,65366.3204239938,69844.734282936,75184.0665986568,80901.7942134621,86340.1782785088,90958.0334159244,94913.2793388268,97925.8466121367,99852.7334850154,100935.294641734,101369.240412039,100567.204929492,98771.2273691632,95433.8883376365,92371.232315928,89315.7603877099
"N099682",5055.47018873723,4750.05907375549,4307.1300129065,3858.88598012443,3576.63554533306,3361.58748621842,3170.63652240253,3014.45962419294,2958.960092043,2938.01390243244,2936.34736677118,3123.51396772199,3382.21096407903,3632.31647263313,3882.67296503054,4143.11884841184,4281.95455875896,4420.31960525825,4523.15098073735,4648.19898723192,4680.29538714938,4634.53227332229,4504.41150179227,4260.68247529109,4221.01212597454,4025.885022244,3662.82745166504,3268.39325461969,3037.39450682906,2861.35789766765,2713.96095885363,2588.17100502848,2562.31455281125,2565.55071765199,2590.41075641437,2796.48173687818,3074.65619317099,3342.81944134873,3608.81258457705,3883.06476400429,4042.44141489232,4198.44742737352,4307.89799775772,4447.87606000098,4489.84939168499,4454.20403444748,4336.05047719058,4100.33412303087
"N099683",50864.948454561,48504.6960239447,45368.5669318124,42055.0662274363,39705.9333092869,37891.7625658087,36768.0210004036,36236.0170055851,36389.3126659422,37135.9748127468,38178.1910633407,40200.1154254166,42155.2348129341,43801.9006912257,45290.3091908759,46637.344726044,48018.3580777256,49029.7954509777,49705.7292720449,50275.2731203415,50634.8358987309,50636.5994619823,49717.4935041603,48595.3084392394,47617.8877702161,45753.7501499349,42966.3674659383,39925.578665238,37797.5316306523,36179.7058426798,35223.5161950978,34815.9689336938,35129.2209189862,35978.220612955,37121.8209774291,39249.1664534679,41294.8149955741,43000.2064512788,44523.0462587389,45931.5540341352,47363.5889122073,48436.3696020152,49166.6996966544,49757.9445327148,50154.3041427065,50201.0664414274,49329.0178833508,48221.8724159553
"N099684",2631.36839504438,2571.08494688219,2525.39696632733,2478.48232813741,2410.50200184536,2338.07846231603,2274.09002749874,2231.21783309324,2228.09597869242,2231.97701765187,2162.51483135997,2237.47398690614,2278.98349286942,2312.68137283691,2326.11921545596,2333.32796322417,2336.3397276145,2335.89719038725,2325.48031900258,2317.73441049181,2319.41152547908,2315.32726041942,2304.66343936911,2282.32591686521,2270.41404399299,2260.31152934758,2249.27912649038,2229.95308232617,2184.6883782329,2128.93094346715,2081.11441244721,2052.74328919729,2062.16787110815,2077.8786277544,2021.83562290633,2102.7945217643,2155.4229061453,2195.27662074301,2219.28437402074,2232.08125649591,2240.32504679061,2247.24058973558,2238.13751002055,2235.50468916747,2247.2024482315,2247.50423996892,2239.0393841103,2219.17499441881
"N099685",20709.9244619908,18686.7208881566,17363.3114137487,16598.6912876641,16143.7189594212,15982.1926097832,16226.4090281012,17019.7624488677,18221.158253192,19623.8070845572,20800.1923612455,21712.4119957991,22487.7834262708,22971.8147672758,23491.6452278528,23810.4904649418,24067.2992136219,24275.3445017456,24169.9094272158,23517.0197616178,22724.6275761393,22274.8068363255,21701.1977294941,20278.9078391217,18432.3229989771,16809.5830999558,15719.1550412049,15127.3902212165,14774.8385036616,14712.4161161459,14979.245114201,15734.5338817012,16874.4244971588,18194.3448740484,19318.8720972727,20145.4156603566,20881.2254577424,21380.2488823663,21909.4471413559,22234.7272629717,22467.2020226936,22661.2823333661,22567.181112722,21949.4024432682,21225.7292206934,20845.5899450371,20310.1178979311,18952.7511341919
"N099686",767.947707681068,572.330324647669,496.820734529521,468.25605520062,440.197694749479,424.594503944074,415.352721259303,479.593717191271,663.801706334194,781.947933797321,886.743867407651,979.708171007164,1023.18801611034,1054.95658533906,1070.46881283036,1092.16114788944,1104.65501796417,1090.04841887457,1099.11943458111,1097.96032741529,1093.97949614655,1044.04867986284,946.144710694743,752.829016764908,541.455926634252,447.538712177671,421.446898093818,414.499251673491,406.313284875635,400.672907179287,402.311086578225,449.209382748437,579.926244751362,711.250379707033,853.569062457876,976.550397399673,1043.06855578801,1086.62986332277,1114.49779543906,1138.66932713799,1156.0764722752,1155.1715036536,1164.78286111036,1153.32375497718,1147.18880066346,1092.16830227998,959.513550488909,743.876699365081
"N099687",2061.21974488676,2028.59261517033,1944.92588090102,1863.54821909107,1830.80217594318,1787.20532224179,1753.10288489139,1767.91666621741,1788.36742657689,1767.72050078909,1751.78184976842,1782.51147477777,1835.52907043377,1891.01678935254,1892.93312903864,1951.41803566492,1997.06851636972,2097.51018529374,2167.71303028007,2191.27311040905,2188.42602312676,2191.06476979685,2163.03311759671,2182.03903813184,2135.30027620123,2132.15343823148,2056.51340294985,1971.19001520659,1933.9844968326,1884.35272378245,1842.16534601371,1847.88025135712,1861.41941404101,1831.00727480877,1805.13442100124,1829.51088428676,1875.06025773072,1925.07271611232,1922.83769665285,1976.91183878464,2018.2692576442,2113.90417243763,2179.94604478161,2204.00977050267,2195.15336975442,2198.27840282628,2167.3766971621,2183.91591636704
"N099688",2224.70235986145,2119.07583993937,1948.63206497903,1714.05153294876,1497.63444643541,1328.13873901915,1210.40021350917,1134.93204295825,1122.99405135748,1198.35517737433,1175.55541033705,1341.88278993997,1498.83760376679,1563.89049988176,1649.02699975314,1730.1866936632,1715.08500235389,1780.8997638677,1792.21034397138,1788.68129763223,1788.7303963237,1802.55505363709,1718.42620055893,1646.16385611408,1560.54364048102,1531.78979929406,1422.03199631065,1237.64131897413,1064.3201738689,934.345938142093,850.352024516148,801.735515706836,818.555572829102,918.535208547525,917.495454487649,1105.36167863744,1278.79496102061,1360.89549387579,1462.81814113492,1556.4521250507,1554.54666117308,1628.7462566088,1649.77325816336,1655.41210979952,1665.98871229371,1685.37760542525,1608.66952203458,1548.11130333239
"N099689",101330.43919886,93352.235469219,87269.6092499985,82987.7702178884,79587.6659243558,78206.09361919,79084.6235306373,81455.4875265673,84315.7698356388,89131.8367711633,93929.1162818109,99840.3138058307,104835.25271804,109107.700165329,112723.502884361,115073.563776734,116783.527919367,117741.614317933,117703.747179164,115788.698884169,111325.507502674,107564.201651371,104589.861349365,98398.224857319,91712.6941283854,85063.7026378246,80063.3453113224,76653.3161857278,73956.3801311523,73091.0845164892,74510.0879357342,77292.0035920211,80526.9720579134,85628.6348534977,90742.3571471959,97012.1982570618,102167.212279377,106709.430938387,110502.284880663,113130.523937342,115017.164511781,116115.341831142,116194.980761246,114412.073986395,110028.594468344,106249.859459137,103472.125993108,97254.1739923717
"N099690",2207.9600750336,2002.09775626561,1878.15686062136,1746.94073693421,1594.54081601435,1445.78686170074,1400.90996141273,1364.55546547281,1359.81567139692,1351.53388543716,1325.56516443215,1350.07640594343,1472.44089223791,1638.60034604126,1761.26144479906,1842.19685677683,1915.50709071993,1974.4963992914,2012.52345199659,2013.32677462017,1989.94457125127,1923.2481952683,1834.61192873577,1813.0862911235,1802.77626831729,1649.60622163741,1561.29869930713,1458.58818531462,1331.40265947046,1202.31314622924,1176.90537321007,1155.42003592967,1167.41951040103,1169.35549808055,1156.71106258151,1191.63924850985,1324.35618181706,1500.10598008955,1630.17010552206,1719.39719741834,1800.10773584136,1864.04925009182,1910.79699398255,1916.05039266283,1896.72147902825,1837.54267501995,1751.21488242592,1735.5128370956
"N099691",2605.73392536248,2460.23892979732,2466.74757300399,2274.17415510036,2061.26273140929,1870.0936082379,1715.02386599536,1656.86095344789,1662.0071273803,1701.81789160269,1558.20504841566,1632.63779390066,1752.39320850996,1829.5074236545,1896.94164602382,1999.27002621061,2109.43862254952,2156.384615436,2178.08094869095,2171.77604954054,2170.59380969169,2205.57072014168,2184.9040752428,2107.50791672764,2062.92388870803,2011.19860236675,2083.63815283957,1946.25709042042,1776.72604016508,1622.03977651274,1499.3305032157,1464.83602322219,1494.43806825892,1552.65979061969,1423.98238266551,1515.44533128268,1647.27646159053,1737.76475603793,1816.879443873,1925.118096485,2042.64339527298,2097.70309612466,2125.56879852254,2127.31849337915,2132.71373281503,2167.79735640308,2150.21305032118,2081.1383146156
"N099692",3048.30346315539,2684.90061047187,2438.5541346707,2269.6119427394,2144.47798542784,2081.86081247341,2094.24061272449,2138.09702881806,2177.36760386588,2344.34486828878,2601.32983805274,2881.6108190847,3111.54450093318,3204.08372611792,3231.52904481192,3279.08895742021,3215.16396490261,3212.19573494318,3195.3783128321,3159.0034342917,3109.02341342196,3061.03271295788,3015.42633495178,2814.11033068419,2550.92666743143,2273.97292025672,2084.70627991216,1953.06779828613,1856.9725475695,1813.61940169415,1831.95527519184,1879.40927168127,1922.64570708896,2075.32781300547,2309.43465063269,2568.49190982403,2777.07270079382,2867.08844159046,2898.18006323072,2947.21215582227,2895.74944833437,2896.20471846978,2891.9576338321,2862.15090226512,2820.392363397,2779.35381545037,2745.39955593948,2561.80016741091
"N099693",3554.8337971658,3250.54331764404,3018.34105078791,2859.99680779509,2749.77103992374,2683.78716884533,2697.98124635984,2760.98475200558,2844.15360575408,3019.41793621302,3244.30683294529,3496.62103361048,3681.15272504554,3869.93090755719,4018.3761640808,4113.63502940717,4148.75263943693,4153.2056127755,4100.43431609315,4004.5177629538,3856.00792434612,3708.43204095528,3617.13372931265,3407.72537411228,3140.5757073156,2907.95773498215,2726.68590321914,2608.62518007463,2529.65954382496,2494.17397499416,2528.77776965167,2607.96232077837,2708.95839681754,2896.28808606349,3132.72853091903,3395.42562218321,3590.24063367817,3787.88882115283,3942.46357933093,4044.95676066181,4089.25672914806,4098.60144268961,4049.29609133609,3957.63010035062,3811.47466089639,3667.96928657436,3580.87002325709,3377.94837035247
"N099694",397.583016655033,336.769809764928,296.476996098857,203.75740923884,116.342029067342,89.1323646726776,85.8488352377524,88.6416762125653,86.4413490177633,98.7219181007184,147.344097573426,216.6911334297,295.097628354413,351.362336341722,403.586722165925,431.545808489422,418.964266629996,440.286744063274,437.710659563339,457.440585837568,481.199101925627,489.647987098366,430.455962680767,378.994748969568,355.587322723887,315.537908557466,283.958826281122,200.562594726087,114.586453840854,84.7596029522198,81.3977170795579,80.8898607579503,77.9004996253088,91.8655517764888,145.064778296795,214.300224103321,288.628559658175,346.87240756834,401.220478741626,424.298074379788,416.683938757906,439.876136904189,436.381039010207,445.079084690024,470.078489627775,470.540758238958,413.663130370613,369.837703495393
"N099695",35530.567068368,32359.9131865595,30436.7293264719,29049.2119884155,28025.849269048,27469.6919163475,27362.4583996823,27864.0200161113,28421.1679354519,30276.3621719226,32692.3389549974,35741.316928553,38075.8279722197,40178.6875802804,41979.0494516262,43215.5803421049,43869.7899239878,43814.5428671516,43238.2919188732,42110.0034937053,40408.2798832063,38874.2009355912,38088.4432491782,35923.193718182,32374.6550148867,29727.0476123065,28090.7289651779,26972.4005918274,26086.8128458679,25636.1418789378,25591.3758449138,26109.1830259357,26731.535566755,28521.6267959301,30811.0176976745,33718.9179329892,35932.3184064682,37980.5062211445,39704.2693543581,40817.0264679031,41482.7751311968,41412.8511745264,40992.5943854652,39944.6905361693,38317.4491906201,36922.9734531543,36179.1668384377,34099.5989938376
"N099696",34651.9016970759,31533.2989712612,29690.1669298833,28341.1415431144,27325.9432045038,26785.8669738295,26717.8870510423,27226.2064032566,27813.3194181722,29653.3745767722,32062.1856341931,35040.6545633177,37269.4560454953,39228.5317242016,40730.3717050574,41574.4909435043,41953.2736333598,41857.4821331246,41385.5434980063,40566.0177247804,39257.5882719311,37955.4457792935,37230.6152375665,35039.5749057059,31497.3025692547,28897.7856558892,27392.9000745688,26290.6799885588,25407.2900899425,25011.1079315344,25002.2423138027,25501.8894335697,26140.8678653465,27856.9586939258,30185.2840639897,33046.7626684323,35158.2658979883,37032.0724800482,38471.5480345077,39289.5309495045,39711.0420894105,39626.422398166,39162.2467118053,38395.3709694057,37177.3040022014,35941.6831396901,35308.5183670442,33268.0541325298
"N099697",928.132868083779,852.560331243465,820.8028850792,816.184167243493,816.587374002996,828.914229619836,848.732688144853,870.830065112009,926.530638713313,992.727746069546,1037.79465804272,1108.26426648709,1161.45052842258,1185.96390313729,1217.8382556412,1281.58906546161,1381.61086723056,1506.20490270514,1528.18003085241,1447.17127657782,1251.67094095838,1159.36053911511,1081.40438283278,981.486904230488,902.085054546534,852.785110860154,835.146471234576,835.038913354677,838.204969550293,850.49588904829,871.282027557684,891.804564166787,952.596089489539,1017.46279835536,1062.26338359366,1117.27635234012,1176.98259473096,1195.70863610161,1233.21608468849,1296.49698987156,1386.20891695547,1508.22203455732,1529.68128535941,1456.31345935198,1266.17401070036,1163.30350432378,1087.58605366013,994.239370992074
"N099698",5997.30325609662,5628.73268124282,5101.96930041306,4404.675839919,3666.60187367627,3217.51259005922,2895.43429488401,2708.29958462855,2658.38524325959,2732.71853953205,2929.32453469201,3193.8908374693,3477.23464617242,3870.23518659748,4346.30735604997,4821.89223471215,5113.38844868373,5348.99160863473,5553.45344322963,5677.47100263403,5725.90528306589,5696.13588576872,5589.79909535112,5437.07892628331,5460.57924257084,5212.67503955359,4760.75140066545,4123.38977430664,3426.90381338368,3019.70264996114,2726.57887363914,2566.51474559431,2537.72136609064,2625.52147712299,2839.99033061242,3110.56863526701,3405.09047542857,3809.7171400386,4292.17871265253,4774.30360175692,5071.35121485722,5314.15409401679,5517.45378030223,5646.70737597926,5697.90828851717,5681.98985235339,5568.43640448364,5426.72358191473
"N099699",22214.4815236984,20998.4820391982,19537.495388604,18020.1949746814,16558.7046757949,15509.21181435,14920.841748011,14635.2606988016,14633.7954839867,14872.8485278385,15578.1929761393,16248.3342453244,16961.6737810169,18000.987544762,19032.813335551,19903.9324057219,20414.1747189989,21075.4429685029,21611.0065421152,21940.2733528368,22130.6343138182,21978.0623825963,21510.7327225051,20966.6331313223,20867.7846623923,19841.2502553806,18560.6680207747,17149.3330471398,15762.1418475657,14799.9012494757,14276.1603282753,14019.0475657449,14030.4335568808,14288.8307826787,15003.3455282549,15736.1007693686,16527.550597936,17588.9572887194,18640.5207771705,19594.1842930535,20150.6166121999,20830.6485584067,21413.1493501604,21742.5592065193,21888.3386348774,21719.5916864755,21266.1974786788,20763.4277628785
