"","f1","f2","f3","f4","f5","f6"
"N003934",9472.79860640357,9145.87774565121,8955.42875132645,8872.22292034521,8820.06560522996,8801.70636446753
"N003935",4563.77679412446,4499.89293591467,4389.89669134784,4242.19132932467,4069.64609419075,3870.86863628395
"N003936",3436.51941257145,3359.6529566998,3251.6607259797,3121.4045985542,2973.81712522056,2815.33462943305
"N003937",11181.2196811343,11225.5784644082,11120.8746355093,10882.629399974,10527.327352676,10096.2319985021
"N003938",19400.4849364125,18872.3450921909,18317.6610211861,17727.3736919373,17058.9689783027,16363.375274585
"N003939",4242.0319281377,3966.21275542154,3669.88242466627,3364.78788102747,3059.32833850679,2766.51754357581
"N003940",16760.7920074182,15286.1535430699,13751.8971500415,12235.1286730551,10762.6965835172,9356.82003927005
"N003941",14737.1017634557,13689.3329328836,12577.8058344764,11437.6604134635,10306.971191156,9232.14341644212
"N003942",10710.4476832171,10290.7172848555,9784.71852468703,9213.26307150452,8608.59704281298,7979.80797889774
"N003943",2923.71093570566,3033.24887314875,3097.33779834975,3119.17427004071,3106.65039436883,3057.93964129241
"N003944",12912.589058307,13215.5891055173,13664.5100722399,14190.5705119544,14815.3029794004,15518.0887171834
"N003945",2954.89729661748,2876.38534702313,2833.34651032592,2803.46586961424,2787.04869018815,2770.67865718512
"N003946",6398.02014315511,6666.29885127722,6864.23989811591,7044.65108189965,7228.18011763237,7407.69190815882
"N003947",1136.44603573702,1175.3074481797,1215.05473351771,1260.2298960202,1303.30386770819,1346.48862723451
"N003948",2971.01823355232,2920.72243987816,2897.32462536916,2889.94336534869,2887.709185282,2899.92124242641
"N003949",5747.53670883844,6035.86827068997,6331.44993765663,6638.81967810722,6966.93666730477,7311.01609646026
"N003950",6199.13203171782,6469.95201094254,6718.75732610808,6923.37879880475,7117.98360925772,7310.13803252163
"N003951",23620.3497567078,23336.447833041,22931.6810740306,22476.9036471593,21972.500181451,21445.8837694928
"N003952",16096.1666297576,15819.9480986233,15501.8524308024,15116.5409460087,14662.1216975893,14168.6027420973
"N003953",2588.05457737836,2910.99404631261,3253.3762207286,3608.43349140956,3984.25239616132,4380.23628794631
"N003954",8612.00189042391,8527.37545713667,8460.53052154218,8395.96657716843,8322.45849894535,8245.55179068845
"N003955",5443.74305707262,5627.56460493817,5806.82925614712,5984.25600964352,6153.32107909323,6321.81244562876
"N003956",2181.92336682754,2105.07889016757,2063.54647914774,2045.00648252762,2026.39261648901,2009.35664386133
"N003957",22962.4514840193,22992.6260130495,23162.0629268654,23394.8539548398,23668.0391576219,23964.3163875728
"N003958",4306.94445373768,4117.87691255481,3895.633187553,3651.02082057825,3394.11930469351,3125.36978006115
"N003959",5015.21150043963,4596.71897555937,4305.77652527971,4070.87642393257,3870.03327281144,3699.7692772085
"N003960",8766.44013090181,9092.86271576254,9457.50351849722,9835.66890504651,10217.4377015861,10628.3218948149
"N003961",20748.2618206606,22657.5256229929,24658.7484509384,26756.7562289727,28941.6135321654,31241.2195930734
"N003962",4372.91025371397,4835.49082198684,5334.6254369392,5870.75838847111,6448.35925295131,7066.41005852438
"N003963",12431.3540184501,12934.0628626512,13557.2543468468,14277.9939862863,15074.9390901692,15928.5451394991
"N003964",4204.14447375591,4113.70894344376,4036.51506051782,4006.26076671766,3990.92213570691,3985.36816351638
"N003965",1973.86317893066,1974.63189877629,1968.09951858044,1966.63795627009,1970.46223899525,1974.51283544447
"N003966",5177.60221446642,5216.63768989951,5269.57520969673,5330.26026709308,5397.28713513811,5466.65032296804
"N003967",12427.6710540513,12439.3555859214,12501.8400458276,12591.2756206275,12689.0939908475,12791.598609632
"N003968",15917.871191931,16359.4747419469,16866.5159513999,17408.138321296,17974.2725837896,18561.6782354247
"N003969",9618.22768682166,9521.61152603217,9474.50203367405,9438.68762628948,9410.30665873576,9368.05573612949
"N003970",1790.06075797403,1839.15013411879,1894.40467055678,1952.78084050761,2013.406680181,2076.7235415239
"N003971",10686.2051914984,10539.4000317006,10469.3423741593,10431.3130083308,10404.1389445076,10396.1976753599
"N003972",5448.85291272717,5429.70078157214,5437.28448029775,5456.32731370238,5482.38000713871,5510.93588671756
"N003973",1674.5353933793,1721.36836734923,1775.74197014696,1833.96386632058,1894.33780528611,1956.83756640995
"N003974",4972.76622580401,5068.40499958516,5148.99654184277,5211.66211719075,5258.32824332037,5287.3857691806
"N003975",9953.29415526984,9761.71387491777,9544.15055502139,9376.74513440918,9235.02801322732,9111.20170944769
"N003976",2145.66635239925,2076.32507132887,2009.55657056409,1959.23118593033,1918.03851344448,1882.21744689543
"N003977",12213.5094859826,12462.2221636497,12755.1803192719,13115.4069860495,13516.3525569762,13935.7465015367
"N003978",5253.5674738832,5336.17886962947,5416.69054737549,5497.51918683223,5578.65044967524,5665.47676151976
"N003979",1755.28698712899,1760.88596346771,1771.27298333654,1784.80600184164,1800.09518017883,1815.86972683462
"N003980",5466.2084040041,5500.10798233567,5548.73441220364,5606.69027555622,5671.23816711703,5738.30617942202
"N003981",5623.61093864254,5602.20985338414,5546.41259466791,5464.70140172965,5356.98635364943,5233.07464290314
"N003982",1514.10110641812,1431.15389942175,1353.31947134199,1284.88990661141,1217.05980191839,1158.33511819734
"N003983",1524.97434950304,1464.23293758489,1421.22981586569,1387.2773471176,1356.65995178359,1328.21985402358
"N003984",10921.0273823798,10939.7990346082,11019.3993746819,11106.7395271458,11201.4517478423,11290.9766390692
"N003985",5258.68384388059,5291.3954931668,5412.39930174784,5569.75191107723,5767.25522876727,5988.23799766553
"N003986",9149.19784678637,9804.99670931336,10540.9402262149,11343.7326891345,12196.6509058706,13091.2064524374
"N003987",9221.32976563373,8541.36730645636,8059.28100656417,7670.85407998796,7359.86008728854,7061.20769530705
"N003988",692.9314737037,580.236530267376,497.117117320991,426.259018015748,372.42843088041,335.142555916029
"N003989",5732.99831081528,6153.49447144233,6598.49772369427,7073.84507837503,7561.42691444921,8080.06305513317
"N003990",5656.49374408102,5997.36803433022,6420.06368621898,6904.72275140086,7470.47761436107,8085.05719841098
"N003991",7781.51515826038,8455.07660332727,9231.69469904675,10125.2728614904,11128.7063249145,12253.9862972322
"N003992",15307.84241393,16343.2749219753,17438.8542372092,18595.0571103583,19801.4863422115,21066.5425284988
"N003993",9904.76248262093,10864.3590019623,11856.2744479585,12885.5299606916,13955.9776973732,15056.7451305382
"N003994",9690.81688251715,9428.62570760032,9253.48033759961,9133.65215654518,9042.37686789747,8971.92966948179
"N003995",9832.6008397222,9714.0806394939,9578.21734767299,9422.13572602608,9246.47847317334,9056.92915304315
"N003996",9856.88563434481,9693.60655499066,9514.62828981231,9329.31311118362,9145.06843922226,8963.64556249913
"N003997",9380.42231949931,9221.3418274444,9165.99096251497,9144.88516306495,9153.39862000364,9176.062896896
"N003998",9293.99434468942,9282.87428462599,9313.46377465804,9359.66604768546,9418.25080168771,9488.60028991978
"N003999",953.46412019202,922.428170438849,892.91398129301,866.103287473466,842.675763701893,819.513173227171
"N004000",9907.77798280322,9802.11044214581,9605.46622348775,9343.56218082428,9009.42064181245,8640.654234333
"N004001",9521.40790537699,9070.85907255124,8572.00637073407,8046.06392125928,7492.692177333,6945.86417328681
"N004002",5213.46242842735,5457.47757339404,5761.45260579428,6101.06287905314,6493.53053772389,6911.78696191696
"N004003",8689.2999742624,7827.22207988665,7229.58678774614,6754.73737140556,6366.89260592616,6048.29968517597
"N004004",7107.19451753386,6550.48518300451,6020.36074364024,5501.96742528831,5008.92186075757,4534.83459768433
"N004005",5181.07623180271,4532.60613683919,4076.0254990724,3722.72249847926,3444.75105478612,3223.903547943
"N004006",1933.1038265003,1848.12537306874,1785.22985696236,1733.83534165771,1692.08950755515,1652.37275801464
"N004007",1725.55599681832,1751.17099411295,1760.97119632702,1778.6000102065,1800.15810066145,1824.30126220361
"N004008",9669.02863113034,9737.54721410023,9797.72294770286,9867.62012674702,9931.82588016535,9999.62156139347
"N004009",9357.6895845131,9455.90360828039,9537.59689937181,9620.61672457837,9698.05489836843,9776.7953996591
"N004010",262.679123937211,4.29235358227879,221.637884094757,476.127534179035,473.218967317981,477.817319045187
"N004011",7191.13937176215,5464.97092307855,5054.75778747399,4674.69549421161,4338.80560970718,4044.05247177288
"N004012",9362.20119219529,9263.38528497474,9121.20054664465,8943.80863909218,8734.17922754263,8514.21026949467
"N004013",9285.22428297959,8878.73810010607,8520.40610944024,8179.5584684261,7848.69854054117,7525.48993331376
"N004014",9306.79541613991,8804.9469257809,8356.10109644651,7982.30915844224,7653.26458107934,7371.82959903549
"N004015",9955.74177130171,9918.28866104911,9894.23198073872,9830.7457439687,9743.75344111178,9636.92842771151
"N004016",9587.38754553891,9373.40604309856,9179.86346782462,8989.97517758652,8794.61749185527,8602.59636719314
"N004017",9517.13169230597,9276.69369868221,9066.85876652832,8866.36854265932,8669.58068795643,8474.20438660044
"N004018",8704.02801831816,8201.25182921028,7813.95038563007,7498.00958907075,7214.35858114718,6949.04716707691
"N004019",18768.0861156496,18755.9644078295,18808.5131751547,18896.8205873693,18998.4364301239,19076.5121236762
"N004020",20262.7677794238,20861.3818882112,21675.4440770191,22604.4561610053,23646.075257478,24791.1017767321
"N004021",7439.43966357153,7691.41450367753,7994.3972940631,8331.58659190792,8698.70445757217,9094.51852614708
"N004022",23655.3203236554,24064.1615804791,24800.9245510394,25707.7374954605,26772.7527225807,27984.7466028791
"N004023",5001.39883016248,5007.20333698289,5042.30948179133,5090.32207956501,5145.79333568882,5210.90235556369
"N004024",2733.36859442214,2652.71683220531,2575.64996244478,2499.22720476595,2418.44630868556,2335.72113675175
"N004025",15597.7225659827,13776.5431661642,12552.7558332343,11615.4501884845,10849.518876755,10195.1870676725
"N004026",9454.37496755242,8923.32975886435,8352.39353175543,7772.92837113155,7172.15439403456,6602.22690333443
"N004027",3125.65760004328,2806.23542468329,2538.96114264365,2283.34361587207,2035.79315542375,1828.31248442775
"N004028",4650.21925084359,4738.65288411387,4882.18642106462,5071.10383912141,5280.14206877686,5512.8207975562
"N004029",4429.36740681128,4065.33578389451,3799.00773083368,3589.55925084401,3417.90518228389,3274.53725809699
"N004030",10317.0435586294,7098.28061034815,4277.68792785104,1957.804722234,138.909390525051,-5135.1166403844
"N004031",6580.62192937657,6032.82710542005,5652.90343306061,5342.74816348292,5077.64504244022,4867.08757252395
"N004032",3347.96972343179,3060.99592785718,2855.9952260468,2694.76606071068,2565.56700029444,2449.72181927827
"N004033",5118.47246167127,4679.66863710694,4366.25322223294,4119.78669459341,3922.3099133156,3745.2496341138
"N004034",14639.2628388014,15231.3899795589,16110.0240238714,17194.6797994667,18457.1103145845,19890.2220290938
"N004035",3845.8777130966,3330.16536494493,2834.65764031826,2381.13436312733,1957.84750990559,1605.89972185003
"N004036",3208.82691961253,2956.61736174401,2713.72146118238,2521.90329634954,2359.37075563631,2221.21028031988
"N004037",6685.87666348159,6551.52516824862,6462.18578460667,6402.23141903071,6350.963950589,6305.03612297102
"N004038",2950.70640575725,2641.18017107193,2364.6891830642,2347.24037573369,2328.56148855835,2321.0235608474
"N004039",5799.22513283671,4910.68722537524,4943.01993282698,4941.51787170207,4935.04959534788,4948.58875788214
"N004040",1846.30219014564,1639.04963775633,1481.64181023461,1347.49346934632,1230.90660338618,1120.93337601254
"N004041",12498.474446299,12960.281347423,13223.4500297545,13306.1054779923,13242.9479193581,13026.5198590685
"N004042",365.360611651221,-124.380491199318,-399.636148379437,-672.913990721591,-877.190040841009,-1062.81691524267
"N004043",4041.92051315147,2878.16813300575,2316.51616171095,1921.11285378103,1651.94497048072,1618.92497581849
"N004044",237.239684461511,449.546462389597,211.655975066936,206.431798214531,198.356441606318,205.126740713926
"N004045",437.935233573431,233.134312142248,82.8118515556555,-45.9951221690858,-161.54228568209,-271.497868147044
"N004046",1391.54221778963,578.751278334821,424.334864170925,419.948421041678,431.515843693944,182.807986913369
"N004047",3658.14652040344,3304.50423235317,3032.61771733699,2793.04350375377,2571.9140187307,2389.20398293604
"N004048",6751.74721314226,6529.58649598862,6348.16218701421,6199.39210334219,6060.37580228384,5928.55937876378
"N004049",7100.04111255103,6662.60633014692,6501.30086877553,6490.42033524253,6480.28931120192,6474.60027038418
"N004050",7008.13635850383,6779.36562950959,6599.60701804998,6440.95171560639,6308.74054344689,6186.21572605439
"N004051",2241.13608025899,2247.64839626362,2249.62909909798,2243.0810937211,2247.60379776758,2243.38433583214
"N004052",2821.89886877726,2424.0176925744,1961.2783128599,1719.84702711697,1538.38756022792,1385.84335097249
"N004053",5124.06322847476,4820.50714497242,4658.75473479467,4607.98976012045,4558.54583538904,4513.49628029953
"N004054",5072.07871248631,4630.53956756244,4317.48939115637,4060.40321513044,3830.06033888746,3641.68401188981
"N004055",4302.22218109295,4228.39895873066,4161.45072470715,4101.75095053035,4041.37935109835,3988.21906073274
"N004056",6049.65870022601,5862.57315388732,5703.84386587176,5554.41976219986,5433.4473297488,5305.13192517415
"N004057",5562.90401700731,5214.38249177587,4946.9525195742,4721.49862401462,4522.86975463342,4343.29553034195
"N004058",2815.30684861202,2741.49288385349,2671.97858012478,2600.67976314981,2537.64749810449,2477.3345611738
"N004059",7207.06884465364,6963.98842041036,6860.72348988593,6770.75112440074,6674.06162721069,6585.69780342135
"N004060",6522.28156468524,6522.50738256084,6522.74663151477,6522.25614082908,6522.49407929648,6522.732222951
"N004061",6180.09700162578,5853.32225929283,5818.04298450477,5778.87638217866,5745.65574909383,5721.52934003212
"N004062",7908.24136442995,7843.53796609332,7786.20746590343,7736.33222381627,7693.26766818713,7651.45685482571
"N004063",7600.77748065951,7410.76479069199,7248.15796514958,7096.93057585974,6959.65064576637,6827.55396920122
"N004064",3791.00872669331,3335.3151901823,2984.80715542001,2680.33423121985,2419.06695310518,2171.66095281241
"N004065",2872.3431704867,2837.11353046231,2804.40088763369,2759.42468679291,2731.3555490461,2705.53952999573
"N004066",4980.54145397844,4796.38286299361,4642.85474856517,4509.99178814511,4385.96749464067,4275.74972792997
"N004067",5457.96402511837,5386.00498961445,5319.85680669789,5258.75495705322,5200.42844439341,5148.37255543274
"N004068",5312.1065138859,5101.92203574521,4927.3893521918,4771.58971060282,4626.16183609518,4490.2076364295
"N004069",4263.17185905856,4130.38331827131,4000.70089699713,3922.49946244477,3841.56606939853,3768.08190539309
"N004070",6003.16923365609,5887.22571715112,5788.09968405135,5694.18284088578,5601.35818136347,5515.88822352896
"N004071",4854.5113564182,4444.69990419747,4134.96701824039,3876.55727392992,3639.76746616027,3439.4658128175
"N004072",7677.11360029221,7534.84911946812,7446.2159826481,7374.08389043954,7322.44809177809,7278.11813708723
"N004073",4766.07838872061,4522.65135279321,4408.84481594405,4305.61526615799,4198.85616083619,4093.56778396053
"N004074",1882.58607290177,1942.60447268632,2000.29932154245,2058.80476158608,2121.30747311881,2184.03391414797
"N004075",7070.06593207663,6984.45114824297,6936.03897527264,6912.74794336962,6903.36459322958,6902.09663581612
"N004076",5324.65000401223,5186.0503257812,5088.10932860007,4942.34851354087,4825.75981388482,4729.89531197292
"N004077",9832.40200958908,9852.24230981877,9913.35620509337,10002.1880201043,10098.8407906145,10216.6907953058
"N004078",6821.54945383309,6755.46941303723,6744.92269377918,6760.43799527491,6787.32140923808,6834.2565412295
"N004079",1804.09899838858,1714.05200657479,1646.62344477417,1589.34614696074,1541.21635797518,1499.57308347514
"N004080",1011.1075158497,909.789157633881,836.706461288428,780.728005489344,735.650302117085,694.401703293145
"N004081",1318.21289109563,1238.17812373741,1176.40852520745,1125.90170093007,1082.78639899234,1043.37158820745
"N004082",5957.9411428266,5946.14884964798,5957.30919393263,5984.48755977469,6023.6905203636,6063.45117914289
"N004083",6555.8757369809,7582.00007242182,8667.53044929251,9794.84160756883,10966.0940778529,12215.7567004716
"N004084",3180.83278799937,3116.44824434642,3030.79621746908,2934.63461155803,2829.5553566448,2719.79619423516
"N004085",9886.85193439843,10009.9796275108,10054.5825546592,10019.8050012333,9921.40848779768,9768.29648714934
"N004086",21263.8716539802,23487.4379994058,25830.6525006756,28207.139043457,30670.340274768,33175.9411216886
"N004087",18445.8387621702,18162.7562887946,17395.272176736,16278.3383245497,14951.8677537038,13477.7088592565
"N004088",9146.20129840728,8557.64813240368,8015.13423804803,7527.00833434072,7096.63974599304,6707.05674583733
"N004089",4454.02220998096,4388.99730242488,4274.4377665562,4122.83218872959,3945.57651997014,3738.36027874899
"N004090",8653.81563931315,8772.13360792699,8806.37811334828,8758.56865389464,8649.25936948665,8488.78544616807
"N004091",21025.6963789045,21289.5396002893,21383.1334509806,21335.4368601521,21158.361098133,20880.7845358332
"N004092",2426.61991670719,2180.34244500403,1881.16633092669,1528.36011882448,1139.64462689642,696.122105722887
"N004093",3849.46798194705,4026.34867531634,4134.7956734183,4179.02379927254,4164.22037258237,4106.21418828288
"N004094",4061.56893337406,4229.84667444853,4274.39595143548,4211.39930044524,4058.66660845811,3842.16836108842
"N004095",8015.92253806685,8313.73076752732,8488.59728652862,8547.82712301325,8501.24794171118,8379.5993695802
"N004096",10987.0251708394,11389.8258228941,11626.1265144585,11716.6508430096,11672.4462204883,11514.5310347974
"N004097",1559.51086993267,1549.27564609195,1514.82378777236,1460.81851985555,1390.6164362596,1301.86305802788
"N004098",9756.60212551399,10967.7586114497,12178.3218115937,13400.5491799593,14621.9290756613,15813.2231225542
"N004099",11923.4920489339,12431.2239097979,12605.3335719169,12471.1538988935,12093.4407253712,11510.0787711442
"N004100",7327.57756417815,7121.53310411551,6785.51899993736,6348.7530051815,5852.72859413819,5321.58146149135
"N004101",11435.5538029601,12279.4212901403,13095.3883520378,13859.5099090803,14562.6359406083,15227.2411701496
"N004102",9674.694399763,9665.8977367096,9510.3580272139,9229.74193719276,8856.29997743096,8394.51259523207
"N004103",5893.27238008662,5307.69612739456,4617.20297210486,3917.08242872748,3240.35192113763,2617.83776449655
"N004104",22066.9427212679,23337.4371013516,24553.7185741125,25701.5170691519,26764.2801704733,27753.2090788892
"N004105",10383.4154671767,10953.1877623978,11469.8829820279,11932.5123437443,12342.7164849403,12709.4319798915
"N004106",3213.58172313353,2984.01525808293,2762.86726091785,2600.14215896968,2457.77491721248,2337.83427628533
"N004107",8190.32788768464,8469.3775584654,8606.08885968582,8606.44853909732,8484.6369886886,8261.20294711979
"N004108",5993.22720237446,6955.5948359608,7997.07342823849,9113.11184976822,10297.1457188341,11567.733894739
"N004109",13041.4005838778,14185.7356611818,15322.4786417935,16440.2596002202,17518.8057825517,18591.2987251143
"N004110",10707.271403045,10899.5431244544,10912.2285500136,10795.3000159473,10571.3829322379,10232.1429210349
"N004111",17004.5402369763,16286.1175226041,15354.5573981231,14276.9984594285,13123.132773239,11880.8004714662
"N004112",3883.49925238135,3972.48007288575,4015.585534944,4016.2434539087,3979.40801179242,3912.18101373492
"N004113",4748.77911274775,5275.34746325724,5783.50264343068,6279.76446009602,6747.11263648875,7186.51121993558
"N004114",1938.92589655757,2060.6927984192,2164.57646208427,2248.81429952767,2327.57434975,2390.72853821781
"N004115",2091.3446444432,1942.42801777116,1833.53007155278,1748.14627336535,1670.75102333738,1608.61486466819
"N004116",3119.13481413631,3260.10807961053,3330.76544366134,3340.17466536336,3297.30450301252,3212.80502145697
"N004117",9059.12341592359,8520.42495576422,7821.09465786032,7036.51664303576,6241.37974989922,5427.09276749145
"N004118",2877.45012527208,2971.80105760309,3062.98973664725,3147.12993081516,3225.13635388273,3293.24487220529
"N004119",8387.82614912268,9637.26633960999,10898.5552111596,12177.1594795037,13429.4596209878,14675.5533485366
"N004120",13398.4076650659,13368.2504377614,13079.9828038971,12569.6483336362,11906.4361167312,11138.7371365996
"N004121",11207.1341099755,12014.8253669431,12748.5116911684,13415.2714068788,14007.7813712443,14527.6725707271
"N004122",13515.3884906672,13731.2511474712,13713.8826950191,13495.0409049829,13108.8574068167,12551.4502764162
"N004123",11379.4587894098,11741.4858173275,11936.9760247434,11975.9779888959,11871.9681784303,11668.0518488393
"N004124",14570.6477371044,14685.519269465,14749.3969769462,14765.7343188373,14708.5087612973,14580.3356236113
"N004125",4481.70849518511,5631.09373846626,6962.53958149613,8494.35452697773,10255.8454538376,12269.2108588223
"N004126",3290.16876953173,3582.7931913733,3869.43080319913,4149.68821919783,4425.13668368112,4692.54605507198
"N004127",14279.2011371928,14580.6231973449,14700.3978953274,14640.9581976912,14439.4281933816,14141.2069250048
"N004128",10829.7288973125,11363.6018298901,11816.4456409762,12197.3014530043,12520.3466214951,12749.1809334823
"N004129",8101.29686219388,7947.63014243475,7633.43365387345,7185.00130852424,6659.61958307533,6086.84408480991
"N004130",6481.64592899827,7231.10069430432,7994.08263951974,8773.6059113944,9554.14460406963,10357.2624080938
"N004131",25462.3925467244,21292.1881053905,17067.7392360816,13213.5032406539,10030.9318521288,7438.79040359995
"N004132",3175.32008629067,3133.26942752491,3006.90205250003,2814.79943436743,2590.20702448052,2335.63725461629
"N004133",1772.82233772866,1791.38112698533,1785.72211850447,1758.77059302197,1715.81021052374,1655.57489935598
"N004134",4662.88612869888,5026.45694834865,5126.16632620384,5020.03813088667,4749.44281849846,4365.60073099009
"N004135",26036.848610929,24452.7391479593,22645.979842603,20904.470801423,19257.8966526454,17697.3957752542
"N004136",1731.76006090394,1536.43393387649,1404.20042153854,1299.11865359494,1213.56469880304,1141.39361610743
"N004137",1725.27118372361,1675.5193796102,1633.27954722662,1603.42712636313,1579.09868407187,1558.07958586674
"N004138",4945.09478047611,4862.31602220692,4751.20367098188,4616.13513270833,4465.85002420376,4296.56460561358
"N004139",9920.61320271541,9179.92553093898,8656.23702116645,8236.33770349761,7882.46967871116,7576.89264592339
"N004140",3238.4707888965,3064.48892338643,2936.94218808244,2834.86317152057,2747.87405821258,2670.77613600017
"N004141",7894.8871150865,7445.10470866351,7103.96709520931,6811.98051863741,6571.48016840311,6346.90021082708
"N004142",2717.23888656433,2059.88490204064,1652.66416801438,1367.0151633309,1133.60441672613,1075.21983546224
"N004143",1187.42707829142,905.26355593153,724.392097575036,623.070355583777,550.984557300539,464.311723045976
"N004144",5194.6986209541,5073.31064003058,5096.20805006461,4962.70209000822,4926.64205382146,4894.21683757453
"N004145",1515.11352488988,1545.27332094699,1574.94973654219,1601.88631000754,1629.31985140575,1654.02550228817
"N004146",3406.25282766675,3357.73200741107,3326.34370930733,3291.35873218896,3260.21343977731,3229.13654884192
"N004147",2487.04614320658,1844.03654162497,1463.60404128731,1202.50932969079,994.041342508557,810.973270774317
"N004148",10240.3859548877,10356.0860750825,10507.0830744366,10663.5074829806,10832.9192595449,11020.8811333515
"N004149",10822.7860076299,11003.3231448659,11133.0110500514,11290.6002290779,11459.4882279052,11631.800113559
"N004150",1635.22574783806,1488.88496590436,1382.26196334407,1303.9716902522,1232.00778895151,1173.95724203457
"N004151",3612.20444161977,3691.71708699623,3809.58770198423,3950.47870803754,4110.39240873589,4285.23476363906
"N004152",6266.19667093118,5904.64066270141,5626.75753955067,5382.79936031098,5176.95655094609,4993.46724641215
"N004153",9803.01644766162,9818.02301699271,9861.857153574,9921.72475864667,9990.75251608877,10067.6129746166
"N004154",6976.7717763812,7168.18904211693,7431.68925325309,7737.45323180401,8087.75116479718,8465.88578321276
"N004155",11852.7192430975,12137.4653288676,12589.7763991366,13138.7419688057,13778.3467567932,14492.1483324716
"N004156",20253.8566460758,19418.1429614175,19049.8777458795,18899.6867828888,18913.7394075571,19045.3083285691
"N004157",7066.80217393349,7598.13046650874,8172.97411514892,8764.86680408811,9354.52836697771,9986.74686437343
"N004158",1620.10870759617,1352.982385639,1156.17721212705,1006.18361063121,893.200848781329,797.718259382307
"N004159",14195.9960243965,12597.9487421327,11468.2068202517,10654.192491515,9942.56847334149,9313.82526158177
"N004160",3631.87942441698,3274.37216003428,3023.91178848849,2823.8356933659,2652.48418060838,2517.99543585453
"N004161",3744.518909605,3368.9824196746,3104.38079516918,2904.90422061532,2727.94765945193,2586.64056972614
"N004162",4000.14345640809,3850.88209073677,3727.9420000276,3616.08188895922,3513.86343191221,3415.32875495481
"N004163",1303.92388208395,1218.82601130093,1162.44428554116,1115.10908094161,1075.44205815831,1039.6182136438
"N004164",26088.5159685763,26619.4893870936,26101.5810355397,24832.8168612233,23023.4168513635,20731.4259558829
"N004165",2110.9668488511,1833.43643422545,1641.68200717747,1485.97275776255,1351.54492137293,1231.64294963813
"N004166",4929.38098796482,4368.77172056669,3963.1827247831,3667.78317897553,3420.01155930099,3212.85841060958
"N004167",8290.70194371026,7239.34584387589,6458.8497858146,5815.70068986392,5288.93310136506,4802.88583660484
"N004168",2022.50957854602,2104.20468862706,2156.93306738915,2219.71429174894,2289.32152587821,2359.97707792696
"N004169",10177.2627033201,9969.96347436404,9780.47915298049,9596.4866448512,9423.75887705833,9258.36863336779
"N004170",7141.55136217319,6670.33840991196,6003.03451448469,5807.666129868,5802.60059813531,5792.46455995581
"N004171",3879.56064105268,3837.08377940549,3872.24013592979,3953.39598507479,4075.85720117445,4210.4744729654
"N004172",17943.7554538689,15811.0086132184,13666.6492536064,11593.7598247787,9707.69789729779,7998.18862759444
"N004173",12181.7171305549,11067.8203589697,10292.6189731747,9662.26899563977,9149.88988278886,8739.71670377386
"N004174",10330.4798069776,9406.10743210676,8760.07549862263,8255.3911321894,7825.05701754982,7460.21127347812
"N004175",9883.27591279247,9718.31700766448,9535.71719971931,9403.42293009313,9295.11182189783,9213.28347098489
"N004176",13376.0067130071,12919.7474529865,12524.2000466566,12194.8746638034,11897.3893479431,11649.8991883948
"N004177",2749.10579272114,2553.40957851234,2417.06384247258,2312.33826252796,2231.93759680999,2154.70640657694
"N004178",3807.33245422878,2938.12004714958,2385.29382843563,2042.32001538193,1808.06946907907,1513.10773096141
"N004179",6880.40969436504,6900.1510734519,6985.33688691633,7103.52914342424,7276.6204038628,7439.7098199917
"N004180",6104.34636517189,5833.3595260036,5702.62796956906,5676.28964037708,5654.9654962074,5691.8160055092
"N004181",13813.1536788404,13888.8734757973,13888.1033509488,13759.5843076624,13533.5215361268,13187.8569802793
"N004182",2967.4754809482,2866.86754612457,2831.46817455058,2820.86280118146,2820.41058943359,2830.60091312383
"N004183",6072.62188663235,6109.90074399152,6169.92518610702,6170.13577350572,6163.36621896231,6132.59449620867
"N004184",9892.43209782943,8819.21871558682,7562.3332421497,6150.29176937954,4579.18863037001,2875.57783500808
"N004185",1130.42845342583,971.932350485779,945.340608130181,906.270777558379,869.143646768091,837.522614337891
"N004186",2348.45245420456,2352.40448030976,2346.87329950147,2354.93182429163,2350.67554354841,2346.93900981913
"N004187",21045.2369884759,21158.5205580925,21454.115905547,21803.8424887862,22178.2374741271,22557.2897147966
"N004188",7269.3289690725,5847.48994222387,4884.85763626199,4068.92689106576,3371.07875213419,2794.97226996161
"N004189",1225.69555865764,1414.20744026527,1529.25624121373,1606.297682111,1683.51563436017,1763.78185093303
"N004190",10394.522668064,9181.03929049308,8368.73306574586,7709.41275053315,7196.52945477324,6757.80957869336
"N004191",6205.84595137343,5693.25121495918,5327.1871634731,5043.37767401246,4790.33581148929,4582.58584493823
"N004192",5503.67259793313,4866.28738690309,4424.95654462703,4082.77326763462,3795.34238755966,3568.7955175057
"N004193",9302.28900914837,8942.90396770176,8576.01169004105,8297.32976680003,8064.81738503912,7861.10478414469
"N004194",13391.0338812049,11662.6250972067,10566.9967851653,9635.18239088035,8982.97845683085,8358.37361375486
"N004195",4071.14107203395,3882.81529872082,3738.98881957119,3614.70601182551,3507.16784064117,3408.09720946109
"N004196",22844.7367750814,22896.1892249872,22867.9372256542,22648.5716939399,22118.1845149644,21662.2719820786
"N004197",5130.02647339525,6209.81868934106,7210.90870852953,8028.17713097639,9025.32925135805,9550.9787443648
"N004198",2701.43477800054,2700.28066750663,2609.82182658891,2608.39927651434,2635.20032749923,2677.78897204305
