"","f1","f2","f3","f4","f5","f6"
"N004697",6983.01180813582,7316.35570934376,7649.6996300432,7983.04356713327,8316.38752473265,8649.73149740134
"N004698",3788.43393257465,3964.59039244177,4148.93275544712,4341.84124551627,4543.71381370382,4754.96687144638
"N004699",4498.60530856554,4741.97961878327,4998.5195973462,5268.93746248229,5553.9839668354,5854.45047734941
"N004700",1925.38923415578,1917.24485045547,1939.41664815501,2027.90366831701,2027.86648396462,2027.82947220717
"N004701",2289.94663656539,2268.22152345641,2282.84035563311,2321.39673688547,2321.24360942055,2321.07449262516
"N004702",1896.95187330328,1901.47997568176,1918.37142982777,1918.36825720604,1918.38844435,1918.38486594496
"N004703",2827.88342300728,2871.33579725962,2913.13775922999,2927.74444001307,2927.63790401179,2927.53022203952
"N004704",2226.0829522416,2226.08105508427,2226.0813477942,2226.07981389039,2226.08031073281,2226.07891595762
"N004705",1484.42630932479,1473.23964619444,1468.22193151769,1465.92998305572,1464.84835046154,1464.30500711515
"N004706",1069.59631361016,1053.23036600477,1036.89529230632,1020.6778415482,1004.49577666682,988.422662233045
"N004707",1348.71751461702,1341.00031085471,1318.57894235465,1329.51462044296,1329.50163278394,1329.48734252321
"N004708",3892.41314625562,3961.42876814525,4031.66803970461,4103.15271016766,4175.90486181986,4249.94696748199
"N004709",4147.07166163454,4139.6433232622,4132.21498489901,4124.78664652555,4117.35830816485,4109.92996978964
"N004710",4166.36527949214,4168.86536387038,4170.95933767822,4172.68231709267,4174.10293314122,4175.2761702319
"N004711",5310.72213601763,5400.88572574981,5490.53647994241,5580.42850531424,5670.00254633387,5759.6808645007
"N004712",6073.69203088183,5904.83896455269,5904.83454145061,5904.82873612318,5904.82378842844,5904.81830891703
"N004713",3308.18953798794,3176.56215089192,3176.47618095038,3176.39017398561,3176.30420610639,3176.21819791202
"N004714",3589.98313349199,3712.62774718962,3836.44655972489,3961.35553439576,4087.26686577152,4214.09677917441
"N004715",5857.79060339862,6264.1579320021,6698.71572884737,7163.41964939445,7660.36096380184,8191.77607507209
"N004716",3857.39434436438,4012.16953817707,4170.46641187912,4332.18332839137,4497.34772075717,4665.85871045328
"N004717",7596.71134034031,8096.56597532889,8622.92091048143,9176.77317171339,9759.13537017902,10371.0347395383
"N004718",4392.11130561276,4407.26303946608,4424.99225196284,4423.43037834776,4422.44303421531,4421.43613591097
"N004719",1632.00870284555,1569.34612410439,1506.68917574732,1444.02657003551,1381.369751162,1318.70711659115
"N004720",3679.69131551854,3673.13797815167,3666.58152272703,3660.02785819551,3653.4744003182,3646.92068917898
"N004721",2955.61212694828,2955.70188658579,2955.96819813074,2956.05317525093,2956.3305314116,2956.41007782753
"N004722",3750.24592857996,3801.69250871455,3880.48592214608,3948.2522046103,4017.43094915031,4085.59795932809
"N004723",6918.14152212668,7221.41099685137,7531.62484731874,7848.67744879115,8172.45460492091,8502.83390953456
"N004724",3701.94378114949,3841.11976745221,3981.39112669342,4122.6218198909,4264.67699939979,4407.42338172707
"N004725",2569.42609981995,2593.74254432702,2618.36592739374,2643.0664103947,2667.76760700622,2692.46841434971
"N004726",4258.32050713396,4331.74215851771,4405.16388249507,4478.58554699012,4552.0073016782,4625.42897733475
"N004727",3209.54865495905,3339.70859688362,3471.2060691652,3603.90633197202,3737.67499459754,3872.37841409335
"N004728",3471.40379892505,3556.0390446992,3639.44467971937,3721.56571454163,3802.35286485523,3881.76255955016
"N004729",4485.22122050814,4678.33940354682,4871.79539345132,5064.90074568028,5257.34947338821,5448.85150663449
"N004730",3594.23848473558,3689.82567003119,3784.78206047971,3879.04010442672,3972.52863436548,4065.18295254508
"N004731",19061.7156365335,19967.894053033,20892.3607214567,21834.381429729,22793.1952149183,23768.0173054028
"N004732",3441.76798777555,3588.23640095812,3737.17710471051,3888.4814304855,4042.03793506728,4197.73276143606
"N004733",3480.59895362204,3587.16296585548,3693.8754229699,3800.64780925458,3907.39413507923,4014.03072958861
"N004734",3431.34720463518,3507.42549968953,3575.11794056243,3642.81549295652,3710.51016507774,3778.2169873284
"N004735",4523.0646435121,4757.3214568224,4996.51506722881,5240.40336523121,5488.73609006393,5741.25598359922
"N004736",2663.54340178676,2739.24055811849,2805.28837826828,2871.16663852224,2936.76473792278,3002.1235431845
"N004737",4342.87726541225,4544.97492631712,4752.27513689575,4964.72914153442,5182.27595000323,5404.85266084625
"N004738",2076.06218026423,2119.81564818168,2162.93187684411,2205.32003410569,2247.05862748961,2288.0480978985
"N004739",2252.13785578529,2286.72130302517,2327.44169122521,2368.16172358488,2408.88318875474,2449.60425530566
"N004740",3111.58628457587,3198.97149170956,3286.09861729242,3372.71418560623,3458.7496138672,3544.13960575274
"N004741",5437.49396220373,5659.02885638711,5879.15057270892,6097.48917382121,6313.70052369628,6527.46658069747
"N004742",2853.75848587757,2915.30148349527,2962.19063791855,3020.42285206694,3078.65572144739,3136.88937946748
"N004743",2896.90300167951,3025.97029163107,3160.76285198071,3301.53470590941,3448.55119966733,3602.08950716287
"N004744",4738.27880018423,4805.75200072324,4873.22520140391,4940.69840210551,5008.17160282801,5075.64480357143
"N004745",5023.20224970862,5206.53695700054,5390.00119821873,5573.37566084464,5756.44878247386,5939.01720007103
"N004746",6463.75693672955,6752.67010447926,7047.67600507949,7348.61513672113,7655.31981961496,7967.61473869763
"N004747",8943.51633970286,9481.63047309762,10036.8926805588,10608.9928435234,11197.5831755906,11802.2800077932
"N004748",3371.33952495204,3497.45325218761,3624.82789594146,3753.35510777087,3882.92654450893,4013.43416532633
"N004749",4899.41878574052,5120.90979616308,5346.29488188568,5575.38383544986,5807.98160673565,6043.8890962163
"N004750",2011.50368881256,2052.36291942096,2093.22503622087,2134.08457353773,2174.94675634174,2215.80659818477
"N004751",3444.0452835531,3531.88264564637,3619.62686033501,3711.36474906192,3802.89419771786,3894.1569549718
"N004752",3697.59375930926,3806.05570891127,3913.97832220879,4021.26398137233,4127.82010306086,4233.55918728399
"N004753",2608.37233474,2681.74274372639,2755.17760340697,2828.58004383329,2902.04747191806,2975.46634856502
"N004754",13230.4729142285,13855.8855605454,14490.3112463105,15132.9826076572,15783.1269912533,16439.9696930351
"N004755",3059.3677690184,3091.58217405718,3123.79661997763,3156.01113207858,3188.22568082202,3220.4403039344
"N004756",6409.89105507478,6397.78265091665,6385.67421290382,6373.56578900475,6361.45737922253,6349.34898355322
"N004757",9747.74795816306,10230.2503338391,10718.0600660437,11210.3977835962,11706.4916474939,12205.5808936542
"N004758",4049.80566435338,4182.3463701988,4314.89033973113,4447.43431890696,4579.97828961703,4712.52227321173
"N004759",4579.0993172887,4731.09828677425,4883.09784537728,5035.09800682499,5187.09875489646,5339.10010908305
"N004760",3353.16626400099,3544.06457332013,3740.49727812821,3942.34079093087,4149.46019704208,4361.70990150376
"N004761",8145.53131482141,8538.81231800444,8940.70537967997,9350.92894470337,9769.18813368613,10195.175874876
"N004762",2636.71528380134,2728.8279221508,2820.93131829955,2913.0360424429,3005.14122936861,3097.2462320274
"N004763",3616.06941056007,3653.82083659579,3691.63945090514,3729.45809314019,3767.27673507794,3805.09540878952
"N004764",6521.44892536583,6762.49956688042,7005.52842554505,7250.31287153411,7496.63177698437,7744.26610904877
"N004765",3284.62670143163,3410.73668920305,3543.98963667898,3680.34139283282,3819.79173045155,3962.34101617448
"N004766",15151.9190786221,15898.1706017763,16681.1758256416,17502.7449726233,18364.777361864,19269.265856364
"N004767",4294.67661662345,4413.34396993408,4535.29022484074,4660.60597909455,4789.38433957628,4921.72097994692
"N004768",5683.84991669631,6050.13046847335,6432.43076810795,6830.9860654637,7246.01202619273,7677.70407791005
"N004769",4030.23009910727,4004.30031294218,3978.37318663592,3952.44839813767,3926.52361045853,3900.59882191736
"N004770",5703.40883833803,5952.21082643936,6206.29497331152,6465.54315739051,6729.83053339048,6999.02591395497
"N004771",3208.17936466138,3299.62162289727,3390.7459217906,3481.4780882286,3571.74367317451,3661.47552442875
"N004772",9040.68398652631,9587.37050933261,10152.8157389896,10736.8508518855,11339.2690440053,11959.8265432371
"N004773",2940.12479526924,3085.37300757121,3230.62122019982,3375.86943346859,3521.11764713364,3666.36586154192
"N004774",2778.58484932123,2858.18478584551,2939.36164172374,3020.28568934491,3100.910315678,3181.15535175311
"N004775",11527.3733865693,12053.8387596309,12588.7579493024,13131.6038838031,13681.8408064176,14238.9263328508
"N004776",2534.16298161491,2577.4565332792,2620.75071443106,2664.04516106235,2707.33960917614,2750.63405604968
"N004777",3446.24525759665,3539.16484926726,3631.99326868789,3724.82179739289,3817.65043657388,3910.47918943537
"N004778",16906.2116632339,17133.7573549968,17361.3030932108,17588.8488778754,17816.3947089914,18043.9405865585
"N004779",1340.33003618366,1263.79487223027,1187.25976628441,1110.72460059902,1034.18950962059,957.654340162055
"N004780",3953.67306140533,3947.6684138566,3947.60190623,3947.5411608239,3947.48569061416,3947.43502441743
"N004781",1386.50357351537,1284.29923892241,1173.45920794992,1053.98314396683,925.87141194702,789.12361638876
"N004782",1252.0772217809,1208.27255287324,1164.46818433254,1120.66351062191,1076.85920303414,1033.05451848447
"N004783",2581.97358704389,2581.97477921216,2581.9767225751,2581.9779075751,2581.9799166497,2581.98109150355
"N004784",6753.85697757602,6538.86160242508,6347.82141759976,6154.67031406107,5961.84133001941,5768.65175805866
"N004785",1731.87713173254,1703.29352868097,1703.31204316813,1703.3255855981,1703.34471898284,1703.35829780231
"N004786",1328.33241642734,1328.36241711715,1328.36512233953,1328.39592477946,1328.39811813274,1328.42975491612
"N004787",4554.49697969557,3925.43087477314,3227.64905336767,2490.39326709822,1713.66761933333,897.467611554656
"N004788",2660.07474166912,2660.05842103857,2660.21037760157,2660.18854339167,2660.34822737557,2660.32038209719
"N004789",1340.43394870204,1313.16982108733,1313.16043333276,1313.17527235832,1313.16578660782,1313.1807331645
"N004790",1369.79942421385,1369.77941979092,1369.79936686078,1369.7794662242,1369.79930977733,1369.77951238856
"N004791",3056.32750751064,3056.28474973343,3056.89498178429,3056.82179303816,3057.47594866233,3057.36831802105
"N004792",4592.49825061188,4769.16730162935,4941.0118129079,5012.94515053048,5084.89450069917,5156.82698088318
"N004793",5490.81302103927,5262.37845481455,5033.96828939263,4805.58083843944,4577.21597188186,4348.8720614353
"N004794",4678.20298358432,4678.22423275318,4678.62714089388,4678.63680901427,4679.05801777734,4679.05499957045
"N004795",9402.30407610224,9242.66369433194,9223.51904250972,9204.37349795214,9185.22910186384,9166.08330101491
"N004796",8152.1877873097,8140.82256529377,8294.83712078505,8448.83233258061,8602.85219814531,8756.84347902177
"N004797",1971.10310782803,1829.9401769473,1688.77749784247,1547.61458604877,1406.45198011485,1265.28908327696
"N004798",1606.15743663393,1591.80015820894,1594.56709963841,1597.33352864517,1600.10066351935,1602.86717159901
"N004799",5640.13103731831,5180.75931849314,4721.38816332822,4262.01641860438,3802.64535451421,3343.2735732051
"N004800",1840.92353630916,1782.16842551038,1841.2085742615,1882.44483373254,1911.11233748375,1930.90969933708
"N004801",3021.09716634671,2818.19560066593,2615.29623745904,2412.39687430437,2209.49751116617,2006.59814802778
"N004802",8126.38511420572,7691.72080066732,7571.25803815277,7571.23504028331,7571.21204321731,7571.18904527722
"N004803",1777.33810544241,1764.35014343305,1764.1014731014,1763.87073372226,1763.65705348069,1763.45871266364
"N004804",2726.25799249503,2643.12363610418,2643.12757963494,2643.12717651403,2643.13141448917,2643.13078748692
"N004805",3438.98214987732,3293.43629708594,3147.89614618546,3002.34919733829,2856.81096224431,2711.26221056622
"N004806",5706.70507175032,5498.96642517403,5462.24796990682,5461.89276575248,5461.61694746358,5461.25578886119
"N004807",5367.7024984234,5422.03069207623,5499.90550363961,5550.20644414103,5629.27144365758,5675.20848390373
"N004808",2964.00395643701,2908.9900481122,2964.35636126102,3001.92455088893,3001.94625388397,3001.9245749432
"N004809",1640.58611023644,1491.34812604168,1342.11037754615,1192.87238593563,1043.63466280803,894.396661763514
"N004810",3251.29784424937,3315.71100490744,3378.60131758322,3439.93292395534,3499.69785925669,3557.89237461172
"N004811",5477.84746063691,5645.89883400145,5813.30301645393,5979.8989807783,6145.53342261131,6310.06089309185
"N004812",2782.76249170345,2818.28390175996,2848.94932638807,2901.32890220894,2953.71677231913,3006.09663926849
"N004813",7949.41327062352,7490.84173393178,7032.27480248274,6573.70299513797,6115.13659854425,5656.56445594983
"N004814",1971.99523357509,1842.51311287831,1713.35223269323,1583.87039772286,1454.70978422332,1325.22823451543
"N004815",6923.81363722335,6910.05566403663,6898.79946293962,6883.54274412849,6868.30290161801,6852.98587371421
"N004816",1641.1283549515,1548.21432457437,1455.31102085623,1362.3970503342,1269.49368709497,1176.57977576192
"N004817",2908.61639932922,2944.77274487908,2981.00674235045,3017.24336798888,3053.48262295008,3089.72450725509
"N004818",5063.90442568095,4560.97884671854,4082.45050218891,3603.92215616919,3125.39381194214,2646.86546582034
"N004819",1390.7643020923,1102.44170939949,800.232736707071,487.486662592215,164.203815473227,-169.61615799054
"N004820",3340.41828435696,3225.56933512783,3225.56934122556,3225.56933970527,3225.56934603946,3225.56934432715
"N004821",7845.32248487421,7625.28696006776,7625.17369846065,7625.06005846993,7624.94681383129,7624.83316667783
"N004822",7225.07071516272,7033.88423756283,7033.86366171888,7033.84299038135,7033.82242430746,7033.8017514708
"N004823",6915.56715548597,6915.66466721624,6915.68833155787,6915.7875648365,6915.81032498308,6915.9113288969
"N004824",1100.49938561888,1058.87521107128,1053.1987306186,1047.52224955526,1041.84576910143,1036.16928803923
"N004825",3971.71904734414,3435.34531544947,2868.37087952987,2270.79572774565,1642.61987319565,983.843301396144
"N004826",3752.37980988729,3662.79702324104,3659.8632091329,3656.92937303921,3653.99556315058,3651.06172479338
"N004827",2057.87338256202,2039.85332896131,2072.82838814866,2105.80211300987,2138.77746229152,2171.75098371595
"N004828",2492.48121523903,2564.74781252225,2637.01938275753,2708.20117194924,2778.98884489425,2849.3272811568
"N004829",2727.88812450611,2814.11303379282,2900.13953454448,2985.88305129149,3071.26258947284,3156.20083050981
"N004830",12709.1176926492,13155.5837699478,13617.7334317642,14096.1176372504,14591.306700571,15103.8909708393
"N004831",20683.7156199224,22226.4591425484,23863.4592546963,25598.9704895369,27437.3469544377,29383.0397875682
"N004832",3093.3214884704,3190.67894409658,3288.22437782,3385.87395650347,3483.54595264589,3581.16088883162
"N004833",3132.53845775211,3328.28093657494,3532.70332523368,3745.97793010939,3968.27017796199,4199.73821357405
"N004834",4573.71723027664,4706.28275669821,4837.63024454444,4967.63740512621,5096.19075949472,5223.18554788557
"N004835",3485.34244744304,3576.61910360288,3667.76651371412,3758.72321382926,3849.42975792954,3939.82877720899
"N004836",3163.40742686855,3198.54781032706,3233.68805433956,3268.82837906542,3303.96870426167,3339.10902904413
"N004837",4173.36206826435,4353.32876481984,4537.22923257989,4724.99269370803,4916.54356270689,5111.80166280436
"N004838",4031.54254764091,4226.04140961113,4424.72940727373,4627.46178467755,4834.08733822894,5044.44900194629
"N004839",18335.5419150091,19240.6628505037,20166.635033369,21112.8344129554,22078.6039626855,23063.2549184278
"N004840",2766.09496215942,2902.93015262997,3026.42123964362,3162.57449567371,3294.13276664536,3436.57266086726
"N004841",2647.66157296827,2720.88769466521,2793.58707555767,2865.69874319968,2937.16541532643,3007.93349048434
"N004842",2287.80169392241,2333.40101193717,2377.94645969045,2421.41516451927,2463.83078032444,2505.18245813864
"N004843",14502.2050567801,14854.9658859765,15201.5301785951,15541.6895790776,15875.2580343079,16202.0826349035
"N004844",3107.57728870131,3206.23680697023,3312.08318026125,3412.50160616316,3512.9148090459,3613.38169149087
"N004845",2830.23715513471,2916.8301902728,2982.72730370101,3067.07670981474,3152.02306657143,3236.55932727867
"N004846",3456.6546409638,3636.64283466674,3821.58946427492,4011.41443420272,4206.02931235756,4405.33767752983
"N004847",2948.88470571955,3050.4465577205,3153.23988117124,3257.20527906945,3362.2743486141,3468.38827465601
"N004848",2815.83257085675,2976.7265475297,3141.98172542464,3311.60991501347,3485.62356206073,3664.03595706956
"N004849",4012.3750868789,4167.66985191548,4328.97467518214,4496.52252118169,4670.55502119531,4851.32314380317
"N004850",10324.5420249947,10844.987400606,11391.6679217627,11965.905659071,12569.0897455958,13202.6793031815
"N004851",6337.28913101616,6532.6620572433,6727.63644703087,6922.05807122514,7115.74304956178,7308.52467594739
"N004852",3124.50242245292,3226.02439518479,3327.18836971393,3427.88685954952,3528.0175867454,3627.4835903232
"N004853",2660.60673997694,2723.16861959085,2785.7222656691,2848.2863571769,2910.84092710776,2973.40741861203
"N004854",8601.32340397833,8792.30984161885,8983.29295311598,9174.28534762919,9365.27360219332,9556.27232440644
"N004855",6687.75193446053,6878.24626981481,7066.0218975815,7250.90891823698,7432.75492275549,7611.42445856273
"N004856",2284.6156666763,2329.64571904014,2377.1803727002,2424.7649996132,2472.23004226991,2519.75223593432
"N004857",16125.9146389396,16683.3645172258,17250.5721244846,17827.5968590731,18414.3749517994,19010.9822848248
"N004858",3188.48603175971,3262.38458397365,3337.99586961865,3415.35957446781,3494.51631380058,3575.5076442252
"N004859",12643.602160365,13162.3716784511,13692.1896010936,14232.6281728294,14784.112458672,15346.1515909335
"N004860",3816.48061567693,3958.01344451512,4101.64377465726,4247.26608049294,4394.8328337965,4544.23647953993
"N004861",5546.62029590779,5667.25200978283,5784.25514798225,5898.29608664082,6009.0059885297,6116.38438875907
"N004862",2615.62409349308,2694.13329882098,2774.73931100721,2853.77122820185,2932.6578862187,3011.33681583229
"N004863",4390.681583717,4556.9818598423,4723.37170166895,4890.3673828275,5058.22242618303,5226.77370383491
"N004864",3453.38137607035,3539.64018133759,3625.42945476648,3709.81591792117,3792.73430420419,3874.15900097842
"N004865",2891.75392760345,2969.54885830874,3046.30300176261,3121.95398295332,3196.44543813782,3269.72684556652
"N004866",2524.07903218209,2589.97373409485,2656.30060569863,2722.30590035895,2788.03316108236,2853.36118611756
"N004867",5467.85900596199,5691.61938968014,5920.20235066842,6153.51465258436,6391.64424903152,6634.50374871149
"N004868",2953.44758202928,3029.02377084241,3103.63120358466,3177.2801048783,3249.86692492495,3321.3651819619
"N004869",4048.98340089833,4201.25046556549,4353.5462092435,4505.8450525551,4658.14699515025,4810.45203759212
"N004870",3367.84226961514,3483.03270230158,3598.74243425039,3715.15971289109,3831.94496029687,3949.24726481585
"N004871",5804.24044698981,6002.07434370181,6199.22367699164,6397.96147035439,6598.14388050186,6799.62920115478
"N004872",5699.15903843386,5861.45333978953,6012.39062876327,6161.4726472403,6308.59702048673,6453.67182965306
"N004873",2980.70544543102,3081.20863447708,3181.62829037877,3281.85691702373,3381.79115657765,3481.33196006409
"N004874",3117.98420183167,3197.82554201406,3277.21537279932,3356.23161392608,3434.83840806363,3512.98625897152
"N004875",4523.39979571541,4621.53783287215,4769.82499406772,4904.18780055568,5039.26419882849,5174.90650587125
"N004876",6062.62023039632,6459.08825111406,6876.87054276988,7316.81944961375,7779.80546573056,8266.71687851568
"N004877",2764.99218548662,2852.95236120783,2935.99580574281,2996.30108555032,3056.42409540528,3116.36032309085
"N004878",8294.70586097735,8841.0517841886,9413.81505305263,10013.6682546773,10641.2700436308,11297.2635630083
"N004879",7008.42021364299,7178.18785961846,7344.91084183345,7508.4876414482,7668.83082193067,7825.86637958103
"N004880",2784.92266945823,2838.86711849392,2892.81249747972,2946.7579180681,3000.70427019133,3054.65065975654
"N004881",6176.20051811774,6582.67808179236,7010.14360441391,7459.31389565254,7930.91079852444,8425.66030161558
"N004882",2700.49293324224,2764.45242786111,2829.92675862537,2896.9518034701,2965.56429015049,3035.80181621676
"N004883",3291.18653145102,3381.4866556892,3474.26264358723,3569.58388182727,3667.52020809084,3768.14337251987
"N004884",6039.3716531239,6416.03487667377,6809.12536566336,7218.93809435167,7645.75301292567,8089.8343254898
"N004885",8237.62928004851,8611.23103549358,8993.54300832728,9384.41416643371,9783.68188687722,10191.1724617849
"N004886",7224.89179936101,7523.65896554352,7826.70507931852,8133.77866518618,8444.62475032237,8758.98559687155
"N004887",2370.09595610151,2414.59236755794,2458.39226481789,2502.22437223168,2546.02104874931,2589.85803276366
"N004888",3786.72211439857,3913.92685374916,4042.13203611108,4171.22765291718,4301.13335019467,4431.73921399717
"N004889",2591.84707927021,2648.83142761861,2706.19467052079,2763.34552116877,2820.7429071342,2878.03624493343
"N004890",3081.13018917851,3183.83465415075,3286.9013220443,3390.23661034579,3493.74889326064,3597.34869640317
"N004891",3016.33800511946,3003.28441658297,2990.22778543099,2977.17822331233,2964.12866365711,2951.07910231723
"N004892",4239.79428438266,4451.42113104026,4668.22860155473,4890.0907796737,5116.87328347508,5348.43378536723
"N004893",2244.12888447692,2310.3152806489,2376.12937145379,2441.51035188614,2506.40080398861,2570.74659472007
"N004894",1980.87041542572,2015.44831757691,2048.89713042419,2081.22775973926,2112.45379890225,2142.5912567389
"N004895",1980.56700150286,2022.07127119806,2062.47031058349,2101.75681474151,2139.92737604373,2176.98217101313
"N004896",2889.3035808761,2898.30312076992,2907.19332994695,2916.19385080589,2925.19437601418,2934.19489735351
"N004897",8632.38782501389,9061.70550214086,9512.37458512097,9985.45695591863,10482.0673027024,11003.3757508314
"N004898",2668.51162571893,2741.93302664065,2814.79964108313,2887.05069996838,2958.62920080126,3029.4819238481
"N004899",4850.0135282304,5023.25705650926,5196.50058561396,5369.74411554492,5542.98764630168,5716.23117788476
"N004900",20104.3338802045,20976.6170181426,21867.7146280633,22777.2492784044,23704.8198240976,24650.0029872848
"N004901",3093.29428171646,3181.77899012476,3269.62110107397,3356.74893323824,3443.08400488161,3528.56306509421
"N004902",15097.2739217874,15726.7974579308,16369.7477130146,17026.1145202058,17695.885578251,18379.0504310371
"N004903",10496.0518856387,11070.1207922392,11657.8764563579,12259.2343200129,12874.1233333763,13502.4473066841
"N004904",3196.64121466775,3294.68830415318,3416.80077732445,3538.91981319082,3661.04495664148,3783.17565715038
"N004905",3400.02786719853,3559.40458214413,3722.44170236088,3889.05494285455,4059.15415387133,4232.64481566407
"N004906",2119.76598020023,2158.71854493853,2197.66048874563,2235.48906187004,2272.62840523179,2309.07031775158
"N004907",3278.91702695729,3363.74982549115,3450.66978859443,3534.26174437116,3616.62958517496,3697.72113592483
"N004908",8025.52345677366,8364.13567236542,8706.52883194975,9052.33406002063,9401.18275362056,9752.70784722038
"N004909",2361.19364422951,2431.39855975132,2501.65886609047,2571.91178431215,2642.10960625202,2712.19330654716
"N004910",2894.25029552411,2990.308057447,3087.20742268107,3184.88239892763,3283.26701556308,3382.29546809282
"N004911",2324.0522460956,2377.44920504461,2429.65728896588,2480.68272884977,2530.47950092939,2579.06823735663
"N004912",3430.35551751778,3591.04720064255,3759.26632970217,3935.36552151996,4119.71390926939,4312.69791922557
"N004913",2458.1679098612,2511.68993264945,2565.28510992788,2618.82946421414,2672.44627427666,2726.0146592554
"N004914",7061.98581261751,7440.61705256671,7830.94264436995,8232.88677282914,8646.35520110519,9071.23563704924
"N004915",9410.50487439109,9798.90410634741,10190.3322127517,10584.318171452,10980.3971106037,11378.1118247195
"N004916",2815.92224762906,3014.37029331517,3223.86663481812,3444.82644469366,3677.66913614649,3922.81783560323
"N004917",8400.1742027597,9104.236221741,9808.2972319115,10512.3583304394,11216.41951731,11920.4807926285
"N004918",3622.27987826157,3750.52254060578,3879.52268175158,4009.16012153403,4139.31638191554,4269.87497250435
"N004919",10940.4738309477,11394.8655160839,11868.1294920105,12361.0495832808,12874.4421691039,13409.1575354403
"N004920",2826.86601552259,2913.3091305997,2999.35094820201,3085.20359397654,3170.8809128997,3256.23214639193
"N004921",2672.0652875443,2766.71496345876,2863.6425114806,2962.84797401364,3064.33133480685,3168.09265629328
"N004922",2719.04065062348,2804.61406505948,2890.30225047032,2975.52895612791,3060.71690182185,3145.79620819463
"N004923",2062.97562783182,1942.91560162839,1822.85557371924,1702.79554756398,1582.73552140872,1462.67549525346
"N004924",5866.25020819315,5992.57805549752,6123.2482917385,6256.64684275861,6392.8331795735,6531.86846541667
"N004925",2614.50685664282,2685.92238014687,2758.98663631256,2833.7015613963,2910.07009948009,2988.09606715414
"N004926",2620.5546464598,2678.01033542188,2732.52231336614,2790.57269523878,2844.72565281862,2903.52356438046
"N004927",2801.79851409381,2878.82077009676,2955.41596240126,3031.52198550534,3107.07998607969,3182.03437957484
"N004928",17933.8705065089,18526.4074458816,19118.358901994,19709.1126343423,20298.0799191099,20884.6964697386
"N004929",1979.4214407073,2028.72840449778,2076.60718652665,2123.65326333571,2170.14349549318,2216.0508215572
"N004930",2512.15864376372,2597.71987041486,2683.61089365281,2769.75123694499,2856.06206927439,2942.46637667997
"N004931",2120.70630047187,2162.23269251214,2202.56850627679,2241.71329646378,2279.67002104353,2316.44506604008
"N004932",3880.74040192027,3950.18790909173,4017.66440994571,4083.17463003615,4146.72842409944,4208.34029924792
"N004933",2680.5202551048,2753.07439033925,2826.38071788781,2898.27551764761,2970.86434902021,3041.92074318331
"N004934",2338.6570718245,2388.4596205003,2437.15505517288,2484.73048126244,2531.17305424796,2576.47362187641
"N004935",3135.25753849261,3278.77472849527,3425.37535391673,3575.47873802361,3729.64983911964,3887.35879674907
"N004936",2984.82408860524,3086.81634837098,3187.65318308429,3288.70131955155,3390.20035850184,3491.96575035159
"N004937",2865.55485435605,2948.71470647448,3031.3455251124,3113.37257314536,3194.72537269001,3275.33769463512
"N004938",7810.93507896938,8057.90390287652,8303.44120037439,8547.28882655004,8789.20350641172,9028.95696847351
"N004939",3003.90049919883,3121.30418585067,3240.06594489601,3360.08327245362,3481.25319825472,3603.47258976327
"N004940",3132.11070650374,3239.950816087,3351.50391498042,3466.89784284808,3586.26484036707,3709.7417022801
"N004941",2057.14743140354,2122.77029192883,2200.46113019807,2280.00536419246,2361.41021746253,2444.68319881742
"N004942",2692.06707494062,2767.10901008026,2835.61637910999,2900.14232498715,2964.67356999033,3029.20922225629
"N004943",2470.26229723739,2547.62320479229,2624.66047543681,2701.29664807951,2777.45814155944,2853.07531606728
"N004944",6834.38255923508,7342.57991861368,7880.75506556463,8450.11518587385,9051.88266918551,9687.29287312423
"N004945",2751.48529077658,2835.12504788143,2918.84800676449,3002.5847012576,3086.26758475514,3169.83113677646
"N004946",17813.1303174504,18398.9219647421,18986.6031389716,19575.6486074834,20165.5444888198,20755.7892854147
"N004947",2740.76553181599,2822.31106020923,2903.76523680495,2985.05878394025,3066.1248375415,3146.89906339194
"N004948",2505.13095112596,2599.52487161535,2695.83572488681,2794.04350451895,2894.12599247315,2996.05964288929
"N004949",2816.35985860736,2886.69895486527,2955.91934292988,3023.97392631322,3090.82112122117,3156.42463130434
"N004950",2317.15519841089,2340.24274426734,2377.998895249,2422.71835032868,2466.82810986031,2510.32906287314
"N004951",6509.82772186385,6662.19826746333,6828.97335258928,6994.09122388499,7157.49873927821,7319.06334118952
"N004952",1502.61839533931,1528.4132326337,1554.08628862084,1579.63954180428,1605.08672909002,1630.42849127256
"N004953",7594.06323700984,8002.54175012771,8423.50688115829,8857.07531703483,9303.36282575585,9762.47315692982
"N004954",2945.1895716601,2965.00940657911,2982.56523195194,3000.53103999938,3017.58677032603,3033.77692214631
"N004955",2759.77061788483,2824.63953137978,2888.18313255831,2950.48124434505,3011.50434337636,3071.22791410637
"N004956",2680.60978762685,2844.2424333447,3007.87502642957,3171.50761951258,3335.1402125927,3498.77280567922
"N004957",3942.83616735255,3940.53061414037,3940.61479142017,3940.6565034497,3940.74434977392,3940.78488350827
"N004958",2949.5112848049,3020.69994170149,3090.85407332763,3159.93058237302,3227.88693824186,3294.68721365952
"N004959",4361.04900821034,4105.34816198595,3850.01591422233,3594.27807485302,3339.00952824501,3083.22211306422
"N004960",4707.45279741531,4704.8101102586,4704.69253032153,4704.57527473978,4704.4576964414,4704.34047808193
