"","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48"
"N099678",3627.71248271094,3501.60650484262,3237.44641181724,2960.32753042167,2713.34563454321,2500.43529267066,2359.73688001654,2268.23744895295,2249.34888630406,2300.68056089892,2419.35119018022,2555.46330538958,2712.37207961841,2867.90996688648,3010.93426999212,3169.359428792,3273.16404823391,3398.25747377537,3534.22074046739,3622.6100318148,3697.25975872672,3688.52455144414,3568.42617667981,3437.60284920198,3324.95486381884,3225.52542425045,2985.72399521102,2730.82216468586,2504.09789382164,2309.65952293038,2185.8069025658,2109.67926443671,2104.82369174882,2168.97705956663,2299.37421121924,2446.22332046754,2612.96769159605,2777.52088847219,2928.81060181145,3094.8137201383,3205.57062929837,3337.0353259869,3478.84245648299,3572.59544266401,3652.16200898269,3647.93293827279,3531.95128996604,3404.8700192001
"N099679",4797.05181320809,4384.2253263597,4056.45567111689,3834.01218243798,3714.90081376287,3668.98779367497,3751.33481999795,3936.78447668306,4118.22684483793,4409.63802572692,4808.65242720961,5229.10200431587,5598.90451908713,5929.59292056254,6181.00170914114,6404.78357243816,6506.36377028271,6601.14733724023,6613.63893516811,6490.29759984475,6279.16007156368,6007.25403676319,5829.86781030157,5511.06604159141,5082.38394616733,4694.18398715067,4368.25631295845,4136.16710424024,4002.0845787607,3939.18760166443,4004.23744924502,4173.07057694852,4339.02746596218,4616.07197960268,5002.02405652036,5410.77869356452,5770.08262783697,6091.1990835688,6333.81038958912,6549.3779294671,6643.30342345569,6730.76406153794,6736.35292220497,6606.40647708457,6388.76759966902,6110.43779309994,5926.72845939773,5602.01971560043
"N099680",100130.781422015,92079.8713089474,85857.3851958126,80883.0887929034,77882.6846964465,76058.0840398935,76307.1469084433,79001.7692029066,82412.8775272062,87691.5623895916,93928.1562019084,100509.646069202,106736.410840185,111962.702896477,116215.155416007,119360.796549242,121343.006477425,122333.659813801,122699.035607603,121789.555531673,119576.795361718,115647.934118916,112118.966207925,108344.513109312,100758.100719499,92728.0872928785,86435.7450899124,81294.1238035188,78222.0023216608,76363.8823921229,76517.0881902059,79127.7825535403,82422.5797704916,87648.5323302118,94025.5363323708,100743.649675401,106946.442363883,112122.398454402,116491.838970812,119732.33167884,121781.117881579,122922.745399984,123357.405531269,122417.910679032,120371.312135133,116650.103526521,113271.86483694,109608.258904196
"N099681",91815.1029056384,84658.0501271215,78907.9074870551,74245.8887756834,71371.7992524758,69556.70548392,69514.6012236806,71601.4553290873,74434.4672180414,78933.1642814818,84329.8144930282,90130.9979898516,95580.9094740544,100214.01190864,104207.557600819,107172.083696148,109140.080529018,110219.806833315,110677.408533618,109953.770638419,108152.331018788,104878.913386382,101812.921576596,98821.9330605416,92415.5653821039,85284.611935753,79525.4219959981,74840.8154003718,71940.4180762547,70102.0154103002,70040.9765401189,72115.8447423241,74946.0510554775,79448.5412209676,84856.7583564466,90675.8261900814,96147.9129298005,100804.47189301,104820.024671639,107804.229126366,109788.100676673,110879.2496779,111343.78242486,110623.272671499,108820.006982241,105539.514001392,102459.984235977,99452.8582400248
"N099682",5242.49027273522,5036.88949710619,4663.18940597953,4266.63483043683,4027.6526632173,3848.42353802813,3690.82426541683,3559.3450633834,3529.40045564222,3528.90515433304,3547.02773393867,3749.11412912195,4021.22921795442,4287.29080822877,4548.51027661568,4817.24013335232,4972.81648065464,5119.44697606079,5228.19129462292,5361.28802610631,5402.91523785608,5363.30459233388,5238.68649708296,5000.01183262547,4965.3479148065,4771.36002908726,4408.78768652394,4022.89489741896,3794.12658682052,3624.68291659904,3476.4589447468,3353.96203093717,3332.62253078857,3340.37152550877,3366.39278837851,3576.04535439222,3855.40891833253,4128.41520870735,4396.28832320973,4671.39286695907,4833.07763232013,4985.5606068936,5099.91243409403,5238.38146413331,5285.15657515919,5250.47877934186,5130.5875550473,4896.44268510445
"N099683",51925.7046480931,50012.926505858,47186.9141283219,44109.4168940455,41948.1550494532,40286.447861279,39292.8363123379,38872.8548795263,39141.8200503438,39972.2540846049,41091.0201223667,43177.1743125625,45195.9737254572,46883.6695553064,48415.8513240741,49811.1734226114,51215.5906612399,52252.7828294118,52967.3799477247,53558.5417778841,53927.0406480097,53940.0355314352,53050.5579584911,51937.2134884196,50984.2283302716,49128.3283477128,46355.8663531605,43328.6956145329,41214.6932635842,39597.4298982771,38645.6470685552,38265.0836612198,38571.2408596495,39436.8255095605,40588.8638163248,42706.5417224952,44755.2990805063,46471.468117889,48030.6914398669,49451.6891564612,50880.4797867452,51940.8163216226,52677.3644770285,53289.3217184364,53677.5136447629,53709.140707014,52837.261936956,51740.4602826087
"N099684",2729.11997680523,2719.95187302617,2708.97913068949,2689.4477622266,2644.46708536065,2590.92656631337,2543.21323878013,2514.72652965115,2524.29500093818,2539.66252533573,2481.86684614281,2565.08074641125,2615.78708479247,2656.11370311412,2677.76811881904,2690.49542634329,2699.40154455653,2704.89544991489,2697.71453052871,2694.1749562607,2703.93578172768,2703.2801267165,2696.39922469326,2675.47573995225,2667.79626731761,2661.04046647302,2652.39391323028,2635.11157507483,2592.31989401586,2540.89378732199,2495.20965871902,2468.65856803804,2480.05714761665,2497.18426539845,2441.15044745933,2525.93387106559,2578.18764941577,2620.01857944829,2643.14234326036,2657.29537353396,2667.58002408397,2674.40634580746,2668.52134437446,2666.227191285,2677.17647611963,2677.67627908536,2671.91458993556,2652.08185941892
"N099685",21276.8834525832,19453.3212330399,18276.9904922804,17644.2392782238,17321.6555005747,17314.0666686471,17699.6561763926,18675.7607839583,20092.3947390195,21722.0333296113,23122.5881977324,24182.557879731,25098.6454165855,25732.8578467954,26396.8158751419,26827.9500666037,27183.3762748872,27456.5807633969,27401.0956536055,26727.0247565843,25893.578692578,25423.1228167941,24829.7257637688,23232.5507432095,21259.3935870932,19440.7924990092,18267.7680512165,17637.2751886806,17316.3041422611,17309.8781343652,17696.2943808217,18672.9701227181,20090.0303527281,21720.0182570109,23120.8913997883,24181.1486802532,25097.4781497393,25731.8934056111,26396.0137301365,26827.2894935209,27182.8324663891,27456.1256573237,27400.7191017891,26726.7213776639,25893.337309448,25422.931971638,24829.5658934361,23232.4254368799
"N099686",890.778747953705,778.379222693562,746.265842578437,745.289655186044,735.71765593726,731.927410815702,732.282247277223,802.678830908119,989.83195437457,1112.4598265896,1217.65502512146,1311.23306780579,1355.97986738256,1389.3837830912,1405.83724984055,1426.23151841836,1440.26780944754,1425.44684866079,1436.41812031949,1433.11856011458,1428.31200495237,1382.12169403483,1283.11812180324,1088.1911843185,878.67730803003,790.638647944674,769.036959753192,767.481323059263,762.333682567218,759.163850990407,761.646158968219,808.026283289099,938.633743037599,1071.81876841736,1215.1725203408,1336.68219002218,1401.6256074574,1449.45403897904,1473.65255161747,1499.98309313551,1517.80485144428,1515.85223217837,1525.30657073115,1514.15430756486,1509.7214687731,1450.79941283961,1323.3072004359,1105.80851480649
"N099687",2203.47505438432,2234.06492128479,2187.63114468737,2130.35388274814,2115.66955034578,2083.72016479954,2059.13598722097,2080.92988833049,2106.78167673457,2089.21424941965,2074.7706553819,2107.48795961259,2162.60380969366,2219.09058616278,2221.75232487458,2280.91454809413,2326.64328167368,2429.12748015302,2497.58458078455,2524.08273895495,2519.30246935133,2521.60754791189,2493.83963848496,2513.22939222397,2468.42303916858,2463.90611091366,2388.38587539934,2306.00305099159,2268.65710736228,2217.3144909889,2175.71228868368,2181.80884050765,2193.91825177843,2165.21766912587,2141.02551938006,2164.35699222519,2210.87234077426,2259.84242736464,2256.98628174265,2310.26500358421,2351.12470320501,2448.28168268166,2512.74414937987,2536.56208735879,2530.0449138051,2530.70309228494,2502.0766486859,2519.81960965626
"N099688",2388.06626963038,2335.28280022534,2202.59301232802,1996.07641147658,1802.42619798624,1652.23494165256,1549.89560429484,1486.44222384591,1485.87899154454,1570.23871909117,1555.62706822047,1729.25097090763,1891.50113558933,1960.77305472647,2051.79206662841,2136.28935414082,2124.2631777131,2191.550555737,2205.47962188234,2204.53882360297,2207.81823316734,2221.83213904947,2139.13857123724,2069.40667756124,1983.04110592596,1956.65314569932,1848.63970490213,1665.19168110874,1493.1061395341,1363.07356711728,1279.57877879928,1233.74176573124,1249.64688394924,1349.40206221541,1349.18414179898,1536.26349311582,1711.09401070605,1792.12842065002,1894.14423894119,1988.9227768223,1986.50920393496,2062.78273544918,2085.11336942906,2092.02710853435,2102.64947548822,2123.52808110993,2047.2525966553,1983.52016280858
"N099689",102699.080373893,95948.8842279489,91020.3811114957,87748.2141593073,85191.0047929878,84560.3142437871,86082.0247751382,88999.4852172053,92386.775485614,97644.5393950743,102861.315110917,109114.125527422,114424.898944639,119027.026900184,122898.752312722,125528.319400737,127493.473999563,128643.019019146,128832.415971238,127079.768927063,122822.248189541,119163.843296963,116396.529758499,110292.558645805,103792.591733793,97241.5043107194,92387.2240022076,89128.9915631307,86558.5414869652,85902.4572509183,87397.0982059238,90291.7541861596,93661.9042404757,98906.8126871493,104117.461401703,110367.840559124,115680.743526857,120285.57836066,124159.035883775,126788.508313318,128750.136047219,129893.174486895,130072.97620283,128307.276936875,124030.865054016,120345.167260033,117547.750677956,111414.494534569
"N099690",2308.80860567928,2152.66112842924,2063.39406707561,1958.50631944984,1828.50657156427,1697.5295233991,1669.42373878889,1646.37989154142,1654.35625135413,1656.13599383639,1640.39995462947,1672.97680559682,1803.76100086773,1975.76922048113,2106.04760429624,2191.23133367982,2270.41460040401,2334.02874499017,2377.48726841036,2381.93843002132,2360.66389967576,2298.01370410993,2211.50380222198,2193.49219496669,2186.20557892206,2035.19184300421,1950.83778550064,1850.65763585641,1725.16678920215,1598.5054646303,1574.52986687799,1555.44808545959,1567.22561382739,1572.65508189127,1560.4227882871,1596.36155033469,1730.3761917332,1905.49819019554,2038.78235920204,2126.86415391349,2208.8377023025,2275.13807859527,2321.18143910455,2328.11814697464,2309.23006162463,2248.86868104365,2164.54985729313,2148.63318907773
"N099691",2761.03779644148,2682.53276976384,2730.96317916286,2568.96001310265,2379.06954713502,2204.1738529553,2063.31060593533,2015.80874313183,2028.49076744129,2075.19303593335,1936.44878850471,2015.27483815758,2140.66477569692,2219.71311960833,2290.2506112711,2394.7092044071,2504.35008284068,2552.32064001654,2575.5925591067,2570.63873195213,2571.83895852703,2606.85726356352,2586.31658023903,2511.26795612889,2464.99267581844,2415.38762285394,2489.9307724115,2351.54316195889,2182.97325981471,2027.31840550317,1903.81851428693,1871.98874308052,1898.83050030661,1958.33597787033,1831.17464156391,1920.44741158221,2055.29561751362,2142.91691494333,2221.21875598047,2332.70917449161,2448.72568299522,2502.47956600686,2530.98837267015,2530.77303726305,2536.25616447898,2575.14659286113,2558.11269086101,2486.23067983169
"N099692",3219.41310984178,2884.07713022454,2655.87160823669,2500.61126058665,2387.79226157771,2339.56110087958,2374.62108230257,2444.40957159129,2509.74227341301,2721.41782389542,3040.82734478968,3392.90436188379,3685.87875290007,3818.01941871956,3874.66423481528,3955.66704877567,3898.29222913895,3917.59655086466,3919.72617478189,3893.49905360535,3849.66203399989,3811.4597981275,3771.76840281469,3537.91633466547,3219.41310984178,2884.07713022454,2655.87160823669,2500.61126058665,2387.79226157771,2339.56110087958,2374.62108230257,2444.40957159129,2509.74227341301,2721.41782389542,3040.82734478968,3392.90436188379,3685.87875290007,3818.01941871956,3874.66423481528,3955.66704877567,3898.29222913895,3917.59655086466,3919.72617478189,3893.49905360535,3849.66203399989,3811.4597981275,3771.76840281469,3537.91633466547
"N099693",3629.30593382376,3377.46916534867,3188.72511524143,3064.89718609218,2981.54216364303,2939.32513698846,2971.406029918,3049.65195851804,3146.01086241099,3333.09440028225,3566.80172144392,3827.97436470773,4019.37957434241,4216.0422935633,4368.91866898674,4468.05983948746,4508.56449050166,4515.74704313459,4466.71170050462,4373.99724717408,4226.99928833083,4082.55384407662,3993.60812392604,3785.18045499187,3519.49354423283,3287.90970121937,3110.50967137178,2994.02889058595,2916.153030142,2878.46961683965,2914.538703087,2996.42066150877,3096.15772927775,3286.39120884047,3523.0618114731,3787.03477630699,3981.11079551352,4180.30249096887,4335.58495519757,4437.01503018162,4479.6948383282,4488.9355399519,4441.85000694197,4350.97617971866,4205.71454220158,4062.89132271702,3975.45001279091,3768.45546754105
"N099694",495.916470402255,456.965585978434,426.608209698995,338.886194266159,254.196099600587,227.593064137793,225.402594205669,227.801061541422,226.113704807506,238.471208201821,287.162254321988,357.063850279699,434.856468228753,491.737516666452,544.201231003221,571.017395874244,560.060192069353,579.236127242825,578.855942308689,596.125939918071,622.34101223962,629.469795168138,570.239087204663,518.222777184227,494.880987745448,457.166607860843,428.142408053639,345.397485751265,259.229132593872,229.273824312881,225.799677860108,226.608889205473,224.591666441779,237.664149461162,291.726697669759,360.196876192953,435.916172638294,492.586208836087,544.990663689283,570.739694940741,564.088914635466,584.049384497864,582.057909682665,591.780075900041,614.949582006836,616.692024932271,559.498729372763,513.840497071652
"N099695",36396.5940544404,33496.5548187649,31799.0863029441,30601.8007802102,29740.9678886831,29338.3710538035,29404.0281857641,30109.4703890663,30835.9960692094,32985.1466055291,35737.9147602748,39171.8221861478,41824.0713089506,44247.5449505648,46297.179010228,47751.5352938892,48561.917447266,48544.3909570293,48049.2068997546,46873.0057157436,45031.3039193197,43408.8352984836,42633.5721285413,40221.2137233491,36396.5682178665,33496.5289588313,31799.0627360275,30601.7775386079,29740.9446977318,29338.3479850118,29404.0050688967,30109.4460118095,30835.9693881868,32985.1207928949,35737.8913394006,39171.7995401569,41824.0470199035,44247.5188643633,46297.1541643969,47751.5115269029,48561.8960955903,48544.3752288566,48049.1962032948,46872.997202099,45031.2934279989,43408.8218673678,42633.5553159617,40221.1973103863
"N099696",35491.8847605233,32659.0181785587,31033.3619080798,29871.8160870812,29009.4632821815,28647.9330462682,28761.3596919494,29439.6705029256,30212.2451232558,32331.9886590871,35073.0174639695,38442.5699626845,41010.0318836145,43213.3295626383,44965.1651712849,45999.3216250306,46546.5516414274,46473.686120793,46020.2280208602,45194.9335530326,43800.5271721476,42409.1158253053,41686.5686257781,39310.2432170371,35491.3991070605,32658.5414567627,31032.926643931,29871.3773398512,29009.0231218161,28647.4915833758,28760.9151186928,29439.1844088967,30211.7004112653,32331.467449844,35072.5466006474,38442.1076311755,41009.5158540924,43212.7700783456,44964.6495966912,45998.8462537416,46546.1675176213,46473.4530482241,46020.1150087516,45194.8657718888,43800.3939811846,42408.8701888427,41686.238678152,39309.92553467
"N099697",1025.00595571441,987.128762211261,976.484913974258,985.021781593958,994.971420694716,1012.78905687096,1037.36713856033,1061.29412014016,1119.18547701294,1187.92196370504,1234.1897319011,1304.0688755486,1359.05070717298,1382.9477794462,1415.75079430158,1479.63892930572,1580.46066621904,1704.00280534733,1726.24694553708,1645.27503371662,1449.43656928568,1357.23616502106,1279.07948481569,1180.68167936946,1100.20150441401,1050.36871406794,1034.09455426693,1034.22611791643,1037.42254263706,1050.26595397912,1071.30378447989,1092.22588645367,1151.42630591708,1216.89166195152,1262.30604362563,1316.11869518479,1377.93067304321,1396.7912941388,1433.32310231693,1494.82694916463,1584.7642194462,1706.99965824291,1731.51640035581,1656.66784425374,1464.5892748271,1362.62438343491,1287.85167280219,1195.07298300667
"N099698",6238.41794627091,5985.83708553561,5531.57668809412,4890.24152240629,4192.8181133791,3776.3459351231,3484.69870980583,3319.42031014773,3284.75512620164,3374.55491300398,3582.30806255146,3857.35567582999,4149.11246919563,4550.18395608014,5031.2661478318,5509.79167667095,5807.01022502429,6048.96225005894,6251.84734328734,6381.20261202602,6430.59109058243,6405.61244736452,6297.79916053881,6148.64766475234,6171.06609528423,5923.68467443416,5473.68952657282,4836.6739784286,4144.15206177941,3731.31766498323,3443.48026998769,3281.42404344767,3249.95058517383,3342.74315349566,3553.27968022319,3830.80852135714,4124.34217560375,4527.01324018985,5009.84788024344,5489.86618108855,5788.57222096164,6031.67061452735,6236.11274069724,6366.86732129789,6417.84512908467,6394.19290132553,6287.32255206003,6138.97185627879
"N099699",22608.5845614393,21618.331995103,20304.2251902551,18898.7856793008,17524.311751314,16544.4463966528,16018.6425645463,15790.7346425663,15831.7903526934,16108.5333172314,16847.7277096922,17552.0366924942,18286.6323271354,19351.3530952939,20404.3891421915,21294.5776869907,21819.8498892559,22492.5070039019,23043.4091204556,23383.9919476545,23575.7767535446,23435.8663007249,22979.9997726826,22443.7351547095,22350.5517265476,21342.7648735178,20073.8117467133,18682.8519374343,17300.086086693,16356.4679785719,15841.9023425724,15582.1720330928,15610.1536161828,15876.3779098873,16595.7607944055,17330.7399553443,18122.9025192316,19188.3608129126,20244.8372300275,21201.9186226005,21763.4372593589,22447.1406457502,23025.9641393125,23360.0444318365,23515.4491075693,23334.4206119589,22895.4454569713,22394.3811431341
"N099700",34908.9564937369,32353.6471964405,30290.0249463204,28778.559725178,27610.4868929151,26845.2780637679,26484.8977520768,26819.0734741541,27542.184415135,28530.4182645701,30228.7895495887,31912.0165242332,33908.5726402145,35838.2105384588,37433.1523517472,38990.9466935424,40063.4902077398,40755.4437100403,41113.0500296902,40897.8186712048,40132.240073191,39139.1808023583,37813.4449630469,37007.8331426383,35030.2810619292,32641.5034363066,30611.7877474019,29140.1400984943,27991.8146495638,27206.5913729063,26869.1829759215,27202.861925005,27831.9248625126,28783.9744169605,30590.7185565223,32358.8964231782,34329.945372908,36206.3923370156,37788.1475785833,39308.2475767953,40303.0072255301,40981.9749046728,41389.6323481122,41203.1005034095,40469.2848942981,39430.6160172828,38071.429419855,37335.3905416037
"N099701",359.247934250715,330.357369676681,316.101445063736,300.666615352838,289.177314096514,285.360561628832,290.018414369411,301.160404781525,309.215848084501,330.744284902941,365.036399297218,395.247848851258,418.359512302538,441.049867398714,456.953123843706,466.710484696754,473.823738801403,469.095569546774,464.069530594469,449.43527303797,428.856416707407,420.952090280011,407.901016287388,386.288542643688,359.25050048957,330.360185932925,316.104447845819,300.669764458034,289.180574178157,285.363905689262,290.021828795668,301.163887075769,309.219406153635,330.747921008308,365.040131924392,395.251710796597,418.363531247508,441.054055923581,456.957493665353,466.715040969075,473.828478541957,469.100485775655,464.074602153599,449.440478575149,428.861723201698,420.957454673366,407.906420297308,386.293961566317
"N099702",2729.76399901049,2514.37292213597,2371.84055367823,2268.01350826731,2201.81751563531,2176.99277342641,2222.9464226844,2321.097022825,2434.91819391184,2642.05015247107,2838.1177865021,3044.84010183059,3219.16659451242,3343.98246858168,3356.80267118067,3367.01504403018,3357.03518872593,3313.31033370763,3297.95462604599,3267.47497453188,3242.43994007724,3170.21574014966,3020.79004711629,2847.59003512697,2675.77379439502,2468.95126154016,2333.58061873572,2235.72944952494,2174.36915244052,2153.290101543,2201.73533302292,2301.40000943185,2416.20389060569,2623.18499386848,2818.99385402959,3025.24030744776,3199.31310286559,3324.28551765511,3338.24592100696,3349.57333312052,3340.79560850722,3298.4637593724,3284.11716649305,3254.64787230733,3230.45184367216,3159.38254012251,3011.71337056966,2840.38015292677
"N099703",1663.53437037053,1547.82858233335,1472.53335114828,1383.13476814276,1327.75260541491,1271.43981977197,1251.09919102458,1238.69306618282,1243.53701829738,1268.0867426864,1386.60319987739,1454.02634042151,1505.05011294706,1550.34042085222,1626.83815402654,1646.08529387625,1655.61072700822,1684.58322648831,1712.45754890984,1719.89640341542,1720.52381527813,1699.58489560557,1656.63910557716,1640.00409641961,1603.71893964346,1494.72847309036,1424.92680745352,1340.06976964963,1288.4707070223,1235.34913011434,1217.72710059007,1207.67203795863,1214.57301819632,1240.9463906272,1361.10157575747,1430.04011294721,1482.4585930049,1529.03626640111,1606.72812823163,1627.09913228014,1637.66848910443,1667.61270888551,1696.40206530205,1704.70516198102,1706.14478297008,1685.96961773437,1643.73750343822,1627.76491397388
"N099704",381.370101295724,355.831010246884,320.158456361492,277.891920610743,237.477099184579,228.324833559737,223.24698624416,219.16066143532,216.813213062518,231.443808275241,255.172579157153,276.523158175858,299.418502579833,318.472151061994,333.267298523378,351.02897034109,365.698373763142,381.193695704519,403.082373521252,415.259341064313,424.334490225639,427.993874506769,419.218983115155,406.243897217296,381.370101295724,355.831010246884,320.158456361492,277.891920610743,237.477099184579,228.324833559737,223.24698624416,219.16066143532,216.813213062518,231.443808275241,255.172579157153,276.523158175858,299.418502579833,318.472151061994,333.267298523378,351.02897034109,365.698373763142,381.193695704519,403.082373521252,415.259341064313,424.334490225639,427.993874506769,419.218983115155,406.243897217296
"N099705",353.218734944375,323.21708376132,257.815752987264,185.362504151703,162.657808667159,151.418883421782,146.274580362109,143.085102184464,143.804844121668,148.67670332864,151.675033090322,157.550451625307,167.668205771691,180.901305786604,209.14688263004,260.607777333361,348.883977966252,446.69578380046,474.136549588345,465.914413937056,469.604391498989,463.638567829211,439.466086253307,402.004958616791,353.218734944375,323.21708376132,257.815752987264,185.362504151703,162.657808667159,151.418883421782,146.274580362109,143.085102184464,143.804844121668,148.67670332864,151.675033090322,157.550451625307,167.668205771691,180.901305786604,209.14688263004,260.607777333361,348.883977966252,446.69578380046,474.136549588345,465.914413937056,469.604391498989,463.638567829211,439.466086253307,402.004958616791
"N099706",23295.8043516824,21503.742544499,20305.2333821627,19332.2809344575,18690.1346990435,18405.7456747155,18357.4176991358,18690.3054969959,19265.547777715,20182.7649483097,21582.9950152473,23116.8954125458,24440.243211983,25646.9151319371,26639.5568781263,27324.229562934,27630.9476659357,27910.231041878,28040.9952246747,27838.0997395928,27220.9194914436,26220.7294296631,25745.8729793249,24664.8004886486,22963.0889879122,21181.8884751671,19996.2059441296,19152.1965861074,18568.6729800477,18249.6239134488,18260.6944377639,18566.4183546941,19070.1927323617,20145.3024584094,21587.9396417196,23170.0433585157,24715.6027377963,25812.7016803734,26639.8411718307,27309.4335740571,27648.1799233497,27839.2600880448,27780.6746624533,27506.8109729066,26990.2048726135,26083.1396414046,25598.1077903471,24425.0652460075
"N099707",568869.007672127,530491.035365394,498377.337613421,471295.033640087,451197.0511026,440716.626199075,440474.733502575,450580.146568732,466783.038813841,489490.831150319,518393.408597284,551190.018528577,583829.837553595,612716.343412256,636370.616643387,654204.189805618,665700.929574093,671721.173396531,673337.831657912,668640.323976538,655873.471545652,639396.123621932,622105.585473271,594907.976729933,558759.459212044,521868.677653148,491025.270483973,465057.944356404,446013.129022409,435651.008650324,434704.201164971,442959.288200966,456736.171834389,478773.309105457,507858.037510351,540171.728460052,571667.162085314,598998.241380259,621612.765170987,639127.513493403,650689.730163616,657891.534550388,660555.025802868,655712.904468482,643107.258902982,627429.262792577,611586.974828956,586133.777210956
"N099708",5467.09325894104,5208.88025906631,4999.90291182247,4819.30690267403,4676.13163054187,4613.26545307421,4574.66125422791,4600.23874731318,4637.93111929361,4688.80466282078,4761.20407844355,4978.39879848933,5181.88823193945,5342.80548896261,5484.41997085438,5536.76215443727,5644.0508857723,5711.50042743335,5788.29387145766,5823.07547913387,5838.26917294099,5796.04980936051,5706.43077470158,5633.92938159319,5552.03028109648,5288.14030111842,5073.87200837446,4888.34678816133,4740.58017580783,4673.43891142124,4630.8584323345,4652.73878995783,4686.99735904969,4734.68253410783,4804.12245036557,5018.57166139785,5219.52333984618,5378.09504309849,5517.53994364017,5567.87487105048,5673.30168275124,5739.02773420572,5814.22386394955,5847.52597524178,5861.3470626028,5817.85320876973,5727.04731881246,5653.43758266137
"N099709",1444.10915666294,1254.48603030135,1097.29660840554,931.436222419025,747.821636831809,667.004258638622,613.975415873223,586.014330708349,607.753474296695,658.031331207276,718.125694580349,783.014898874932,821.205096657,910.278344402987,962.35074797062,1029.65421836712,1122.72590204031,1298.88828391081,1421.7551098811,1447.09065128364,1519.56610246511,1525.96718988421,1522.57044114506,1466.00016357598,1444.1092836997,1254.48614092899,1097.29669610525,931.436286646789,747.821678560551,667.004290641049,613.975436198365,586.014340399888,607.753478116205,658.031331081929,718.125695449036,783.014903288803,821.205100559719,910.278342051152,962.350745322362,1029.65421489166,1122.72590494503,1298.88828880289,1421.75511288296,1447.09065364684,1519.56610642416,1525.9671928768,1522.57046308728,1466.00019673104
"N099710",10.0065032710541,14.9784637992081,33.4985241161331,88.6273076356227,220.908550789533,337.488909401544,544.486852246818,801.475869393785,1286.61271108673,1504.80904926458,1266.74243847296,1223.99325498659,1160.35283175725,950.101253160796,431.582479895991,224.715651350712,150.371385817132,107.079891435209,91.4478348972673,56.1476226396927,34.9000537864658,29.4493172086168,18.7849845964997,13.5582177024631,10.0065032710541,14.9784637992081,33.4985241161331,88.6273076356227,220.908550789533,337.488909401544,544.486852246818,801.475869393785,1286.61271108673,1504.80904926458,1266.74243847296,1223.99325498659,1160.35283175725,950.101253160796,431.582479895991,224.715651350712,150.371385817132,107.079891435209,91.4478348972673,56.1476226396927,34.9000537864658,29.4493172086168,18.7849845964997,13.5582177024631
"N099711",10.4067353817225,12.519912583354,28.3467434832394,60.2503192784761,159.612281367884,267.498534086266,432.319944159871,645.58103249272,1068.94110136451,1237.59780568732,996.250084759516,953.798992899976,878.773893483587,744.709529441084,414.139616700802,216.700028974503,144.454556574211,93.5487845278005,78.3223362912089,49.5550080381397,28.3026786251345,21.2175923844926,15.8163706687203,13.0000051368937,10.4067353817225,12.519912583354,28.3467434832394,60.2503192784761,159.612281367884,267.498534086266,432.319944159871,645.58103249272,1068.94110136451,1237.59780568732,996.250084759516,953.798992899976,878.773893483587,744.709529441084,414.139616700802,216.700028974503,144.454556574211,93.5487845278005,78.3223362912089,49.5550080381397,28.3026786251345,21.2175923844926,15.8163706687203,13.0000051368937
"N099712",21.820422485822,44.2805242597684,143.037155447225,246.772964788746,544.30888189345,659.927206725625,888.244047237226,1293.82147824152,2167.97498176653,2688.81526348807,2422.50258040482,2431.43343322088,2415.90588436612,2533.09665472967,2407.53598199394,1931.69063724543,1675.56207920842,1326.76840618738,994.702903140504,702.216806952068,370.151466095448,246.692092116246,177.884628415177,139.764772342789,96.1441634575699,96.6300617897025,184.455188103355,270.814451289732,532.160826093815,631.367128923704,864.378929341931,1232.61508440752,2073.68757296606,2531.44352643002,2305.37098689082,2303.54637306729,2302.71618796574,2463.50443184035,2392.65907117653,1995.5388416097,1753.26973712186,1400.44075461483,1067.62432862515,807.236273107021,467.632895281203,323.924883054946,245.880328475776,199.166917278783
"N099713",14.0632342137971,18.16542613903,32.0509573792615,72.7359977759488,154.098170980953,226.931290175384,356.101817382235,508.198370314599,779.413713276654,898.458744861728,802.732187707518,802.813967981412,774.135842919009,709.552254714487,503.612654436849,334.444276568059,278.467423824984,219.473608568229,165.63377140629,120.201796028355,69.5671308230027,35.6848476058629,21.4420927468429,17.0031916037813,14.0632342137971,18.16542613903,32.0509573792615,72.7359977759488,154.098170980953,226.931290175384,356.101817382235,508.198370314599,779.413713276654,898.458744861728,802.732187707518,802.813967981412,774.135842919009,709.552254714487,503.612654436849,334.444276568059,278.467423824984,219.473608568229,165.63377140629,120.201796028355,69.5671308230027,35.6848476058629,21.4420927468429,17.0031916037813
