"","f1","f2","f3","f4","f5","f6","f7","f8"
"N030572",1461.09253500492,1464.02027182984,1466.55266380039,1468.68060954831,1470.50144584146,1472.06232667743,1473.39863137826,1474.54633921965
"N030573",1782.59142455101,1794.30237574325,1805.87208872535,1817.57981186776,1829.16970468958,1840.87629917667,1852.48473550864,1864.19199093506
"N030574",1039.29883848964,1040.02138706747,1039.58022925352,1038.2922901574,1038.61612022051,1038.20916702998,1037.23563669676,1037.30873131634
"N030575",3927.39224850744,4025.64897910602,4119.12355721059,4214.23530286799,4305.99683239871,4413.44437776978,4510.49147998944,4621.29020097369
"N030576",4208.33187511624,4131.43885141444,4180.73118017745,4077.85377211394,4208.33187511624,4131.43885141444,4180.73118017745,4077.85377211394
"N030577",898.686236205435,644.36142894171,621.668039378712,668.059797253317,898.686236205435,644.36142894171,621.668039378712,668.059797253317
"N030578",2266.82958134894,2266.88022123248,2266.93970195955,2266.99295505592,2267.05127828119,2267.10620389066,2267.16408140455,2267.22015255135
"N030579",9300.31631700355,9315.8086644493,9323.93849397181,9333.18189542076,9353.48608036777,9367.81188716316,9337.66142648871,9355.05823322014
"N030580",11126.643632707,10970.0420261965,10918.1221927516,10926.8522083151,10915.7036908116,10920.2432218281,10926.3425631374,10934.9741952162
"N030581",4570.23471686859,4399.47215729454,4597.43277116685,4657.20585036428,4570.23471686858,4399.47215729453,4597.43277116683,4657.20585036431
"N030582",3293.06100192021,3531.45901524787,3624.55082725893,3143.29445925494,3293.07502326056,3531.46951028707,3624.57557117405,3143.3067998759
"N030583",2931.77591461426,3016.20130387641,3100.52990025635,3184.97052961702,3269.30190105158,3353.75909091372,3438.09297275399,3522.56817380962
"N030584",11278.9169091771,11278.9964611637,11279.0807136607,11279.1671804086,11279.2575572847,11279.3510197554,11279.4482743457,11279.5491101222
"N030585",652.968615990132,652.964067382885,652.94663734005,652.941474459903,652.925315426129,652.919668526927,652.904637206146,652.898616345776
"N030586",1013.64446910213,1013.54710191737,1013.4391249708,1013.34198274507,1013.2341987783,1013.13728114925,1013.02968970612,1012.93299631237
"N030587",4111.51408704925,2727.49531459058,2774.74100741374,2872.05469330106,4111.51408704925,2727.49531459058,2774.74100741374,2872.05469330106
"N030588",1146.99611706151,1147.08177521643,1147.15071225511,1147.235627934,1147.30584124567,1147.39014016714,1147.46151404252,1147.5453070289
"N030589",2629.4,2629.4,2629.4,2629.4,2629.4,2629.4,2629.4,2629.4
"N030590",3023.48245841135,2959.66558901496,2925.55325651334,2956.8671892741,2971.42233529191,3036.47082252423,3078.30577882547,3070.32188312527
"N030591",2515.0005231844,2515.00050942342,2515.00065665866,2515.00067857362,2515.00080288489,2515.000848579,2515.00095964341,2515.00102164366
"N030592",2847.44678507248,2777.93923314671,2729.73232163551,2729.73606901622,2729.7399581025,2729.74407283427,2729.74826208883,2729.75249737792
"N030593",1695.55140011694,1719.95387194764,1746.48611146831,1773.19318139589,1800.3339923142,1827.76978145603,1855.58850019332,1883.75053797832
"N030594",1987.23504352741,1964.43972595085,1929.336483123,1902.98112117334,1875.72694149015,1870.09999605904,1833.00032150285,1797.9385962397
"N030595",2177.72443005512,2179.09450587285,2179.77947934078,2180.47683073144,2181.16826373913,2181.86511463997,2182.5604346454,2183.25855992758
"N030596",6808.31440984313,6808.31440984313,6808.31440984313,6808.31440984313,6808.31440984313,6808.31440984313,6808.31440984313,6808.31440984313
"N030597",3443.75973444266,3443.75992401298,3443.76116057824,3443.76179058236,3443.76287416893,3443.76373655868,3443.76481237054,3443.76582705522
"N030598",4702.80219519509,3453.82138822036,3301.72702746391,3685.63312553058,4702.80219519509,3453.82138822036,3301.72702746391,3685.63312553058
"N030599",3063.08890252897,3063.2203404564,3063.25529071508,3063.28619650849,3063.66156833029,3063.67002639484,3063.64095764084,3063.8412252676
"N030600",1672.83024039489,1691.33682039111,1710.16919986784,1728.67303081077,1747.52260205121,1766.02325935639,1784.89082282624,1803.38784930407
"N030601",6094.3525576318,6094.41964350918,6094.53268549323,6094.6053892728,6094.7142517412,6094.79146282384,6094.89713398655,6094.97798009238
"N030602",9475.19471530559,9576.83201587832,9022.21542712161,8920.59668340724,9046.67301833255,9111.6282745054,8787.46532559761,8517.44365353805
"N030603",1004.33962950756,1056.55945764251,1151.50269870416,1068.08046889284,1000.61193107482,1052.81927138817,1147.67970433719,1064.9690743924
"N030604",4570.20922229558,4669.52473439977,4398.86828681495,4595.23532904367,4668.28335036641,4761.28319513618,4469.96745127705,4642.0958800765
"N030605",1775.33066128669,1775.61386828945,1775.97997914053,1776.28663576544,1776.64572669358,1776.96940960201,1777.32674752409,1777.6635421156
"N030606",3201.40373868719,3383.90599717182,3256.31880482901,3340.9052420392,3338.88089186924,3336.86852067331,3334.9079966072,3332.9605438621
"N030607",11086.8212592395,11091.0195266965,11094.4176771056,11098.3983222946,11102.0757540757,11106.0186710527,11109.863246787,11113.8435789846
"N030608",1119.96888526966,1119.99962858321,1120.06014933033,1120.0932729447,1120.15188734001,1120.18707033614,1120.2440762179,1120.28104407223
"N030609",1937.4123119959,2000.96539662433,2072.20179366139,2145.6496724793,2221.60542410603,2302.37950022034,2383.97377738308,2469.12055661427
"N030610",1421.50348501463,1436.14668554018,1430.00440381354,1430.03675232503,1430.07202375514,1430.10587887097,1430.14056391648,1430.17491637557
"N030611",1526.99978048929,1487.30975665117,1461.78576233145,1433.53509677485,1425.1326934046,1399.28597577157,1389.48249141403,1365.63586823017
"N030612",5520.60893702379,5645.30209024573,5772.81166872761,5903.2012866378,6036.5359949882,6172.88231408804,6312.30826673061,6454.88341212969
"N030613",7512.52958686975,7512.52958729514,7512.52958754555,7512.5295874567,7512.52958706924,7512.5295872528,7512.5295872947,7512.5295873211
"N030614",6579.27515201031,6743.17067964859,6874.8606834866,6996.41974224913,7214.9356009252,7390.33774300424,7533.81341849521,7667.42529890839
"N030615",4454.7502769183,4418.78039814387,4464.16306398253,4509.50176094494,4554.93561696097,4600.30404908951,4645.77237747509,4691.14982414716
"N030616",2682.6744081301,2674.66757448442,2666.60023195262,2658.80333465933,2650.96388007561,2643.37222276097,2635.75347756327,2628.36236617426
"N030617",846.757224204392,843.894440709807,842.293957430495,839.587959118256,837.978825867171,835.415883609318,833.806414711834,831.37440286951
"N030618",6162.58566867173,5827.80021731574,6283.27224656211,5914.06314954434,6407.7057186429,6000.40979558613,6535.68559027364,6086.66964640741
"N030619",4095.18191974028,4143.82815773194,4241.30244831928,4296.44069219915,4399.77596019807,4449.33937748331,4560.01725109758,4602.38074818143
"N030620",5187.40148027728,5274.13313345438,5361.28453718063,5448.05456902316,5535.2098614148,5622.01765022471,5709.17920893638,5796.0243025161
"N030621",1062.69027386767,1097.97160592075,1144.20278553153,1143.68491069244,1143.06756723518,1142.5205220498,1141.94496906647,1141.39813990954
"N030622",1075.61707898176,1003.81032675868,1066.70934625201,994.037132540231,1051.41525434992,986.500781425981,1042.2146380313,975.833297899712
"N030623",7842.73191637126,7842.72965108436,7842.72966611787,7842.73025418096,7842.7307789167,7842.73146898953,7842.73206115092,7842.73264636954
"N030624",1771.87417902499,1885.60291667981,1833.64417174997,1899.31709258272,1799.00891325006,1913.56294132374,1860.47218600407,1926.70633909373
"N030625",4455.25338901457,4483.75643351868,4492.6061923696,4513.17297216435,4533.72604511425,4554.30407646017,4574.88479328466,4595.48125351549
"N030626",8286.08975725594,8331.26055434302,8415.50266053126,8439.21215196502,8505.54264737995,8531.63669053308,8590.43784470187,8616.28633616938
"N030627",1917.47000073082,1917.46417072092,1917.45871877728,1917.4529760702,1917.44745773439,1917.44176701146,1917.43620948594,1917.43054979566
"N030628",10128.5675942739,10154.6562289505,10138.9158945356,10173.0539687125,10184.0369096626,10200.0339265007,10226.7956416924,10243.705079997
"N030629",14955.5142592571,14771.9358748101,14634.1939558326,14541.5548971065,14510.4032241756,14467.7535604151,14423.3525247487,14338.4741434938
"N030630",1962.53451004149,2021.9764854223,2017.79510201445,2063.82918817292,1980.33807359916,2038.36899707571,2034.63381129305,2079.68190123968
"N030631",5076.56819626327,5135.2769677286,5193.68634385949,5253.51999951597,5312.83355077871,5373.2293293426,5433.66347626023,5495.20271886671
"N030632",4220.29102593511,4232.46763077817,4244.07722494165,4256.2742195416,4267.87211898589,4280.09044557235,4291.67578176288,4303.91643346825
"N030633",3077.79576538581,3167.07967221043,3246.22467653596,3362.34902310865,3154.66378689044,3245.30999176601,3323.06602571736,3443.12039183785
"N030634",2162.37027140785,2172.13014888034,2180.20486596728,2187.40706920673,2194.61114458038,2201.81602775716,2209.02280207417,2216.22948898136
"N030635",1809.18280474867,1896.13834006912,1837.42304533652,1922.68052018375,1832.61888884411,1925.85760117689,1860.78191114041,1952.81452738183
"N030636",1925.92758688256,2009.96319692198,2044.95553315931,2110.41335860204,2073.14191751059,2157.26780249276,2196.97882270643,2262.84774807167
"N030637",3188.54265970216,3215.34911458386,3250.75611587045,3288.43458399717,3324.97507878565,3359.22823049973,3391.67586516174,3423.31439398466
"N030638",7965.09839800816,7936.73268481546,7922.71184036323,7922.7118433211,7922.71184856501,7922.71185486916,7922.71186167264,7922.7118687188
"N030639",10437.9684403596,10447.5421936128,10525.541996415,10626.4105740103,10708.7173126864,10768.1418026261,10811.5564915377,10853.650647937
"N030640",7406.31986308397,7392.67280796141,7463.8102959045,7566.16790180573,7619.67086734348,7600.13885442084,7492.99964462441,7343.83532560843
"N030641",6030.87950115316,6077.41242828645,6083.39156983153,6083.3897721998,6083.38745231789,6083.38480779844,6083.38196247928,6083.37899396337
"N030642",834.8,834.8,834.8,834.8,834.8,834.8,834.8,834.8
"N030643",3481.62826129853,3512.77875753013,3544.92572041903,3577.20302874833,3609.46573330261,3641.75663168346,3674.1132984658,3706.49987570726
"N030644",10042.8558949061,10086.1372483201,10129.0866542396,10172.7232142448,10216.7016461993,10260.236177902,10304.2332903466,10348.4873148631
"N030645",15580.3926947364,15884.5369887024,16193.0439729503,16505.9458791281,16823.2746943306,17145.0621540127,17471.3397349539,17802.1386482756
"N030646",4650.86225519129,4790.88706065498,4935.12763194215,5083.7108942888,5236.76759430435,5394.43241502282,5556.84409441787,5724.14554748593
"N030647",3430.49477885462,3528.79803406632,3629.91823861279,3733.93611417042,3840.93469555233,3950.99939699298,4064.21808033217,4180.68112515287
"N030648",1338.8808060426,1357.47043155906,1382.06631514798,1411.76594961527,1430.65767097944,1449.85999085255,1468.62551334093,1487.83295642374
"N030649",9932.59209004069,10115.4352011367,10155.3574304059,10202.2164637785,10279.5678073864,10469.7806999823,10509.4844277531,10560.5729806878
"N030650",1997.54698881459,2008.09241726532,2013.72629776536,2017.41930647965,2019.84031160466,2021.4275778312,2022.46837382554,2023.15098785857
"N030651",9284,9284,9284,9284,9284,9284,9284,9284
"N030652",5690.89493617436,5690.89493618024,5690.89493617898,5690.89493618261,5690.89493618339,5690.89493618752,5690.89493618828,5690.89493618515
"N030653",5408.15581268796,5332.69095827305,5296.18128907662,5298.60348318038,5300.02765218032,5301.29663431643,5302.85422319896,5303.85958504345
"N030654",5617.15477627224,5617.15415884317,5617.15268101648,5617.15203498622,5617.15066340748,5617.1499980001,5617.14872104479,5617.14804387565
"N030655",1976.8311667019,1965.27774265262,1956.13193065707,1945.49776584175,1936.35968370697,1926.41883004118,1917.43351592895,1908.04670981585
"N030656",4071.09480180759,4090.72229755287,4110.30558501648,4129.93972380649,4149.53821438553,4169.14727409936,4188.77211444216,4208.35645321102
"N030657",1312.41985964356,1312.16153990964,1311.9883577173,1311.74326668465,1311.56350833852,1311.32910703921,1311.14490367704,1310.91924225726
"N030658",19056.522078791,19056.522078791,19056.522078791,19056.522078791,19056.522078791,19056.522078791,19056.522078791,19056.522078791
"N030659",7924.79072686572,8073.68946711567,7998.91586859355,8295.41832895031,8466.69946118448,8658.34352176067,8585.25150743582,8737.23517535249
"N030660",2285.7895605423,2340.83345793843,2397.20286258722,2454.92969391225,2514.04663998596,2574.58717603934,2636.58558341752,2700.07696899167
"N030661",850.838361167607,832.776723711001,814.715087871579,796.653451117077,778.591814384432,760.53017763078,742.468540897931,724.406904145102
"N030662",451.799999999631,451.799999999002,451.79999999886,451.799999998249,451.799999998096,451.799999997503,451.799999997339,451.799999996762
"N030663",12889.4730360741,12601.387083778,12575.8447345367,12880.7063212348,12817.3472883853,12713.819935592,12687.8188574588,12973.0117329032
"N030664",1691.29054452596,1677.06095708036,1656.06391336162,1656.10287492794,1656.14950949369,1656.19011113386,1656.23564337057,1656.2773366142
"N030665",247.347367206179,247.347367206179,247.347367206179,247.347367206179,247.347367206179,247.347367206179,247.347367206179,247.347367206179
"N030666",4955.36599950932,5106.04380653074,5264.95172837097,5425.73868797971,5591.57387068126,5762.65050257735,5939.13178259781,6121.2473081774
"N030667",977.450655572697,1011.74972648897,983.20034997994,1023.7612731545,1005.09720059449,1028.10023998217,1014.47045369425,1037.90129645229
"N030668",725.999999999974,725.999999999975,725.999999999961,725.999999999962,725.999999999962,725.999999999962,725.999999999962,725.999999999962
"N030669",3238.88086327163,3238.26986760622,3236.97410669616,3236.25821139773,3235.06463111763,3234.27769162844,3233.15786483937,3232.32353701195
"N030670",27564.0660885149,27690.1463941549,27816.2266965302,27942.3069993549,28068.3873021727,28194.4676050691,28320.5479080178,28446.6282110311
"N030671",3074.14187904758,3168.96279033716,3263.78371350013,3358.60462263647,3453.42553787231,3548.24645984321,3643.06737297172,3737.88829066916
"N030672",7392.49002264351,6894.44500240542,7419.22271052794,6463.97720275963,7523.69282402364,7009.12215191622,7501.14837234053,6549.8564213332
"N030673",4280.45348563156,4295.24530295149,4309.42649452985,4323.06781501365,4336.23475376842,4348.99478412109,4361.40062200415,4373.50125312462
"N030674",3633.22462918886,3667.93071967641,3692.06254618382,3716.32555889581,3740.74014258095,3765.30199188936,3790.01975895621,3814.89042485967
"N030675",7530.5407387916,7595.09284381284,7660.20457543278,7725.87076571723,7792.09338278065,7858.88274076146,7926.25069723224,7994.19561424084
"N030676",3818.715615758,4128.72875543237,4549.62419846898,5823.75429999936,4801.16487253441,5190.96395895669,5720.21159104124,7322.17103069347
"N030677",6748.26200207463,7462.24567841961,7579.15566734146,8251.50687168414,7027.36840013286,7767.74032235972,7886.48316870108,8582.66400831212
"N030678",2849.90410995219,2871.87584038206,2979.04591210263,4029.55985021972,2968.09270973309,2989.70662405408,3099.97173289448,4191.38617254874
"N030679",3790.82627624466,3787.56450794923,3785.55955290085,3784.49262527629,3787.56752465901,3790.12005274697,3791.12225821428,3793.53547059838
"N030680",2441.84046900637,2474.86443433839,2497.50625166857,2519.41705522194,2541.32784919954,2563.23864898063,2585.14945013023,2607.06025517552
"N030681",2718.55562607562,2705.67094208397,2672.38041829723,2662.89236795955,2674.70736867667,2699.36977882009,2718.92701064467,2732.02298704932
"N030682",17111.6081006459,17586.9339370252,18017.607139463,18407.8224256988,18761.3804570557,19081.7248565355,19371.9757493923,19634.9601528687
"N030683",3308.76147707029,4765.4917037068,4579.23297494967,4894.88725347646,3147.24522969834,4534.79838434443,4354.70105321007,4651.53956525172
"N030684",2664.92629143686,2557.75592490187,2616.9650830805,2622.94176130122,2606.48316201224,2581.30590209165,2636.8489424764,2671.89484481076
"N030685",6955.04749430972,7094.05484808739,7395.72735865045,9163.79636506284,7202.4107615567,7346.36205154493,7658.763848452,9489.71600882223
"N030686",8749.76540480273,8959.02591127442,9173.29099927517,9392.68058188911,9617.31701291546,9847.32600884028,10082.8358441808,10323.9782225776
"N030687",3654.78084345845,3691.4551639265,3709.21239450456,3716.52747561359,3719.54091914586,3720.78230550759,3721.29369391867,3721.50436008624
"N030688",4895.51315838924,4884.42949849274,5007.44632543273,5434.54539375843,5144.07548770255,5130.93319833955,5258.63417483093,5705.51367547253
"N030689",10184.6861822284,10071.8868967695,10332.1352346436,11093.0004058746,10184.6861822284,10071.8868967695,10332.1352346436,11093.0004058746
"N030690",6490.64882618485,6475.87373949523,6636.92389275957,7315.51182796822,6818.43179579255,6801.07567218123,6968.34363940065,7678.76831833383
"N030691",7668.96217249954,9077.28788713499,8452.69082132604,10723.0385983521,7887.56785328616,9334.2063850455,8690.2505882272,11022.300992233
"N030692",10944.5457097761,11497.5197487017,11588.6426558645,14028.715574115,11528.3982833834,12110.8714199105,12206.8554240945,14777.0968925571
"N030693",2271.51301794261,2356.90494226733,2444.01217495793,2880.72847147689,2339.28439448717,2426.65912464793,2515.79170991788,2964.44181019106
"N030694",1897.4875277563,1819.49441496755,1932.34195345705,2834.03568484908,1897.48752207819,1819.49441631616,1932.34195237107,2834.03568342878
"N030695",8095.07806667933,7822.96278109407,7968.78164714176,8421.99998205814,8095.07831262472,7822.96303358372,7968.78189435571,8422.00022326824
"N030696",3017.69765281642,2954.97320462336,3073.32924759339,4066.04247757615,3242.91349134728,3175.50781235467,3302.69696537379,4369.49804915417
"N030697",5155.07615440234,6125.72048017059,5589.42282773327,6978.24941848124,5155.0761621106,6125.72048790353,5589.42283550295,6978.24942628097
"N030698",2086.85694378984,2085.56811846193,2144.94960649039,2910.09679558999,2066.55762999904,2068.04680852299,2129.38732971011,2891.86442763909
"N030699",3653.33828450019,3834.6283931196,4084.30353162561,4363.7817897516,3893.7939010391,4087.01438513878,4353.12297143229,4650.99399155013
"N030700",1820.04256958204,1822.2162710016,1843.92017565909,2015.91623022844,1820.0425695822,1822.21627100176,1843.92017565926,2015.9162302286
"N030701",14038.403272383,14070.0260116476,14473.4713630187,15957.3188178907,14886.957551513,14920.4978691427,15348.340423854,16921.8732445545
"N030702",15333.7094687384,15886.4768343737,16264.6812585927,17508.9169189676,15333.7052572463,15886.487953692,16264.707183312,17508.9611922775
"N030703",5881.58724718301,5559.47106454713,5826.37031291749,9043.37319364778,5881.58724718477,5559.47106454893,5826.37031291931,9043.37319364962
"N030704",2084.05088751059,2088.05630405697,2136.5900059615,2372.09570609346,2230.64572063456,2234.93288335793,2286.88050858565,2538.95198406286
"N030705",3064.41504143277,3039.15997357263,3126.74611290297,4234.99960807729,3064.41504143277,3039.15997357263,3126.74611290297,4234.99960807729
"N030706",3821.67558416564,4182.56817131634,4154.27145752916,4684.93086232403,3821.67558422087,4182.56817139588,4154.27145763675,4684.93086248259
"N030707",15784.7839348667,16214.5175703287,17138.7160314089,21907.9751151765,17609.7086226003,18074.3709186175,19089.1115301177,24381.5082569033
"N030708",1925.30380817261,2035.43299290749,2146.39048266396,2316.7995796881,2042.12460837638,2158.93605328269,2276.62606068694,2457.3749931396
"N030709",1521.01864503467,1552.97989313551,1571.27610022764,1821.37478266705,1553.8267922802,1585.79704712368,1604.10249546227,1854.21058443471
"N030710",12083.3119846009,12433.006558053,12483.7081074112,14802.4826706613,12576.3839077841,12940.3461608792,12993.1177609884,15406.5022029341
"N030711",1596.56601336549,1605.17423124293,1613.71174603588,1622.3499712551,1630.92053228752,1639.59129191913,1648.19964531066,1656.89817222331
"N030712",1615.06908824668,1631.36691455962,1640.49894562188,1647.61455572187,1654.93206534753,1661.7926358008,1670.39189583889,1679.94897777109
"N030713",5207.4055688107,5320.3030894529,5428.44103148363,6254.83942537377,5440.01720288749,5555.33289325952,5665.62852625634,6525.17804131289
"N030714",4949.39968967904,4855.04471789173,4921.36146070238,5343.25420656373,4953.21371765484,4858.88537857825,4925.22883962548,5347.14841161143
"N030715",3508.57367895731,4045.32517526279,3876.79564461619,5696.48391459504,3540.64678690093,4083.49770025556,3911.38884591917,5745.71189687861
"N030716",1245.09048512778,1357.90439292208,1324.07478677276,1572.850284413,1245.13818509867,1357.95525747377,1324.12563942846,1572.90063634659
"N030717",4979.71032853841,5236.78663899522,5458.18416193667,6531.81415405348,5495.67683338821,5779.38977417148,6023.72707351342,7208.59967647123
"N030718",13611.3500298546,13713.5282711913,14407.9174137487,17272.6275622841,13978.6761871099,14081.1317811383,14791.5636557654,17729.5123384201
"N030719",2866.16,2866.16,2866.16,2866.16,2866.16,2866.16,2866.16,2866.16
"N030720",8393.25889008837,8393.25922207776,8393.25955671327,8393.25956256469,8393.2595801118,8393.2595751481,8393.25971403858,8393.25972078935
"N030721",1760.30482484094,1760.30706949887,1760.30846720183,1760.31008848605,1760.31165275464,1760.3132335561,1760.31481161391,1760.3163919819
"N030722",3446.22674170566,3495.39281216084,3562.62246515741,3611.22773156146,3679.50910571748,3727.49163158922,3796.90703733796,3844.19889447709
"N030723",11420.9918412074,9392.39399899652,8981.85561168808,9627.16190061659,8335.46538850198,8334.57579247469,9129.94111897929,8006.39815494245
"N030724",3136.60960463651,3334.95487223325,3401.05489020899,3499.43717260667,3520.63380002395,3505.29679533122,3507.46261031306,3503.16587890111
"N030725",3335.65435087861,3321.91468207595,3308.17501327284,3294.43534447232,3280.69567566886,3266.95600686603,3253.2163380633,3239.47666925942
"N030726",4163.91022638432,4518.10044553832,3762.49172448485,4764.24235274419,4176.51918784726,4522.27044453008,3781.76816880591,4774.0053946384
"N030727",3820.7,3820.7,3820.7,3820.7,3820.7,3820.7,3820.7,3820.7
"N030728",1391.59155275829,1415.88300894706,1437.16695616989,1462.1238936277,1483.58251202734,1509.26112147419,1530.87328659421,1557.33640828526
"N030729",1549.89345855357,1588.99043632908,1629.02691240812,1670.09866561539,1712.18439147174,1755.33454337536,1799.55939617066,1844.90836641406
"N030730",1369.70292532428,1403.47703670872,1437.79610119447,1473.07443429243,1509.111622054,1546.0658024204,1583.87892300347,1622.61054896574
"N030731",1329.24459566642,1359.94762202652,1387.78522428021,1419.86407207114,1448.90395680813,1482.42058255621,1512.7143235031,1547.73349235557
"N030732",1557.24063134132,1606.03126866003,1625.66923095577,1679.94054404285,1696.7389059819,1757.65815934462,1770.44986060744,1839.49150459359
"N030733",10200.2771803212,10480.2848226273,10687.8004140839,11006.0328817608,11206.1457150466,11506.4888197099,11732.7301751792,12060.3863779463
"N030734",7199.52138292138,7328.43829211845,7457.00889326734,7585.43942960864,7714.72776693121,7843.62433873784,7972.20605393875,8100.65788369521
"N030735",1521.01849763707,1532.81950799383,1540.06695933487,1548.97875236471,1557.89848622398,1566.80999205133,1575.73010863893,1584.64130017852
"N030736",5748.58338566615,5808.59141977226,5869.22851160798,5929.23935222804,5989.87365127822,6049.88727343666,6110.51880456563,6170.53518350921
"N030737",8014.82346811166,8121.91032781149,8123.56323814064,8123.50978120136,8123.55827956915,8123.50500624125,8123.55332480209,8123.50023443606
"N030738",1115.43899811436,1115.43901123296,1115.4389265477,1115.43894565067,1115.4389617001,1115.43896802795,1115.43890952433,1115.4389197451
"N030739",1939.34937594234,1982.30889563782,1936.5604740562,1992.39351555431,2021.50813392267,1976.51275652765,2024.34726846874,2052.51857250667
"N030740",2047.8093356638,2054.34829953221,2061.25466075986,2067.78301834067,2074.70158242324,2081.21864337534,2088.15013681965,2094.65516754246
"N030741",5795.60145713038,5856.70328713181,5918.31389323878,5979.41596528897,6041.02633138611,6102.12864525644,6163.73877157189,6224.84132703397
"N030742",9510.37741642986,9658.83163927665,9814.49069048671,9967.96334812947,10126.9851013352,10285.3135546643,10448.1148272594,10611.24489474
"N030743",4529.31425914838,4529.31425914909,4529.31425913961,4529.31425914386,4529.31425914456,4529.31425914258,4529.31425914785,4529.31425914801
"N030744",3232.53182985385,3199.09993878375,3183.927674891,3177.01372051538,3173.85712240564,3172.41472309338,3171.75536330966,3171.45389784975
"N030745",2756.84024862266,2719.86642799572,2788.10123583032,2782.75247040747,2753.00531019143,2708.89242596254,2768.93342060772,2773.74766976232
"N030746",8258.42011158595,8163.17159976207,7547.5429233161,8556.30613190315,8264.59630063177,8170.60523492531,7553.64968389228,8562.32399292824
"N030747",3595.64084916939,3555.614938392,3554.08269683476,3576.54849587573,3606.64699983312,3567.29893513811,3564.29280620961,3587.30745324252
"N030748",3642.35251087165,3633.38713468921,3624.44382610453,3615.52253079987,3606.62319459121,3597.74576342788,3588.89018339228,3580.05640069949
"N030749",4177.07025778708,4145.48835996543,4192.09890859964,4144.06305073662,4162.03908778061,4130.38094989767,4176.68405712411,4128.95883654441
"N030750",4102.92401496779,4227.71829760515,4336.06973174055,4378.63933644875,4420.34438970431,4448.08640083134,4481.20002395527,4536.09223560515
"N030751",10450.5374838143,10640.798183756,10831.0997423391,11021.4013349409,11211.7029824654,11402.0047231822,11592.3065573561,11782.6084861477
"N030752",3346.35729041516,3766.21430255675,3773.06552835279,3980.11554003543,3876.5116236094,3926.89250440473,3852.02321293151,3881.55869954156
"N030753",4180.90477044284,4403.60294151265,4502.23787474501,4500.1494521691,4456.41330863249,4431.11265568268,4451.24329770896,4485.45451393796
"N030754",2044.9252133749,1821.35723281231,1597.61063301567,1420.72807082708,1318.0499147573,1292.31104427614,1319.7403290706,1369.44171775924
"N030755",1796.43863475369,1660.71127769794,1604.62193344537,1603.96501475052,1624.12906715607,1645.33913034214,1644.93115602918,1644.52809084189
"N030756",5548.61237856238,5621.84436970855,5732.74241351864,5855.3688263037,5981.76481347082,6106.98804636283,6231.7204890692,6359.19433890907
"N030757",2907.85015215908,3361.88027220245,3710.21972383484,2501.36722535529,2923.28614909801,3377.91970682676,3724.34171163592,2515.94564700023
"N030758",3050.81331041046,3050.39097348293,3084.42409558725,3017.17144164085,3035.00349838862,3034.75474772588,3068.77423941393,3001.35719278308
"N030759",7047.60588888463,6767.27547960557,6582.20997177753,6587.83648513621,6661.57010646522,6700.44468730599,6700.50977130593,6726.19280438921
"N030760",2877.70978070592,2862.5119477257,2873.30212273632,2867.84504027379,2859.01929431842,2853.48097398553,2860.97564964659,2852.91758769113
"N030761",5274.67306191751,5782.84984591751,5782.80794896123,5782.76519704197,5755.63584958788,7477.8642757444,7477.83569551927,7477.80646803971
"N030762",6666.63055485931,6690.49642659141,6660.87014407135,6662.16714470017,6676.72905173899,6656.35081987914,6655.07149937635,6663.84695682408
"N030763",3433.45429394937,3433.42020364504,3433.45677978403,3433.77455099006,3433.80340350633,3433.83090355916,3433.85842632823,3433.88594520325
"N030764",5334.93643920767,5174.9239383761,5137.57563153517,5184.59663268765,5231.61963335569,5278.64346050111,5325.66762993671,5372.69194180638
"N030765",12642.5886625627,12908.2973794501,13174.43851092,13407.1371304956,13711.8534179799,14017.7288364488,14325.0633883682,14620.4199720579
"N030766",10451.1964895902,10670.238928484,10872.3253704965,11067.7642850999,11238.952897424,11430.2759664215,11657.5363331094,11904.5523887883
"N030767",1587.1023566937,1506.11491002908,1507.57412936338,1601.7162966115,1722.48891890948,1817.68564700183,1900.10375796448,2023.84997566847
"N030768",14478.2394026433,14608.5818223612,14698.3080381049,14776.5160787672,14867.7230000598,15010.731549867,15112.0235049999,15185.8312680765
"N030769",2119.99996170286,2119.91125606502,2119.91125150079,2119.91124771745,2119.9112375434,2119.94079773141,2119.94079618904,2119.94079472915
"N030770",2687.22214533636,2706.56594573832,2726.79298344974,2669.45876397875,2686.82597068563,2706.18018936376,2726.41576714734,2669.0933502519
"N030771",2530.16423554532,2499.04225862531,2499.92606328625,2516.59453949545,2508.44165159721,2505.05195478407,2498.68248858397,2496.42486503451
"N030772",12394.6597189446,12694.4909427222,12994.9492273842,13306.3185671775,13623.5550491446,13952.2491618005,14283.6692038566,14625.7397018376
"N030773",11336.8878491905,12988.5633054991,13521.9332386644,14037.7942766466,14565.9311677039,14631.34632897,14582.4437573931,14530.1671972519
"N030774",4025.06554661419,4005.97184600857,4023.89330449619,4011.83922981616,4027.42570037256,4007.40475694806,4025.19737952479,4015.15549625733
"N030775",3106.87289726364,3246.91526784522,3462.60079761589,2584.69540065484,3106.94702623322,3246.97671544152,3462.64072760193,2584.73390147112
"N030776",7390.41250693317,7500.81271914126,7611.21646466954,7721.61425547831,7832.01265339582,7942.41368983834,8052.81746668165,8163.22381223408
"N030777",5068.71074937021,5222.56348597971,5454.28181333235,6359.27547892777,5254.06269803321,5411.81139319966,5650.15197878203,6585.61305655317
