"","f1","f2","f3","f4","f5","f6"
"N000885",3104.13791302399,3538.44399008474,3919.58646267396,4291.26799984156,4668.69640821609,5052.17890573425
"N000886",1645.76232990381,1726.14450183455,1781.63473523514,1826.73664636295,1864.45941141025,1897.36843382027
"N000887",1169.91510521255,1198.28692690532,1229.05901360581,1252.23574719063,1270.53265025964,1286.82385087385
"N000888",3856.39460090975,3931.24975527403,4015.44324910863,4090.831511734,4161.36042119698,4227.37830035951
"N000889",8223.62014060901,8873.22995903193,9551.26176359304,10267.5388600469,11023.3236013217,11815.3207859359
"N000890",1701.15067939222,1738.3641510926,1769.76070543784,1797.89080928686,1824.49390305001,1849.36183573318
"N000891",1232.00645683059,1258.46520347065,1277.69159231325,1294.62870961554,1309.99139493696,1324.6123152011
"N000892",1237.51299284296,1282.79270319704,1333.84325382883,1389.75018921285,1449.92521322919,1514.22029982235
"N000893",7637.92765949256,7875.66577897188,8119.18345275373,8369.02644992645,8623.64784646298,8887.57046768334
"N000894",2776.22413310909,2829.72711488642,2880.87171004277,2930.17608081245,2979.33363892132,3028.62383675695
"N000895",4702.16058386035,4943.14569670893,5201.03726649497,5457.2142853524,5727.72604677954,6004.69839099096
"N000896",1603.34051113172,1617.20097619997,1627.91654129128,1636.62555557144,1644.55519255223,1651.5974150435
"N000897",9954.57888485539,13659.7339632083,16298.3615920606,16331.4438958264,16335.6531475939,16389.9016121887
"N000898",42379.4953581604,43621.617188551,44822.154290115,46194.9720762456,47405.2725163037,48712.4124524894
"N000899",1582.52205159059,2132.35420307847,2135.14565842514,2134.98776476386,2138.31085769639,2139.69991782937
"N000900",12293.8137947387,10830.0825149984,12719.6840983214,12816.6196124079,12942.1251010572,13028.3214492767
"N000901",1255.73709005078,1494.48591158548,1681.62587774961,1845.03180481134,1991.34144456777,2128.81499939868
"N000902",1677.696322811,1995.00033631691,2243.78134548786,2444.02210708642,2630.75448667634,2799.57346208221
"N000903",1247.72710303311,1509.58319972126,1707.84887631072,1876.9809268883,2019.80202780982,2157.4340539353
"N000904",9041.85310149701,9039.5085345319,9040.39952179584,9041.67207949065,9043.70164290164,9046.47865331735
"N000905",1466.27996119296,1770.84289326024,2004.54225057347,2201.55992238591,2375.13597572086,2532.06072301616
"N000906",2181.02800263522,3458.9830087659,4394.35523110851,4810.32600952778,5160.80774866704,5481.59446788936
"N000907",4305.7047763765,7956.17501852845,12218.5801944039,17301.2604961641,22967.5086151971,29370.0853000707
"N000908",3692.20525519551,4380.58480476726,4967.89898513356,5538.6051326534,6075.41996994102,6603.74340530477
"N000909",2708.69735099722,2807.21729616593,2908.07706525288,3010.92873030168,3108.46400749182,3207.05462580721
"N000910",8149.97674226292,8807.57051834505,12093.0108649509,13514.1617356691,13512.7854713433,13469.3130954649
"N000911",6613.90150089148,7820.81179410841,8739.63714171916,9515.13789944731,10170.1531969973,10785.7511673944
"N000912",8587.08089335207,8688.85202025255,8751.87650605348,8811.5315783594,8889.07474879315,8957.42792127977
"N000913",4840.15655937295,4899.41417702877,5381.19420720042,5706.75471186439,5712.99264822168,5713.41720460503
"N000914",4296.32410612262,4364.27823023732,4422.74557891822,4488.33693920693,4551.85738678773,4613.06152277318
"N000915",9243.06016128501,12592.7002283573,13947.0363004133,13611.0682816573,13621.1666535458,13720.568201541
"N000916",625.609071992267,824.286076529017,1023.21313651607,1177.00524686825,1305.64961261745,1418.51316781814
"N000917",1036.95498557842,1203.68226733246,1341.53756035699,1456.34053610616,1563.38361906258,1658.11864510185
"N000918",1853.44749717232,2261.72042044265,2582.60325192691,2856.2430414481,3104.21949460374,3345.64267570639
"N000919",1418.71249625702,1652.0629228357,1821.91205271505,1967.71723412648,2096.54562908224,2216.25262226564
"N000920",1535.4366853337,1757.95084295716,1926.36366147532,2071.21962402432,2198.84028896258,2314.21818937173
"N000921",11428.9849658776,11632.8479890851,12440.0657182327,12455.6686091236,12496.0097323182,12508.1570166391
"N000922",7369.7037399431,9294.56689782444,10813.9459822612,12113.2777681705,13274.2190249878,14394.3339327914
"N000923",2682.60570788794,3436.8600806674,4020.49520801204,4493.86719156651,4935.47748961897,5326.52959690573
"N000924",5979.27409902955,6830.1222258883,7521.10574941505,8121.06262623551,8617.06484027054,9078.38414776759
"N000925",6953.89671239239,8457.44580387205,9585.99225846854,10573.1619365876,11467.052447412,12197.5745789403
"N000926",802.145126672953,968.719092183137,1096.53579141378,1204.29025334591,1299.22384006099,1385.05036289564
"N000927",3997.2595682849,5019.02683028425,5766.72785473855,6409.90980377693,6947.96982163658,7445.27871326589
"N000928",10470.2036465812,12514.3181494289,14218.4115304962,15780.8254169839,17265.6128959403,18659.8232296804
"N000929",14571.7188697471,14572.6278198736,14577.1840526157,14576.9816909354,14577.2384539369,14577.9520856088
"N000930",4332.33355244708,5375.02887920324,6246.30182688375,7011.66190896669,7717.25989189057,8394.67213917069
"N000931",1592.59189046977,1869.60126885197,2088.45965484988,2278.58816700766,2443.9279197494,2591.44943662165
"N000932",10125.7817208781,10055.2674809995,15120.5656309987,16611.5311297241,16640.7853431516,16676.3397539619
"N000933",4627.28209398873,6886.00198186194,8171.20924661187,7849.14087814924,8161.42563121751,8429.92361575824
"N000934",1286.12208863802,1451.24442231757,1574.42549039234,1684.94749838789,1782.31934213186,1870.35021781789
"N000935",13398.9949013482,13398.9949013482,13424.4882484966,13424.4882484966,13424.4882484966,13424.4882484966
"N000936",1468.43173064406,1643.97070905065,1778.36155915218,1891.65828664129,1991.47470733296,2081.71564951372
"N000937",5026.70391876478,5663.15167413169,6156.12242383214,6568.32992392478,6947.40912734502,7291.03991003043
"N000938",6124.40081244272,9408.79138616099,9720.36670201496,9731.90969062738,9736.10957487648,9752.80153245624
"N000939",2379.34646977544,2778.11456035518,3081.64633556868,3341.79792904465,3570.99608395608,3778.20705487625
"N000940",3323.08811464079,4170.96226851767,4814.78995323585,4819.21954907608,4829.96222387691,4840.10395314576
"N000941",3768.52268264593,4880.69272486912,4677.57555266782,4439.39877680871,4221.60182079579,4029.10306165826
"N000942",16079.5599532657,18390.103645973,20340.4884536071,22065.6086289487,23693.4269094777,25229.2403453744
"N000943",8152.73804792397,13118.1153085005,14338.4399493894,14351.459632286,14346.1855093063,14338.3214145026
"N000944",3738.0665428468,4242.1272475054,4679.9681450126,5069.33643671619,5445.29114467747,5791.96403903974
"N000945",9344.18919679897,11038.7492470232,14517.9359623577,13792.6267431466,13780.0689566487,13791.5274544945
"N000946",9994.36459643131,16382.0159558611,17126.5581495765,16156.7986856927,16127.8924149103,16205.4108843949
"N000947",4364.99481828713,5984.19264782214,7555.78091452019,7564.80232359809,7558.71814739454,7551.71917428058
"N000948",4535.39220184527,5673.34996099666,6569.18293174917,7354.65648643033,8016.07722663405,8644.54994574656
"N000949",1617.60324391451,2042.68563198607,2371.38380749798,2672.70119564403,2931.70013165817,3174.145298497
"N000950",1948.01609766918,2531.1795984432,2959.79851849276,3321.7312612937,3641.3339119925,3922.40694425764
"N000951",2160.61539004004,2457.89492902383,2701.71343375149,2918.84895661287,3119.57966489209,3317.9598920062
"N000952",6666.81903730318,6884.60891252078,7105.1922596572,7297.75317842349,7472.64909288744,7633.66134299645
"N000953",2509.78145181723,2605.74866688162,2701.73266783166,2792.39655775151,2887.78030151361,2980.97796281664
"N000954",3442.69791137036,4049.28929878777,4522.65881789358,4914.37268403231,5262.04047116333,5573.29427720832
"N000955",8750.32319447079,9162.07445274957,9634.25202636872,10146.9705374,10701.1730979674,11290.850695378
"N000956",9330.33028805539,9648.24867479175,9947.95160489333,10210.9871543257,10487.781561031,10728.6749475898
"N000957",10654.9944384406,10966.1423972764,11341.9081193846,11676.2741256045,12064.9046562081,12426.8873691242
"N000958",2083.49444368293,2211.42882695234,2361.85924877871,2531.8288320868,2723.15391107226,2936.3340970277
"N000959",9724.57902240778,9931.20629476275,10168.4477938864,10332.3874734836,10570.2562142597,10717.9833722482
"N000960",2387.46261588527,2519.57177173755,2717.79393909228,2818.09789005114,2916.46017671271,3006.15944792619
"N000961",1512.37743085087,1608.63131429872,1682.97694028894,1743.93687792959,1800.19914233643,1849.40782495327
"N000962",2191.29333893726,2242.5397076136,2283.66880891892,2321.04690633711,2354.92324153879,2387.44569042118
"N000963",3035.77201364329,3203.1831892848,3377.34177000214,3504.58933614614,3609.73558614128,3701.39886525168
"N000964",1961.47434377431,2074.05819245587,2162.32984550539,2215.17996186002,2266.2916151244,2318.40658179224
"N000965",2758.9120878992,2830.08137659243,2907.92284531524,2979.15593664097,3058.31173158084,3132.47226369457
"N000966",3753.07846976985,3924.73008969308,4148.1977604241,4304.3183204593,4427.41151306878,4543.58798932169
"N000967",6477.3797344736,7509.12926616512,8299.70045906324,8997.39732085413,9606.91829772967,10195.3921520755
"N000968",1896.81514734177,2547.11282725701,2823.61469910637,2819.98928392042,2829.83918184068,2839.28914985819
"N000969",11389.7400243869,11729.3097893509,12129.282908962,12524.6421779801,12872.4494376866,13274.2791170496
"N000970",3778.23455898337,3887.9527724933,4079.53969130596,4238.42040724164,4385.76285923924,4523.02301975125
"N000971",5932.11582479548,5994.75008634615,6045.23021545672,6090.63803194812,6132.98296614279,6173.75915461077
"N000972",3300.62712769041,3334.01816704825,3363.77556173034,3390.29239101598,3416.0181135014,3439.3890432069
"N000973",2755.8855877194,2787.47668446587,2817.47329439754,2843.12788785191,2868.62842353746,2890.8854537974
"N000974",1527.20453282472,1847.95625483823,2104.15718312363,2312.96317594053,2494.62829039392,2661.82553555617
"N000975",2182.56133156618,2229.27157187201,2281.80985294747,2329.57963179809,2374.5709465337,2418.94560601164
"N000976",9285.06869549369,9448.34504571517,9621.02504840562,9779.58244856965,9927.96493087407,10072.354664164
"N000977",1008.58061379066,1013.89309146467,1018.22121944878,1021.93500347472,1025.28896519563,1028.14988120339
"N000978",9571.1329968779,9635.61353044362,9711.93039382866,9781.88314183322,9849.2034148216,9910.81090612042
"N000979",8271.15122930198,12530.4870310552,12398.261195329,12411.831047907,12410.2728033513,12433.4800292098
"N000980",2514.25140297984,3943.76750035863,4310.45901925081,4312.99808273355,4334.27207750764,4337.29001970011
"N000981",4342.0113597029,4390.25777006536,4454.30842397541,4531.20390971547,4619.24705324774,4719.57140995397
"N000982",3208.53047638554,3332.55088641228,3440.89584674036,3541.77324818246,3639.81002791612,3730.20225124225
"N000983",4235.53491048076,4402.19564650278,4359.50471788451,4361.14357146739,4359.79795038673,4361.77851839975
"N000984",9447.53264144911,10135.6394816078,10645.9107847719,11073.9336184207,11449.2614021795,11805.0015606944
"N000985",11656.7396169006,12642.45976058,13712.5632192742,14720.79824045,15732.7895563273,16750.2684529245
"N000986",9219.94397016028,10004.4182258582,10879.7443475559,11826.4014676705,12842.3390855832,13944.7692154161
"N000987",10731.9466674328,11077.544953044,11454.1407994266,11857.6759517536,12291.9090335137,12754.3596160693
"N000988",2315.81492313203,2352.12103513565,2389.16520211198,2432.6057995009,2472.81326025002,2512.56383076089
"N000989",5448.96671530064,5574.41008836726,5702.3645106086,5834.89335223647,5965.86974005856,6096.30077611787
"N000990",3528.34601938377,3570.4641950192,3611.32533574779,3650.92441190677,3695.20373175988,3741.2631392002
"N000991",1567.2108562324,1828.59601027398,2027.89985547732,2200.33249850608,2354.56089445866,2499.11833322041
"N000992",3906.52647496113,4076.93775849907,5941.84055021822,5944.68760958737,5949.64025416099,5945.9418925604
"N000993",6435.12600443892,7754.80279157581,8849.47594228689,9842.78955654336,10787.8018649483,11719.7140781408
"N000994",1233.60747779731,1666.72926746717,1765.94370218949,1773.82899205512,1782.26683322392,1796.28021885198
"N000995",2093.17093887724,2824.43098524154,4209.31990680984,4222.04980034672,4228.89717258066,4253.01421570453
"N000996",3623.56446646658,5482.2593686636,6727.19751645839,6074.52102760035,6141.94024026978,6252.29250010803
"N000997",1309.94980503824,1772.02343035115,2184.67802483969,2594.58482391575,2964.70331571005,3351.31205054082
"N000998",4885.35469409724,6109.50269001531,7048.8244845636,7840.70938819448,8538.37399362453,9137.0795448336
"N000999",1012.57110527975,1265.46880976338,1463.79914892074,1625.42793342817,1772.07665814499,1904.65723953981
"N001000",1667.00019160077,2793.39879323856,3448.99938303627,3447.09031490261,3450.37667517106,3447.1501726129
"N001001",1906.11424534844,1909.96712668818,1911.19150635493,1912.22347615378,1911.20873386602,1913.09509959027
"N001002",2333.6432843544,3026.88903130864,3558.83520224827,4007.2865687088,4402.38015390245,4759.57205810406
"N001003",2460.51600475086,2662.09981483163,2806.11277355848,2815.76298976997,2813.13281188791,2816.93380070486
"N001004",676.630315739736,1565.80444388373,2669.13163572552,3448.20470853765,4086.31725913708,4640.14936997171
"N001005",632.623566083912,1082.5117791921,1570.08846707793,1697.41260778296,1830.31304855397,1949.75981517627
"N001006",4869.18391044729,6472.22046730841,7690.90726248713,8716.00264047891,9606.73255155971,10429.2142167411
"N001007",2288.25011541878,3840.22712579422,5306.14386718862,5512.34527710084,5704.58579315895,5910.68794280586
"N001008",1634.93147720953,1940.58354147205,2207.47937889172,2461.04453799297,2710.46858616183,2961.66815204572
"N001009",2441.97356984867,3319.97594482425,4181.50908591009,4612.90244719628,4630.6695327892,4623.94124233543
"N001010",4434.70420159472,4711.0371875617,4984.21540483574,5258.48224616534,5529.22102493063,5806.60530543328
"N001011",3360.01925728975,5435.71730336141,8012.22276239162,9821.78287011876,11297.45935927,12575.4800680155
"N001012",1253.63923752252,1496.29661167808,1706.29015740463,1863.82882575438,2036.34803218373,2194.12073439603
"N001013",1881.17037645294,3067.75695175577,3836.51221346236,4449.29169743881,4975.09216373815,5442.93876736636
"N001014",5760.08875346864,10746.5571452675,13863.0375253674,16275.1275718106,18381.8280880118,20096.2144088603
"N001015",6886.97072451539,8153.56293944996,7923.1313808812,8037.16100169556,8148.40948479933,8197.32088629908
"N001016",5138.35724035042,7442.50037453562,8574.67780935306,8416.64553288118,8589.75647776765,8776.60756694965
"N001017",2393.13244010595,4313.31668343458,5747.28103153101,18723.0388542896,4784875.46958719,2147465035.20748
"N001018",8100.71938566232,8099.39690743224,8112.32866770704,8111.01136052085,8109.69484955208,8108.37913335871
"N001019",3133.11340365091,3768.85022015001,4717.18054615047,5299.85515820721,5884.53369491549,6513.41574044428
"N001020",3710.40529436492,4319.84235009478,4810.63080217513,5231.12290424883,5616.32733035019,5988.32398933813
"N001021",845.067271188976,996.283086093986,1112.31506187983,1210.13454237795,1296.3152347389,1374.22853620324
"N001022",1688.5076766432,2023.40252159157,2280.37637425549,2497.0153532864,2687.87812530461,2860.43126089898
"N001023",1132.18490192322,1340.11300985471,1499.6488846579,1634.2514493541,1754.03971283015,1859.95181218401
"N001024",1612.93086865878,2039.89212706182,2792.68505417764,2795.23299833786,2805.3581872754,2816.08487348191
"N001025",1501.54330169589,1818.48289700943,2060.86639699584,2265.20513973816,2445.2311860433,2607.98717271441
"N001026",3537.96093577294,4805.94827992704,5807.53447165339,5799.042817357,5819.28220626748,5823.23056596047
"N001027",2884.22825249763,3392.4633114762,3797.88958708707,4141.88787432671,4454.8995750615,4738.76539169269
"N001028",5221.67598179355,5220.58723640895,5228.12705439571,5236.36480507849,5236.43051774654,5230.15818732841
"N001029",4763.99279329465,4951.7292947898,5109.99860402329,5253.29120729786,5387.65858975234,5507.50775358733
"N001030",3235.95110540164,3343.05946597205,3479.83273434233,3592.319615945,3698.12427896168,3794.93354692629
"N001031",11837.3842067619,12162.5239730577,12470.8921589738,12774.2084771493,13073.1354304412,13371.9558747725
"N001032",5528.8038218726,5970.53711324465,6351.91075605024,6697.74462649472,7033.80440942988,7350.96816286982
"N001033",3880.28949243524,4691.7582013356,5426.27780072399,6129.4541175149,6816.25523830887,7526.05168266782
"N001034",3278.66575445236,3327.5609677879,3372.61392548987,3403.96371461308,3438.01070842049,3463.51646516834
"N001035",1833.46878683505,1863.20731981434,1889.38640560092,1913.13814126872,1935.20271455103,1955.89636874967
"N001036",3478.60789540842,3478.60789539143,3478.60789537443,3478.60789535743,3478.60789534043,3478.60789532344
"N001037",5286.21801708872,5532.7726867117,5789.29645731796,5973.01033963341,6124.41976520538,6254.69010305898
"N001038",1550.38893573484,1582.76637855191,1610.17956413785,1619.71057806323,1628.26480467044,1637.34219920712
"N001039",6955.35414974657,7483.99839360513,7921.75860219324,8309.67391482394,8675.60570782937,8997.65001575806
"N001040",4906.71349093885,4989.32381938847,5061.78656831926,5129.65237030081,5192.40067704643,5253.94558472996
"N001041",1721.70048413982,1812.00459563299,1933.86788826349,2033.74335401717,2167.540873751,2281.10569485036
"N001042",5310.82352011117,5512.92200520138,5702.17010085262,5878.38943778588,6055.92802533604,6227.34076856144
"N001043",1572.55949221205,1578.37368731303,1582.96438905958,1587.49735661335,1591.19612912268,1594.62038670232
"N001044",2530.41255415705,2619.4239272854,2735.35357686495,2875.30329212877,3038.28004801286,3222.32955108968
"N001045",7197.42089048357,9809.16366955281,10263.7950982472,10845.0194452023,11429.3505872271,12146.9207489832
"N001046",3808.48935648875,4725.55895268045,4944.8858726035,4971.3702110755,4999.58436689944,5031.81527428978
"N001047",8290.55658373047,8863.0453442511,9476.51086185398,10127.0029201001,10813.9528355678,11532.5086814222
"N001048",2841.81085387514,3336.07710934139,3552.43980019241,3777.17850708793,4008.56008597139,4268.88238717152
"N001049",7598.34492585895,7712.84817900046,7840.98688092514,7955.02892075366,8062.85795174997,8167.3533202424
"N001050",7205.36664809604,7417.31290192675,7652.28211238838,7907.14815001423,8179.30039453908,8467.10849802091
"N001051",4763.57197138563,4843.05351659111,4914.43098774879,4972.42975308078,5030.04317048397,5086.88610291191
"N001052",8485.28062405756,8487.50830433508,8699.02521667952,8849.68447761429,8976.65703722573,9085.60987582757
"N001053",8062.45585825206,8197.58045220557,8316.57163787316,8427.86407446568,8529.3910374184,8629.31764134402
"N001054",1830.88667082563,1868.51639718878,1906.0735012497,1942.15564267162,1977.44455732726,2010.85792193158
"N001055",1352.28220388788,1392.92401325071,1457.98231160406,1503.06254408658,1540.51743746935,1573.15605219623
"N001056",2107.12765471311,2159.35717507218,2206.6604302953,2264.33364998529,2316.89019142875,2366.87530499565
"N001057",1809.00552532383,1987.95060295586,2225.83614594511,2406.19849910621,2559.39082643946,2685.87657939926
"N001058",4304.37936684307,4365.132225723,4419.14188002309,4469.87188590087,4518.23956747773,4564.6669810015
"N001059",3124.57727306726,3124.52393236815,3124.4914629679,3124.46426615569,3124.4423233194,3124.4256282922
"N001060",3378.52465602836,3394.02824860973,3410.02785522785,3436.72587357309,3458.37054813444,3476.9453826069
"N001061",1338.24927179208,1663.32836504936,1886.21216278849,2072.44279253752,2217.33252325753,2352.95390991422
"N001062",900.127390519435,1082.57263618852,1553.26911828971,1866.51391421416,2127.14652517922,2352.54531435967
"N001063",3293.50277476989,4029.97398187145,6035.94825951588,7409.06272858688,7427.00607990419,7465.52940658204
"N001064",1615.2825203204,1630.58628949769,1646.38425662263,1660.02623865639,1672.7987398973,1684.790131278
"N001065",1950.26232396935,1969.78068214853,1983.75767002789,1995.34636017236,2005.2547524101,2013.60834988363
"N001066",1349.52512032356,1673.46875790823,1919.5164445763,2128.93467900523,2320.52339736619,2500.14184859122
"N001067",5173.97708979053,5271.74249346804,5354.92996108245,5429.63679569357,5499.64973534556,5566.46519353699
"N001068",5927.58612806574,6154.6778451046,6301.68449711104,6418.84106332799,6521.63506884959,6612.55427553724
"N001069",7187.07751720531,7330.97934529919,7519.73648710034,7677.2025689029,7824.1949869939,7958.2173378529
"N001070",4911.75180247902,5012.6560886708,5141.27121806229,5250.86751115642,5349.91113934915,5446.53741307016
"N001071",5892.35143470408,6090.20246532134,6302.87540493928,6523.47921978426,6750.53560811245,6982.13033842074
"N001072",4077.27679994124,4188.70050266054,4288.24591390912,4379.25793443061,4470.18643678239,4556.53147133927
"N001073",10338.6004069519,10970.8335070253,11542.3573556368,12100.8231364445,12642.6581535625,13173.7585766489
"N001074",10540.5752157691,11181.4624342915,11762.1381561755,12324.3876277246,12869.5296430186,13403.5429595989
"N001075",12201.836769355,13052.9327693245,13873.1038360693,14683.3256002085,15497.0095531064,16326.0133212503
"N001076",10215.4894585921,10369.4413186863,10488.1824882681,10587.2947166332,10673.677758059,10753.1943304314
"N001077",10341.347355359,10505.2022131985,10642.7523070523,10766.5209051734,10881.0246634193,10990.6346860177
"N001078",9812.52709778017,10106.1118971453,10324.9858698423,10514.2646961233,10684.6781220865,10841.6759438424
"N001079",9939.02356408366,10347.3636646945,10615.3672563105,10838.4279022582,11031.0361230166,11203.0455670793
"N001080",1044.19271596959,1086.54971098877,1118.28462285923,1145.48059494987,1168.62866707367,1189.0567731998
"N001081",11552.0825204429,12422.2565536541,13088.5559368709,13645.0111794684,14155.1585760162,14605.791546476
"N001082",11035.6950644915,11638.0273717061,12089.895148053,12468.1038622191,12815.8662103769,13114.0002213144
"N001083",11467.265135684,12763.1016096791,13567.5519261861,14216.4945917238,14775.2791988064,15268.9217005989
"N001084",11131.1884665853,11781.2373597671,12061.7661195098,12287.2699259158,12490.4483231358,12662.2102511337
"N001085",1187.95112757423,1193.70813649773,1200.16039374375,1209.61734853008,1217.25678561962,1226.37453709785
"N001086",10731.2498953068,11126.7449468795,11388.4544228156,11599.0389072667,11780.2559250281,11941.7697383674
"N001087",9110.60288100074,9193.41999166861,9269.2992391707,9302.89189730961,9327.61625806749,9348.68797291726
"N001088",9306.33949161241,9395.3433465021,9645.96276266907,9854.19630688253,10046.7253537866,10229.4020888969
"N001089",9646.85403631116,10568.2048421194,10572.7004331967,10581.7819534245,10591.3302911813,10594.5270066144
"N001090",1387.82064636765,1373.83066782464,1469.20348552793,1507.03387542696,1520.24886978037,1521.46355723677
"N001091",1097.00741533986,1073.42051644271,1106.51547216836,1105.87387904273,1104.26492332529,1103.05992632015
"N001092",1356.13006165561,1422.28228894504,1467.53827333969,1503.49611674301,1535.84507419578,1564.67407446187
"N001093",7955.80782422398,8301.71952760836,8600.56992368192,8856.44338631226,9108.16464131111,9343.45955459943
"N001094",3806.02258524266,4260.97293399081,4724.90850958399,5209.65418497281,5724.61822044424,6277.94737009793
"N001095",14157.4544215042,16005.0840624084,18075.5519052881,20423.5501515444,23100.0995342436,26146.9424744225
"N001096",5200.24328069839,5923.56475498521,6834.46096493367,7972.01299840519,9379.51315407198,11143.8270534745
"N001097",5073.41912550761,5451.88528191586,5842.51414866575,6258.80953004747,6681.91040503761,7130.59667412773
"N001098",16720.0568293123,18441.612030531,20463.9140596229,22826.7622465694,25553.8610361616,28671.6835957609
"N001099",13579.59680612,14113.1801559542,14586.0682900376,15037.1797557272,15468.9999986079,15908.2492943653
"N001100",6916.17087723178,8018.12637208884,9150.23125133834,10342.9780466044,11625.7590596131,13023.7303095146
"N001101",10730.7924190568,12107.4097212981,13704.3857209154,15579.0575455444,17765.1369918771,20358.2601452174
"N001102",10492.6843867368,11262.12430398,12073.8894945381,12938.1143603726,13851.0374621607,14817.3992097049
"N001103",8057.10160750336,8642.88927610851,9294.60323978615,10009.9596003094,10782.2566755092,11608.7479177066
"N001104",3068.17967361031,3408.39928742229,3803.98522263335,4267.11867543049,4804.71597920389,5434.51481138066
"N001105",12057.9665431269,13234.67809205,14605.1654326668,16197.1714707735,18053.7636831054,20218.2669156247
"N001106",8928.03135839377,9006.50809276048,9158.59220362444,9387.43008235543,9686.17784332304,10068.3410756529
"N001107",8952.22572793275,9831.29088811165,10667.5444196146,11489.9864595178,12307.8917297307,13147.9560636661
"N001108",5725.16549582531,5859.943451029,5995.59161912212,6130.97312983685,6266.42648969596,6401.64649370846
"N001109",8521.25077515273,8750.57478288611,8956.92212638343,9152.09328330386,9338.33117797525,9526.34435160177
"N001110",8505.56058667094,8589.94359689878,8655.18773098217,8710.4704160029,8760.93505114782,8806.54868065253
"N001111",1271.78392864291,1287.18144735325,1299.14356647929,1309.22809939051,1318.14543335793,1325.82764989863
"N001112",11604.5611715074,11761.0217633398,11877.6720400145,11982.2538124447,12070.6971238453,12154.1146985248
"N001113",10477.1752643675,10625.629796956,10738.7985851879,10836.2895621251,10922.278093682,10998.2869391574
"N001114",9487.77655060655,9549.9220254658,9590.90102348846,9630.73554186981,9671.60181995388,9716.4048402077
"N001115",11043.1618971232,11279.9071663795,11466.3532552121,11617.452566501,11755.8676216338,11875.8284825071
"N001116",1141.91632800867,1146.1034542088,1148.42281920504,1149.87408657746,1150.98216315763,1151.39507435678
"N001117",3232.79798039235,3609.25203061136,4042.92401356499,4544.372900365,5122.53827337903,5791.79224872308
"N001118",8054.88312597913,8151.6750873951,8225.946171609,8288.55959195826,8343.72312267125,8393.5947665457
"N001119",1429.00368031547,1449.94213393568,1465.51453236218,1478.52109338914,1490.35537466648,1500.56892959744
"N001120",9252.60975542153,9573.32370865832,9846.16713270238,10084.1739113532,10307.0674567939,10519.5475862774
"N001121",3383.36814362541,3755.7662459963,4188.93506988735,4692.77390371006,5278.33736627286,5958.19211286323
"N001122",10393.9507758889,10588.4069564159,10752.1375227093,10897.5069154992,11026.4475780746,11155.3047167103
"N001123",7060.12889970426,7166.65268682086,7169.3471295667,7173.30083949787,7176.29231625416,7179.78214110399
"N001124",1584.97247810213,1652.78715629123,1677.4853768437,1698.80794779594,1718.5893154379,1735.23502021358
"N001125",5490.93945121598,5676.91331479647,5920.79395786422,6042.72877040496,6141.01412318849,6238.74462757135
"N001126",8889.21989729148,10271.8436216523,11682.023855139,13175.6139670051,14781.9791416444,16513.9602438343
"N001127",4348.50884615145,4840.82544991863,5422.39733612185,6108.75022214501,6917.93555050723,7871.62635442538
"N001128",1566.5614923707,1620.26242796763,1669.84246610662,1717.30110523481,1764.45777305418,1810.8420246622
"N001129",4372.40454344207,4868.50592636298,5456.49223993178,6152.54213063809,6971.1761343979,7936.52070359276
"N001130",2961.40011283473,3168.01152937794,3275.92311366039,3356.62061609295,3427.08875853444,3494.7362077521
"N001131",9706.35948166207,10199.6257555464,10582.8166306548,10893.9905573645,11171.4616257538,11425.9442251682
"N001132",1096.89549918935,1163.92287614129,1241.5013562766,1328.79310712611,1431.13437701243,1548.775206543
"N001133",10845.9720137054,11356.1804216132,11744.4869023241,12073.5178660378,12375.3323037126,12627.8085761874
"N001134",1106.28297771739,1251.6925910429,1353.61921480533,1370.64777970898,1386.92881696495,1401.02668597416
"N001135",11127.1200145328,12038.355047596,12798.4652311408,13462.3547177885,14103.8243863859,14655.0860317687
"N001136",11103.6396563192,11689.1010274057,12125.5351388428,12507.0709139056,12829.4314584356,13125.2113665358
"N001137",10836.7214586605,11012.9913051777,11476.33173791,11283.1036203626,11283.1036203626,11290.0538685834
"N001138",10249.7359751071,10593.0628910862,10994.0850650636,11320.6145480421,11613.2736474323,11879.5892040433
"N001139",10233.1511651344,10457.5682778874,10655.1552977643,10837.1183914285,11012.3640946332,11180.7623473753
"N001140",987.18801714056,1047.75647389779,1097.33967431484,1140.60031048932,1181.9897555497,1217.83479956982
"N001141",11881.823312643,12807.3351086888,13810.6155641005,14422.607664679,15034.1071632728,15578.7849707902
"N001142",10624.7601957399,11767.5444630236,12509.3298677559,13202.7777957825,13872.5173783019,14540.9684476123
"N001143",10268.334498228,11126.8458793152,11889.9256781103,12606.8617651379,13299.1199489385,13981.2276540829
"N001144",11949.7115244106,13597.8160079645,15145.7134892983,16592.3614240244,17950.5996454551,19230.7499079361
"N001145",6111.68930232244,6713.61537503985,7220.11143775024,7682.61736869271,8109.44191763586,8505.53008800353
"N001146",3010.12056380299,3324.30862417537,3590.08923441853,3825.95408128489,4051.21326061182,4259.43631384319
"N001147",7010.38748478729,7750.42715627697,8327.66316834354,8813.63384634061,9258.55363769098,9679.19414899553
"N001148",6816.34240779403,7077.14874709325,8398.76035717392,9349.16842565682,10129.6948494844,10810.990885121
