"","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13"
"N095132",22630.2458120786,22656.8041729788,22683.1632580257,22709.3242978244,22735.2885200002,22761.0571491129,22786.6314065739,22812.0125105641,22837.2016759553,22862.2001142325,22887.0090334193,22911.6296380043,22936.0631288704
"N095133",13866.068089736,13903.1588842298,13930.1752433515,13973.8489035201,14000.2091941634,14058.6611409617,14062.450669786,14112.1880013083,14077.9959055734,14067.8023540837,14038.9613343362,14050.1624385254,14028.5490221327
"N095134",12096.9089491159,12143.1574407558,12162.4670583667,12207.5190254155,12229.4641206858,12290.0661413743,12285.3415877191,12331.6926608892,12296.0989028144,12288.7781982542,12263.6564349432,12275.9866113181,12254.6891636764
"N095135",6194.8122046132,6193.80980046455,6189.96426675485,6206.47908433309,6221.02392484764,6205.75858931303,6242.10390132552,6228.54341117383,6252.21682608981,6251.11396875541,6256.06665485438,6287.16524261552,6254.53765581583
"N095136",6407.74165928392,6447.32635703276,6487.15559464829,6527.23088281028,6567.55374152813,6608.12570020411,6648.94829768575,6690.02308232987,6731.35161205564,6772.93545440931,6814.77618661802,6856.87539565531,6899.2346782956
"N095137",7049.43117443353,7061.36418451438,7073.3173943427,7085.29083811188,7097.28455007315,7109.29856453574,7121.33291586696,7133.38763849228,7145.46276689547,7157.55833561865,7169.67437926243,7181.81093248596,7193.96803000709
"N095138",348.098265669183,363.645238998807,357.331338420258,352.2606462154,345.475373936902,367.380547902382,357.350204791526,352.056701797512,347.25455034156,371.481369821478,357.987162649436,316.7919748062,322.290797668913
"N095139",7895.22785114885,7895.22785114885,7895.22785114885,7895.22785114885,7895.22785114885,7895.22785114885,7895.22785114885,7895.22785114885,7895.22785114885,7895.22785114885,7895.22785114885,7895.22785114885,7895.22785114885
"N095140",8258.58871381778,8258.58871381778,8258.58871381778,8258.58871381778,8258.58871381778,8258.58871381778,8258.58871381778,8258.58871381778,8258.58871381778,8258.58871381778,8258.58871381778,8258.58871381778,8258.58871381778
"N095141",11080.2306099753,11146.5143477841,11166.8131603102,11342.0692637388,11357.4879627097,11342.6654573353,11207.260551195,11659.7944680873,11757.9218342385,11929.0319685989,11627.4504354909,11628.18298766,11163.1728282203
"N095142",5406.685,5406.685,5406.685,5406.685,5406.685,5406.685,5406.685,5406.685,5406.685,5406.685,5406.685,5406.685,5406.685
"N095143",11324.0254069714,11306.7123123868,11273.920443012,11295.7064503083,11368.16835532,11394.1741310484,11353.8849724741,11333.9496854955,11372.3853693222,11409.9468431588,11365.4158580079,11336.8615939686,11376.444929792
"N095144",995.060144568093,995.060144568093,995.060144568093,995.060144568093,995.060144568093,995.060144568093,995.060144568093,995.060144568093,995.060144568093,995.060144568093,995.060144568093,995.060144568093,995.060144568093
"N095145",8598.71501425712,8598.71501425712,8598.71501425712,8598.71501425712,8598.71501425712,8598.71501425712,8598.71501425712,8598.71501425712,8598.71501425712,8598.71501425712,8598.71501425712,8598.71501425712,8598.71501425712
"N095146",6736.7351354172,6790.86273642209,6739.37660560679,6785.81287550028,6847.13313939748,6869.05088228455,6832.44658739443,6859.50849191207,6887.50463469475,6915.47234023728,6919.56582331092,6903.24144960607,6936.87935750093
"N095147",131.314152570216,131.314152570216,131.314152570216,131.314152570216,131.314152570216,131.314152570216,131.314152570216,131.314152570216,131.314152570216,131.314152570216,131.314152570216,131.314152570216,131.314152570216
"N095148",232.836665860449,232.836665860449,232.836665860449,232.836665860449,232.836665860449,232.836665860449,232.836665860449,232.836665860449,232.836665860449,232.836665860449,232.836665860449,232.836665860449,232.836665860449
"N095149",4397.45967506227,4389.23558911909,4381.13585975181,4373.15860656206,4365.30197758498,4357.56414885934,4349.94332400402,4342.43773380107,4335.04563578489,4327.76531383773,4320.59507779133,4313.53326303447,4306.57823012655
"N095150",8046.68365287225,8045.86009753648,8045.03654220071,8044.21298686493,8043.38943152916,8042.56587619339,8041.74232085762,8040.91876552185,8040.09521018607,8039.2716548503,8038.44809951453,8037.62454417876,8036.80098884299
"N095151",6276.83874451114,6324.94745005816,6277.38034180127,6322.33680532049,6372.57554684432,6397.12137461969,6352.58623677308,6374.70075100252,6414.6864411515,6451.95382372609,6470.20847353664,6451.69938152835,6479.65101230015
"N095152",8537.63588513985,8546.68058848914,8555.73487372499,8564.7987509984,8573.87223047108,8582.95532231554,8592.04803671504,8601.15038386363,8610.26237396619,8619.38401723837,8628.51532390666,8637.6563042084,8646.80696839175
"N095153",2911.01920953606,2911.01920953606,2911.01920953606,2911.01920953606,2911.01920953606,2911.01920953606,2911.01920953606,2911.01920953606,2911.01920953606,2911.01920953606,2911.01920953606,2911.01920953606,2911.01920953606
"N095154",8594.30090126795,8573.60768268781,8553.34397039016,8533.49997681966,8514.06616942741,8495.03326289074,8476.39221160953,8458.13420246775,8440.25064784973,8422.73317890064,8405.57363902191,8388.76407759184,8372.29674390272
"N095155",4594.11066450645,4597.14032902084,4600.16999353524,4603.19965804963,4606.22932256403,4609.25898707842,4612.28865159282,4615.31831610721,4618.3479806216,4621.377645136,4624.40730965039,4627.43697416479,4630.46663867918
"N095156",5454.09922345448,5455.78744690896,5457.47567036344,5459.16389381792,5460.8521172724,5462.54034072689,5464.22856418137,5465.91678763585,5467.60501109033,5469.29323454481,5470.98145799929,5472.66968145377,5474.35790490825
"N095157",1423.77322997744,1423.79765995489,1423.82208993233,1423.84651990978,1423.87094988722,1423.89537986467,1423.91980984211,1423.94423981955,1423.968669797,1423.99309977444,1424.01752975189,1424.04195972933,1424.06638970678
"N095158",16555.4469451126,16585.0736270251,16614.7003089376,16644.3269908501,16673.9536727626,16703.5803546751,16733.2070365876,16762.8337185,16792.4604004125,16822.087082325,16851.7137642375,16881.34044615,16910.9671280625
"N095159",9231.80143999983,9241.71970351783,9251.64862280565,9261.58820931141,9271.53847449552,9281.49942983072,9291.47108680206,9301.45345690693,9311.44655165508,9321.45038256861,9331.46496118201,9341.49029904218,9351.52640770838
"N095160",8012.77950160966,8021.0576714756,8029.34439369173,8037.63967709367,8045.94353052615,8054.25596284306,8062.57698290741,8070.9065995914,8079.24482177636,8087.59165835282,8095.94711822049,8104.31121028827,8112.68394347426
"N095161",12100.6437834891,12102.420130828,12128.4969748379,12155.344949612,12202.3101959424,12178.504246913,12196.7322941595,12218.5467978844,12256.2080063368,12236.7034414424,12245.0004433355,12272.4334777484,12301.9815119914
"N095162",4468.75358577047,4476.32472435583,4481.47773266667,4487.06734172495,4503.08882003038,4510.29862342355,4522.75454196967,4529.29330544619,4543.20282526996,4552.93796256974,4558.5392873951,4563.86223874793,4568.58906327164
"N095163",3771.45570101302,3771.47659528339,3771.41537099162,3771.31371254642,3771.51981519859,3771.5487661263,3771.48754891611,3771.39938372574,3771.53157653775,3771.68317312335,3771.64714096903,3771.50364208265,3771.25637184716
"N095164",24712.833411211,24759.7484432049,24806.6585351087,24853.7121790336,24900.737822966,24947.6405866877,24994.5885775039,25041.6438892626,25088.846995921,25135.7761589323,25182.8122495157,25229.7577359485,25277.002259832
"N095165",3758.28576111144,3758.28576111144,3758.28576111144,3758.28576111144,3758.28576111144,3758.28576111144,3758.28576111144,3758.28576111144,3758.28576111144,3758.28576111144,3758.28576111144,3758.28576111144,3758.28576111144
"N095166",2648.29871595996,2636.82032704998,2650.31328900346,2662.81786166224,2644.81884053991,2632.62099416725,2637.25652742388,2642.85578447607,2632.40554297192,2618.28095121994,2629.3889935344,2661.06788887608,2677.18420766465
"N095167",3023.75722191892,3019.89232616674,3039.25942224862,3043.49181504859,3032.06739456657,3034.52815169959,3038.29546445298,3046.73137861408,3047.27340813133,3046.38386725437,3071.55322077704,3103.10151314125,3125.93362248627
"N095168",3738.76296164653,3869.71725958637,3746.98365012471,3762.89503860005,3941.33987945612,4070.50264577122,3925.56516749224,3925.87347231581,4009.65735383316,4086.50342306191,3995.02807042639,3860.37572440877,3751.5741565692
"N095169",1652.43846697967,1651.67063784327,1652.01493369493,1657.82113847751,1653.30959037084,1655.18432213372,1642.49288165579,1636.80693487177,1639.70466632114,1646.15140340502,1656.7262194356,1668.96433103168,1673.83754492347
"N095170",3598.68357093903,3603.08752471143,3607.49686790149,3611.91160710462,3616.33174892429,3620.75729997205,3625.18826686753,3629.62465623847,3634.06647472074,3638.51372895829,3642.96642560324,3647.42457131583,3651.88817276445
"N095171",6058.0079684257,6041.15618706397,6023.27405123235,6033.6584292355,6048.91882316312,6048.46297182818,6034.4389486096,6041.96462652653,6071.03208171208,6074.91862484951,6061.65681792994,6060.36943110884,6083.99517805654
"N095172",3662.15888504714,3666.39669906223,3653.30253769581,3653.11726970395,3673.6426494712,3680.49204824405,3679.29415766187,3685.09389526491,3703.6622233278,3709.49561468161,3708.35432946429,3698.17692362954,3715.00766903367
"N095173",3348.73478972823,3348.73478972823,3348.73478972823,3348.73478972823,3348.73478972823,3348.73478972823,3348.73478972823,3348.73478972823,3348.73478972823,3348.73478972823,3348.73478972823,3348.73478972823,3348.73478972823
"N095174",2803.18903771078,2813.12214950197,2798.77688556511,2795.16075532863,2815.21471668735,2813.34644117951,2812.92552471957,2813.33191893961,2835.51317304655,2828.41065873649,2820.29875370135,2827.4544399734,2831.3588375036
"N095175",3263.49034850833,3278.1878246307,3269.60472184308,3277.97483620962,3302.43829469986,3314.50315979084,3309.11579619573,3318.99809309227,3328.88558815267,3341.96893615342,3343.25305593702,3345.64780624727,3344.75867769319
"N095176",2519.12198944964,2521.16247795172,2523.20461924924,2525.24841468095,2527.29386558672,2529.34097330747,2531.38973918522,2533.44016456308,2535.49225078524,2537.545999197,2539.60141114471,2541.65848797585,2543.71723103897
"N095177",6589.56804349778,6584.20366432427,6577.29750138022,6549.94246519727,6599.06627780591,6615.16641490253,6661.82575687387,6625.63000846856,6651.11853623902,6679.73793906663,6649.0345412864,6553.72317206069,6543.79405041183
"N095178",1494.91610235604,1496.94538831481,1491.31634330405,1490.61030702651,1493.24799356993,1495.546308372,1500.29881520573,1497.21299903389,1492.59850457424,1495.97173792651,1497.68500055207,1496.57177705218,1458.14216198246
"N095179",2715.90030390803,2716.74876779995,2718.4758216148,2720.36166326701,2722.12732054173,2723.08081989112,2724.19047129172,2726.32139115402,2727.36845426511,2728.84858478896,2729.86491628236,2731.64975946136,2732.68323727108
"N095180",7251.65966893576,7235.21570384752,7219.89411674789,7229.71613955003,7243.12810744502,7241.99995701137,7229.06837646826,7236.53890600376,7264.18625565857,7267.76733662441,7255.32774972187,7254.11376711219,7276.80044242474
"N095181",8795.65124815094,8797.89105918631,8788.20075981805,8792.51100317105,8810.32514402123,8818.4627378152,8819.84401309846,8826.49644555392,8843.40651824107,8853.02407560005,8859.37175345669,8863.65964109785,8871.45944919875
"N095182",1326.10560093644,1339.34475524061,1335.46127525236,1333.09299455223,1334.29304099467,1329.407589677,1330.69638367341,1331.44528586913,1311.16973006795,1327.52743806304,1325.91293851197,1322.94251964268,1294.38741572766
"N095183",6081.28680937843,6079.58868539307,6070.31469401599,6072.27057040082,6088.12614259265,6090.32493302689,6091.37881519036,6093.90089921808,6109.14569060483,6112.14530242415,6117.48732872675,6119.37711965829,6121.58418862303
"N095184",4606.63423103814,4612.01743119607,4605.63102903231,4607.07675067809,4624.7978781764,4630.92830148287,4632.90534109997,4640.84531872109,4653.12596278532,4661.80834694837,4662.91994607849,4658.7208520744,4673.93395941673
"N095185",4071.13882182436,4080.68911373914,4075.0924399643,4082.26961023761,4099.79827057751,4111.70480354654,4109.29336188276,4115.60930532213,4124.68753700713,4134.98381801405,4138.70657013934,4143.87040050636,4148.32023893597
"N095186",1739.48099329812,1740.71621124432,1740.50876993271,1739.03137029595,1738.08591950242,1737.80855283383,1736.07948660568,1733.2317304137,1730.02404275852,1725.71013839839,1725.08850005533,1724.08072213639,1724.32415230516
"N095187",924.762326186281,924.574804262643,920.404321523911,920.140827880432,919.985522424647,920.190512171215,909.584216542605,908.088022509367,907.339000872269,904.210661148075,888.732850040908,888.921911621168,891.643358963735
"N095188",2240.03172887432,2242.21585163638,2239.01413714107,2240.69301108304,2240.58579213032,2241.895066021,2236.85306327741,2235.89401154227,2235.62805458487,2237.11759979666,2233.87394614544,2232.57473329419,2234.02982243756
"N095189",2078.83709925506,2056.35417439203,2083.01637862305,2074.90586229969,2094.47514936765,2070.44217328883,2034.33912376805,2061.58934910882,2096.17169725988,2081.74119462881,1897.3269169478,1937.22575286918,1972.69171019094
"N095190",450.316236600316,448.508531467274,446.038006850931,446.444553313483,448.641606767814,447.576116199582,441.560333072307,442.886376108642,441.979372444462,439.655687037357,430.321273139329,432.512515033237,432.271461344696
"N095191",6502.30865868271,6502.30865868271,6502.30865868271,6502.30865868271,6502.30865868271,6502.30865868271,6502.30865868271,6502.30865868271,6502.30865868271,6502.30865868271,6502.30865868271,6502.30865868271,6502.30865868271
"N095192",1144.18825182435,1167.68881673285,1162.37695148599,1182.88714988153,1159.50238405508,1190.97869598023,1172.12194371212,1202.33220993062,1196.51747548762,1195.91182319864,1210.81409696979,1190.94102486002,1216.03368257528
"N095193",6016.31817339019,5970.37226625748,5906.82248463714,5907.35908785952,5953.71803290451,5945.21235783356,5901.95961313952,5892.61651731452,5901.61532222699,5907.82556509343,5862.48049653212,5849.59060928938,5886.63209941165
"N095194",480.496946976433,479.198183969021,477.90293146331,476.611179970562,475.322920027684,474.038142197167,472.756837067006,471.478995250638,470.204607386873,468.933664139821,467.66615619883,466.402074278411,465.141409118176
"N095195",937.356080080646,937.356080080646,937.356080080646,937.356080080646,937.356080080646,937.356080080646,937.356080080646,937.356080080646,937.356080080646,937.356080080646,937.356080080646,937.356080080646,937.356080080646
"N095196",9612.78286676174,9600.70162724958,9549.94912180803,9593.84907631359,9563.00177842086,9641.76170027855,9629.88767880811,9641.03587469475,9714.20072978604,9740.13547533789,9698.40382514822,9684.2336769992,9672.02823824114
"N095197",3315.79038654529,3304.88806148754,3274.48795602638,3278.18915279925,3243.29558206805,3289.30767917431,3240.57126181464,3277.74307283098,3267.17139690928,3251.73732957611,3274.18964087922,3256.31505727106,3249.86663775119
"N095198",2437.26203142161,2393.71879554846,2408.65845074542,2380.58258038013,2403.80315423829,2369.83712146516,2323.25680479464,2350.97921462512,2371.49182528322,2327.99296778421,2178.72032260241,2226.45393785817,2269.85996012057
"N095199",748.921885820395,731.162583206238,710.158940914708,697.01480205585,680.612348678773,670.917441527718,658.039388015501,650.916098080737,640.743120806961,635.531523876868,627.439670708571,623.644071989768,617.157556589499
"N095200",1705.92641125312,1731.78274790574,1786.81186742853,1875.54669104352,1879.61603501445,1867.91047016724,1848.93792738545,1858.29364158348,1929.12261011538,2120.55244776028,1858.31680379068,1468.59546986968,1365.85907506628
"N095201",1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
"N095202",4123.94146125066,4153.7892776922,4138.73070408615,4185.66146589567,4154.46229603728,4218.00396811426,4178.05775352742,4233.91798502823,4224.65580558123,4219.00430004386,4252.31052914755,4230.74662377964,4260.64521018091
"N095203",5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460
"N095204",7308.26286492112,7342.42677945099,7341.41577873853,7321.57339561991,7300.70721102486,7304.84629171802,7320.8670926838,7318.83078804383,7317.25082416157,7323.28472390912,7361.85609424753,7371.45120632802,7375.66387764934
"N095205",12583.7525053456,12622.625773757,12658.2395635193,12690.8671781518,12720.7590049894,12748.1444366783,12773.2336315563,12796.2191264273,12817.2773141066,12836.5697970759,12854.2446276353,12870.4374440705,12885.272511554
"N095206",1001.38656292554,1014.92637405081,1011.603574615,994.498527271399,983.734168864646,956.747341608879,964.36589395321,908.229190573348,940.039749392045,976.293177232712,982.243688213464,953.528385353339,1000.77752402358
"N095207",10907.5451324661,10957.5914640769,11000.9679334113,11038.5634580254,11071.1484860992,11099.390785295,11123.8691273746,11145.0851490169,11163.4736318995,11179.4114127156,11193.2251057192,11205.1977960579,11215.5748410603
"N095208",27111.0302524029,25305.3663331145,23946.4909094062,24907.5762757379,23433.075768945,22641.7207993558,23678.9213860153,25621.9413009442,27923.8971468157,26411.4111728599,24221.2738761764,24710.5524716584,27776.0156279744
"N095209",4185.45,4185.45,4185.45,4185.45,4185.45,4185.45,4185.45,4185.45,4185.45,4185.45,4185.45,4185.45,4185.45
"N095210",7917.83450154256,8003.7350890441,8040.42204289127,8083.74787470008,7998.06327453714,7954.82014605274,7914.65406248981,7992.25957432734,7921.8579841507,7862.15461171512,7932.53443430293,7983.5505309301,7844.75774967073
"N095211",19103.9279957766,19252.4159915533,19400.9039873299,19549.3919831065,19697.8799788832,19846.3679746598,19994.8559704364,20143.3439662131,20291.8319619897,20440.3199577664,20588.807953543,20737.2959493196,20885.7839450963
"N095212",5447.72203614763,5447.72203614763,5447.72203614763,5447.72203614763,5447.72203614763,5447.72203614763,5447.72203614763,5447.72203614763,5447.72203614763,5447.72203614763,5447.72203614763,5447.72203614763,5447.72203614763
"N095213",3211.44102816058,3186.62882433304,3172.45323451839,3164.33343763889,3159.67545787144,3157.00108040377,3155.46482997376,3154.58210694819,3154.07481535461,3153.7832529275,3153.61567036307,3153.51934524537,3153.46397735313
"N095214",1821.26219069737,1821.26219069737,1821.26219069737,1821.26219069737,1821.26219069737,1821.26219069737,1821.26219069737,1821.26219069737,1821.26219069737,1821.26219069737,1821.26219069737,1821.26219069737,1821.26219069737
"N095215",2363.37269639333,2363.37269652047,2363.37269659152,2363.37269706599,2363.37270215009,2363.37269142678,2363.37268577639,2363.37268374852,2363.37268346194,2363.37268418765,2363.37268671699,2363.37268815425,2363.37268868174
"N095216",3138.38170746415,3139.73469144632,3140.50358664101,3149.1382404185,3142.41486804979,3148.57303606645,3144.52396889606,3149.9631611125,3147.33771818368,3144.75056593398,3142.53594754559,3150.50864463754,3152.65171182963
"N095217",9868.55808404314,9873.77567317323,9880.97701617717,9755.29758984278,9905.31876078903,9912.41982382474,9902.47477631572,9920.0519501103,9890.15945028701,9887.26444990406,9885.59714206809,9864.62052560709,9909.282001797
"N095218",9880.57959732664,9492.95220894651,9466.0510472537,9850.70705957721,9887.3383733102,9909.23704961206,9922.6518437265,9936.83033071803,9943.63204745569,9953.7835889286,9958.63517484545,9949.58032001049,9961.63091367715
"N095219",1056.93271433143,1054.37923565074,1051.42035694443,1047.94063111183,1047.03250877937,1037.18960564381,1052.45497212253,1049.38091027116,1044.98854265436,1044.29985092871,1039.48888806707,1038.73956482384,1034.85196145748
"N095220",1813.55462488957,1804.09430009417,1800.65690784182,1800.79153578355,1798.11730883996,1789.755000337,1813.05763404353,1804.83388165111,1800.36316899146,1792.09708815365,1795.92711425938,1776.93108443784,1765.19737107225
"N095221",7434.1475763061,7387.7804750431,7463.95188142065,7667.40714570729,7582.22076647492,7683.87987849421,7697.97539054461,7938.5445715271,7929.27659076325,8004.47723579811,7807.57733890343,7892.83280132632,7860.4202657801
"N095222",7813.48969045178,7489.39056312386,7228.92663897013,7548.52198709817,7784.5672814979,7806.14423402491,7661.4279370764,7651.84691279332,8018.4358016584,8243.42463380279,8146.88775767852,7936.18953145773,7967.37874775304
"N095223",27593.5713493097,27593.5713493097,27593.5713493097,27593.5713493097,27593.5713493097,27593.5713493097,27593.5713493097,27593.5713493097,27593.5713493097,27593.5713493097,27593.5713493097,27593.5713493097,27593.5713493097
"N095224",1721.81551403547,1761.01634805867,1793.105138075,1814.04330630642,1843.65577725974,1925.10038587303,1891.87859293178,2194.61843383777,2240.3108398555,2294.6644279729,2279.97668480329,2503.59845754656,2857.22337092625
"N095225",1943.95550395223,1994.1024879755,1990.29928688119,2015.87685242751,2025.42955369096,2205.58054289226,2184.51854438129,2153.24210277483,2219.78026195118,2650.07063568368,3262.45642229607,2842.09093278684,2586.86607840812
"N095226",2851.39893092899,2773.30536159956,2702.77980715319,2658.66936481678,2585.49226380373,2652.08913031046,2617.93176959769,2609.75800896208,2541.47020619212,2636.03310478584,2712.88940827521,2750.4094577028,2748.20583194185
"N095227",1427.5754865653,1523.71937762809,1496.22513670114,1588.96417978396,1557.82039801652,1988.76478201334,1875.60087298704,1851.58898143404,1780.30147346807,2215.45509478894,2519.04025906064,2199.89262668307,2089.19670758451
"N095228",7864.12138081682,7914.03897630783,8151.37735058505,8123.71464271905,8008.50073437791,8134.49467225656,8278.24162628639,8647.93654533931,8589.43981932461,8970.10957232902,8772.87128223956,8801.21370517588,8676.71045992835
"N095229",467.725882317109,455.710782428997,440.654779740096,475.853132078909,368.455110811513,476.18515240115,411.502421600691,435.382853907129,385.471731034565,485.724886798116,419.974811045893,425.506934423356,430.348167939222
"N095230",3031.38852816956,3128.62045844897,3130.41696012935,3160.0374933291,2840.35478350853,4036.60659472236,3799.14874967022,3560.24014702612,3325.79730386834,4773.92294893192,6356.81269065399,5294.63677897973,4546.91333718378
"N095231",610.711077900365,653.165516189335,711.201979455608,764.695488177146,851.520228524588,1004.22777399342,1125.82066175795,1209.69786209105,1269.24574694693,1466.89638255232,1622.78485691202,1579.38375596001,1553.02092528888
"N095232",1978.42464135619,2023.26077225699,2066.3428044987,2174.16240210038,2280.2185927194,2687.00322830448,2861.56303393464,3067.78327284714,3275.1349598842,3843.38005285214,4497.25823343043,4820.232913325,4679.85025027609
"N095233",1049.24463970124,1061.59124341815,1075.87156731128,1128.6501658111,1219.65892931365,1329.41975638601,1385.09606568455,1452.00334159151,1589.79270873542,1833.16224230001,2016.94736303203,2033.80303350105,1968.57221695918
"N095234",1999.50180810464,2054.48732804134,2099.72777828568,2146.14274152254,2156.26179046958,2372.94109281216,2751.73671924796,2910.53132665795,3114.65834089143,3045.96614452343,3017.40112275387,2953.65863167371,3012.15185406994
"N095235",463.095834083398,491.849959158671,518.915560703485,560.3654257229,592.473614970235,650.268996821915,685.971720810009,735.391243931625,782.098439592245,836.050890261209,868.772900848729,873.247183104119,874.348959825512
"N095236",3397.04696754232,3497.88566336851,3577.34635802596,3687.54135943196,3679.72627949562,3960.25029808078,4139.53063804252,4282.93655525357,4482.92359762297,4726.85861238973,4690.89718612356,4786.8901765258,4764.00540394191
"N095237",1127.75588662683,1165.04065478717,1197.60308370055,1235.51982557862,1261.30598639266,1337.23445991277,1426.79863613836,1483.98188038882,1527.0061211641,1507.36303756013,1475.81890911944,1446.17997033452,1422.62643102061
"N095238",390.07351393687,398.020687050328,409.809876743795,444.543364422383,483.296572278575,569.9523796815,608.46294565522,662.308927939718,751.615567510627,887.85939942879,1015.29491780161,1005.52938053232,971.480787687571
"N095239",3852.79603653042,4010.98767021043,4263.60906635406,4470.23286861535,4690.52254733012,5226.73361673448,5530.26691320517,5839.06610732931,6210.85982305029,7232.32227785479,8535.94882305772,8394.17213601009,8385.93061757955
"N095240",2696.17897071205,2804.182610727,2981.18137261826,3070.61898091827,3584.84143306395,3464.03154218409,3517.15622851245,3573.02969328247,4216.39312285006,4703.35015611671,4418.64616290063,4214.27830679908,4219.64193188581
"N095241",1043.37127850265,1071.99291886372,1132.15811048292,1142.09223992767,1280.5554671143,1414.87176371582,1446.58109543858,1401.69484433207,1548.08864149279,1863.29840237198,1865.70986304278,1848.30313313718,1788.70770090315
"N095242",1555.29505832798,1608.82228038829,1638.31554768584,1646.5754466203,1879.42198422649,1832.86958732178,1842.12125276625,1879.25069255346,2346.69729987158,2801.65511347443,2517.80963224931,2361.12340104777,2297.62148817712
"N095243",1272.77365541358,1382.04704059996,1586.26654237555,1819.17101499802,2226.59801072239,2546.60743455544,2796.43666899646,3034.088867434,3364.66694068061,3728.85244454754,3921.89671700684,4022.77938135971,4098.90516350077
"N095244",809.445070175994,855.461379170344,897.411986248698,947.44151750011,1002.69894079987,1083.58725474796,1148.34588227572,1226.69507706108,1306.85687756448,1369.93516357562,1440.2920809258,1478.64345464897,1495.52452623125
"N095245",2354.47184138948,2373.20171274333,2432.39277117254,2446.90362388115,2799.50396050523,2780.1409907207,2821.49487388304,2857.40458090752,3253.65897120301,3780.13997823677,3830.40178804258,3722.60349318448,3724.1026385949
"N095246",1175.88634878686,1204.96524119882,1262.92968541229,1293.75661611804,1577.51395255724,1638.9106014943,1582.09030005105,1546.95270720459,1717.25209923959,1952.6765513478,2097.05191366353,2044.93534249521,2110.15699252604
"N095247",4576.9017224449,4691.53069734631,4879.20848076829,5014.1908504223,5705.59581619367,5965.55624456166,5931.32411895518,5892.97575679263,6549.96679088812,7158.91478114808,6801.85966676951,6561.25394978112,6517.12646714881
"N095248",16194.2306625067,17699.3760761733,17696.1259065661,16516.7344299589,16519.2967853127,17161.7259946752,17159.7954020962,17481.1894950961,17482.599939295,16899.0078424512,16898.0001933222,17493.610267664,17494.3180227073
"N095249",21430.2018880517,21275.8187323304,21140.4256970625,21021.5922456436,20917.2196259101,20825.4911465905,20744.8308205426,20673.8687873119,20611.412262458,20556.4210190572,20507.9866067344,20465.3146694872,20427.70984587
"N095250",3281.93437025468,3163.37949486421,3256.60932748925,3390.21937708604,3478.31141665896,3231.23196581038,3230.89336556765,3333.4766813014,3444.10315259078,3242.2631998382,3288.17291618871,3454.56039112996,3596.63784868736
"N095251",6727.11533108437,6719.03189689806,6711.67661489372,6704.98320884333,6698.89155127494,6693.34707337925,6688.3002348239,6683.70604685978,6679.52364291776,6675.71589159602,6672.24904754406,6669.09243627505,6666.21816939506
"N095252",8707.58865356536,8846.26878313944,8816.29519345317,8656.68468449078,8641.13602535627,8910.18695564945,8948.58700536889,8797.46290161654,8707.96244789005,8977.95932097981,8989.54600640426,8855.86758295511,8699.31950579615
"N095253",12424.8293204553,12469.0204964738,12445.5056685986,12371.3425181513,12406.5391250283,12520.4922042788,12529.4599184261,12469.6625468686,12443.0134729432,12596.2557471362,12604.0685247458,12574.0631640907,12514.5197818649
"N095254",5923.70457053078,5867.65969610126,5920.24800944459,6050.3269208127,6017.63519604668,5906.83206916924,5876.90614426032,6018.67083415593,6013.57586269775,5969.33283106279,5969.2795197572,6086.3910091849,6090.83330985287
"N095255",1919.99219059705,1922.54583238926,1913.32481869571,1908.11975213964,1905.89014141386,1900.06789479304,1887.10862459883,1884.08124491787,1902.47540382248,1914.31479559309,1913.63242052899,1913.34723643487,1921.3035550487
"N095256",2989.27038343332,2925.82262311388,2950.5116793959,3099.67432139372,3371.75576649685,1916.28832714659,2067.45218220251,1988.04742712571,2272.39978404628,2430.56207510587,2567.92908787809,2638.68712957341,2701.56685859757
"N095257",4017.55939396768,4017.55939396768,4017.55939396768,4017.55939396768,4017.55939396768,4017.55939396768,4017.55939396768,4017.55939396768,4017.55939396768,4017.55939396768,4017.55939396768,4017.55939396768,4017.55939396768
"N095258",2125.50572421424,2125.51535182207,2125.51059765368,2125.50996017522,2125.51431192045,2125.52060923523,2125.52624731292,2125.52155422125,2125.51485897585,2125.52484526071,2125.51934181112,2125.5211136726,2125.52664571543
"N095259",6373.61717903578,6373.61717903578,6373.61717903578,6373.61717903578,6373.61717903578,6373.61717903578,6373.61717903578,6373.61717903578,6373.61717903578,6373.61717903578,6373.61717903578,6373.61717903578,6373.61717903578
"N095260",607.564420115148,541.770467595919,596.886386438825,642.622611588582,695.255662436346,540.97715892348,569.84786472067,567.099364797628,588.977082111833,540.4336704397,601.228660038782,639.729207221134,647.343465921437
"N095261",4635.92545107929,4610.91536147982,4608.42525356138,4622.27693234037,4717.71389777188,4702.27862275989,4696.13121749743,4698.88669974976,4831.70366031428,4664.91165875763,4606.36104922604,4449.07044095026,4508.36339836884
"N095262",4396.15384231578,4395.37374538593,4389.84954074481,4394.44785407219,4405.23497830667,4409.49329525428,4411.66523469954,4418.28136048189,4427.62296725642,4434.10573020025,4439.67575603903,4447.20176748219,4455.93285461889
"N095263",2373.62712585887,2377.70210683738,2397.27877654513,2467.34041643175,2416.08918108424,2416.55988485121,2437.42212826813,2461.2736861708,2602.96309616299,2644.04615204206,2666.26538705743,2663.79932476983,2778.99062414991
