"","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48"
"N099664",55079.6064967391,51002.364635056,47564.0452250813,45124.9046280783,43362.9427875115,42239.4442946356,41858.8488665486,42539.5775126009,43679.6292633749,44646.9282582758,47422.7593311797,51105.100155923,55198.2335495763,59142.1195387402,62703.2438435994,65666.8619927492,67644.3921372891,68854.660263893,69344.3326628987,69109.1561009541,68096.10945968,65874.0764157834,63626.3915966177,61706.4938417233,57880.8943005024,53472.3266796629,49680.2517131284,46920.0949982384,44888.8724662651,43523.6044190575,42935.7531890282,43476.4658589642,44507.0414629572,45371.5453948353,48065.9951684542,51675.5052301824,55711.4472089835,59653.8274219192,63192.7014343871,66111.5317638611,68127.3816406536,69300.4785132439,69798.9672445137,69574.4350920617,68559.3745435181,66313.288278928,64061.8105948667,62162.1984253532
"N099665",27660.0821661724,25556.5525907618,24415.6903895229,23539.5832232821,22758.3824492064,22676.30424861,23208.7568284424,24356.0281380052,25959.9170591127,27976.3414591684,30400.2518805396,32979.3378649226,35361.3731160953,37202.5834383563,38624.3335020066,39010.2811605321,39041.6457197634,38562.7795397103,37775.3396274179,36339.5366874103,34913.7978141048,34132.6971289671,33032.3517514017,31091.9748900027,28805.9906249179,26629.5308666328,25205.9298138722,24123.007497345,23371.5694012636,23179.9074988706,23691.5017845065,24731.9260260391,25919.1462290628,27969.2275614998,30700.4316221835,33161.5784906407,35612.6988465857,37386.4698726463,38539.4499090672,39050.2680980304,39036.4640109304,38625.3924145156,37940.479313809,36871.8902059946,35533.6766711202,34700.3018808888,33336.3236316303,31505.2208748081
"N099666",2085.8418581889,1922.15911916607,1805.69424685566,1723.5260968141,1679.80241699804,1681.10483924997,1744.66510033912,1855.1926965401,1953.54547081562,2183.72319589801,2454.39066328195,2723.5409454239,2950.07536404682,3146.02375371056,3252.24963814006,3303.79806808494,3307.31922422279,3276.90504751216,3195.7848007156,3065.73885695831,2924.71984549823,2854.4061894808,2755.55771232745,2556.23316276232,2338.87751263627,2132.12987183552,1995.59150008435,1895.0953518253,1838.50205143902,1833.6897094066,1898.7598477009,2011.53999288087,2112.10616128615,2354.66817745267,2640.75373112288,2927.51857698599,3169.94313941771,3367.84007012816,3480.71113719134,3531.79880945172,3533.16550380608,3496.56624632547,3408.45535844517,3268.50914923722,3110.0185471004,3039.7956779207,2925.62456664515,2714.08356335273
"N099667",4666.73651337334,4484.54146733589,4316.2008815787,4184.57535050394,4102.64645991774,4097.66971082581,4216.52671508901,4454.27543539698,4685.04926537462,5046.71230102568,5503.71792184206,5992.68953623321,6478.33462257448,6845.72717967485,7125.84798426909,7266.80783704795,7306.26785795871,7241.92050861242,7060.62702528407,6777.8511630424,6441.95072168811,6270.32698142691,6038.57950878075,5596.57491449222,5245.1768384893,4913.69584181248,4622.84099448035,4408.50795771983,4259.65680626681,4214.3196764699,4293.73936544356,4511.78259041931,4729.72488357999,5085.23807216125,5527.26281578888,6016.62442635948,6490.69050959111,6857.07256074809,7125.2684182001,7268.93520506587,7315.93365150478,7240.05198006358,7059.80942671497,6785.68629306441,6440.55012923374,6272.01521147073,6048.97380917131,5598.56388785936
"N099668",14823.1400346047,13853.7334378478,13137.0986282446,12562.5449783265,12149.3579185786,12019.7468763131,12301.4517430311,12864.2664192425,13560.1201303389,14725.2306939265,16530.5166583079,17761.0301962306,19212.4765429602,20174.5870905354,20850.0282544227,21185.8301614862,21237.2254584213,21114.0692492202,20781.0066137785,20218.1622301083,19396.1373676443,18949.595291659,18195.9055474499,17437.2128074623,16333.3472672769,15209.4073310975,14367.1016345863,13683.6496178849,13198.911749485,13022.311923732,13294.6795142282,13874.2191605398,14592.9175929659,15838.0324833893,17737.9631160258,19045.376600411,20538.1322412452,21569.0694434155,22248.3451712885,22590.6727538311,22594.9333888527,22441.0252481404,22073.3921047119,21437.6237316509,20560.3336784065,20089.7423198139,19276.6400706115,18447.9939728062
"N099669",1696.77483129602,1651.27068640468,1358.79027577131,1188.7273281329,1001.68615133406,910.285068780697,898.97286221016,919.528036695468,932.869439972043,981.502741756953,1177.26385416242,1304.17817572523,1362.67661645085,1444.66976683363,1526.71861287011,1622.16469277479,1693.24167763606,1718.65132685223,1701.29651138834,1685.00488217787,1677.73480284174,1705.79451399633,1686.27979035547,1676.26919383022,1655.48029324819,1571.4529667712,1266.22416334244,1102.28505074087,926.074231986118,849.590905007635,849.618990173417,880.222046849429,900.17707321092,959.322326114096,1157.31321151122,1290.00570242668,1355.74845456505,1438.66740933086,1520.98994680398,1620.11139526228,1690.92607148088,1721.94366104611,1700.72439906802,1686.53233185952,1679.10360904433,1705.53165861951,1688.16575950182,1677.26446770434
"N099670",607.86808435004,628.101861918942,643.399554535468,652.427752193191,657.086235135041,661.026579039669,662.042040397529,662.336468225692,661.213228534265,655.060506823224,631.277601085791,592.62749265621,550.654314532802,488.909374967431,464.7517654659,456.379006080232,450.95828627766,446.410008990943,459.505828629082,497.442200822708,551.130669868552,594.834918071317,627.244930592183,644.221043791172,651.353521687522,655.696796830162,660.063456901936,664.056107391983,665.345932143935,667.629522935745,668.369464563922,668.826201150576,667.32773299004,661.812935244264,641.919326282932,606.504218155013,567.787752567142,510.755473718355,484.876289399153,473.220734731117,464.836405023023,458.060439611605,468.410130444792,500.931953600684,548.753308440095,589.906732852179,621.578244444771,641.005062059559
"N099671",1091.92841358892,1099.30570960665,1043.97673737428,1034.33604419608,1010.88843606461,990.384546639862,981.49833908385,979.794332406203,979.229593130324,995.125726786154,1029.86272288791,1037.62574850348,1040.25981194748,1051.3688969002,1079.75142085106,1101.19223311299,1108.74667830626,1132.81246136784,1155.25572636476,1190.64080200771,1227.82417964048,1250.51235016069,1252.43110175773,1239.2095524688,1223.14791342939,1190.42323540856,1113.73939004719,1089.68397578375,1053.91957895143,1023.7842354227,1009.69301900701,1004.07163033653,996.665078787444,1010.16396414591,1040.84264284179,1045.77361831211,1046.36090372033,1055.87325485257,1081.87205431428,1102.69057477447,1109.47757515443,1130.16853205694,1151.55431214955,1186.76201122363,1223.23852585362,1244.96192873602,1246.75988495163,1237.13563105518
"N099672",232.00711064925,231.452230125124,222.770308343672,216.356728547551,212.298258666372,212.552818071038,217.384714237801,224.731451539401,227.860641604148,242.043761056108,264.814381405901,288.854662580827,311.718004171643,333.803413564554,349.974710233357,362.024172861758,369.199267211691,372.112483970368,372.863062734042,356.896531895467,341.366706497543,332.291814261521,323.694356980204,299.968007139774,277.673017529036,266.696596443082,251.729457929487,241.040321991054,233.662125086359,231.579048966322,234.576471286955,240.295120514982,242.512774009831,255.737978094649,277.897036177468,301.649040163771,323.888517718825,345.692649031847,361.08713759877,372.758236049787,380.144254082025,382.368064924531,383.208177136786,366.634985411103,351.1033222577,342.099119395432,333.566095334539,309.592590671064
"N099673",955.087020469798,969.407807886354,792.130180513259,787.988805133744,776.833421294257,792.009296966261,809.49340493424,821.984958919945,836.033482166932,872.668460723143,1095.82688745656,1116.46510898233,1128.44629307398,1137.27264488067,1143.90458289919,1153.06254225557,1170.51825354245,1162.45742168956,1147.08821829047,1155.00222902038,1156.91820223194,1162.254902901,1164.40199257847,1170.14731336387,1180.60533325781,1176.01630023427,944.429760877061,924.840484671238,901.03689164397,910.718648923888,923.946820012145,932.829479632883,945.756140606205,983.100650543779,1231.15441062224,1250.94599505951,1262.26753288499,1270.16696784452,1275.9271312655,1278.78674590936,1297.41826726321,1286.55641067833,1267.1729075641,1277.48397134802,1271.3570113239,1277.09775822196,1277.93909209545,1283.55617836201
"N099674",781.445715557364,794.304741521924,835.171827261707,930.727613372819,1003.26847882818,1034.07039372269,1053.79205395072,1076.67927869259,1081.60690536267,1082.19478467164,1083.62345281978,1080.32629651715,1059.06988098104,1024.41645852051,956.102388867547,893.93666215729,889.910966073348,888.33116756799,878.08304596057,881.364071988821,890.407823434946,885.29243617085,882.080193833953,877.513950699,875.874796594232,876.570899518048,910.504019692193,1003.72358095103,1075.69732970472,1103.58680637906,1120.32620351605,1141.9488970315,1143.12509536743,1143.12639850576,1141.19648062712,1137.14191257196,1113.0663666158,1074.52728050325,1000.20865044574,931.555163993752,926.711706243864,925.2859215701,912.549214284543,914.756718470184,924.546500941704,918.767521633868,915.725990121244,910.75918627173
"N099675",1777.70464155575,1748.17092932578,1697.04163592558,1649.50581502159,1614.38865286373,1594.4201339529,1589.4695295444,1601.40134482244,1624.85152169331,1642.34283230328,1657.00454519897,1674.07777271694,1688.31529946229,1694.77631619977,1706.95570518914,1732.01932430859,1765.93216997884,1800.92478387041,1842.16587030031,1886.29156591861,1930.15819458846,1956.57376052238,1949.46047237088,1921.8752458814,1871.9322948659,1809.69039024519,1747.13443502613,1693.16403110478,1654.73914224347,1628.01228151417,1620.07217897707,1626.77525240674,1641.80673410849,1652.55541472232,1668.76181695743,1684.6239483508,1696.29893247879,1705.25506988249,1724.52630765362,1751.39664654425,1784.06675044761,1821.75435983532,1861.86784935906,1904.25798834653,1934.24831959799,1950.84794530207,1947.00598948489,1914.03468028382
"N099676",15756.1323953256,15012.9782257366,14849.6444834966,14693.9635980128,14581.4395790339,14716.5262769031,14956.1228445236,15530.8509613899,16612.4228258175,17503.1853361435,18228.3870478735,18870.3328999439,19376.1945167795,19792.2686943257,20167.6159724038,20433.9135318257,20680.5153791838,20916.2786304586,20995.6670558679,20625.354681052,20127.952627604,19880.8017599497,19407.3747252165,18082.5690253921,16769.5654839832,15882.3708536246,15603.2418811416,15321.9105191365,15135.6016615318,15173.6781951048,15346.4872888982,15841.2521570461,16874.7990019812,17707.3025772243,18396.9906877655,19009.8733328077,19470.8258706392,19877.0999238407,20217.4651914378,20459.9073042332,20705.7630972888,20918.5437657951,21001.3933442488,20627.0196123354,20123.5409940315,19859.8731697558,19371.283054912,18041.000539019
"N099677",1772.89688807673,1616.13257236252,1532.79073296324,1470.52743213153,1445.92880598676,1455.57523943514,1518.32899242677,1618.29200905617,1787.46586032206,1964.69134411406,2172.9972191085,2452.12219983003,2656.97383606551,2869.62825942966,3027.35454775933,3106.74203353889,3135.09407124233,3124.7634420554,3083.22334224689,2986.14697976514,2872.32158708142,2779.51944952975,2701.0237519587,2494.02015402595,2144.24505603818,1919.15717430812,1796.96946071824,1709.83564741714,1668.00824286484,1669.72420020341,1738.35187969327,1851.16690395191,2049.41111166011,2241.27211391232,2478.3197444843,2785.59071675219,3005.10940441863,3234.25015910135,3406.51308189047,3491.84593230025,3513.59070217938,3496.82410210616,3444.99287709056,3332.83076243383,3196.38977731125,3095.39415370037,2996.6364798043,2766.15177572133
"N099678",3790.2711617298,3753.27549880058,3545.22889367819,3306.80429817967,3090.08421036939,2899.48723233029,2777.5362483833,2702.06212032163,2693.90119786882,2757.36516681022,2882.34232774744,3023.71735146591,3189.36800639352,3348.6107149571,3493.06334721842,3656.01413050081,3761.49732464301,3891.82713220009,4026.4050739477,4115.69171771998,4192.40495053802,4187.78590637476,4067.35460133873,3938.19659882872,3826.54910543773,3727.37088883898,3486.31731194415,3235.82764432441,3008.56805097556,2810.75229811288,2688.09035413236,2611.04247247244,2607.33039284678,2673.31402373209,2802.7753887396,2953.09981486046,3117.14207380107,3281.97892655796,3435.13116983962,3603.97555176476,3711.82621744053,3845.13318367455,3988.01424296253,4079.67318832953,4159.92832269008,4155.75830899548,4043.03374542917,3909.88840636829
"N099679",4949.21625732793,4631.59841982989,4382.94036746328,4226.44372316471,4162.22936025455,4159.74466475166,4274.59356764985,4488.73354727887,4694.85725907485,5003.17599371817,5419.08489242982,5855.49706986749,6238.01922526579,6575.90561617693,6837.10000114246,7066.47874212801,7176.5236892774,7274.34968921309,7290.05220946438,7173.48329546455,6961.68762708999,6692.55860227496,6520.36050889984,6203.69503109975,5777.22203072552,5390.27417164632,5066.83413282369,4835.82383054283,4708.08255095193,4647.68326524179,4712.9108117124,4888.46936549183,5058.78345218483,5338.38007706168,5723.89790896382,6134.75615171713,6493.47616856083,6815.69964003135,7061.16107046399,7276.75944973223,7367.8349533489,7458.72766345627,7457.80445576244,7330.42211522091,7118.49935476782,6835.89463988227,6648.6693433693,6325.27973294079
"N099680",101206.236023641,94255.4451817069,89019.9025310949,84833.2090875026,82485.517687773,81206.0112049245,81959.0685680231,85054.9014216257,88853.5632229588,94460.2949891904,101001.565929316,107832.30878638,114339.593389318,119791.605853135,124241.572644484,127600.374011484,129741.943765684,130903.963074899,131416.510851887,130691.378067311,128585.263565404,124800.231651355,121383.645177797,117704.256596534,110271.116300103,102399.554322858,96326.0846462246,91373.5801878281,88529.6272204248,86856.1983618906,87175.740813526,89915.5242020461,93353.7049713221,98732.0497576221,105237.907252885,112106.025172487,118419.845125382,123710.59524464,128156.131920915,131513.477901945,133639.223646322,134851.626339385,135396.918433334,134537.994650252,132528.664299842,128921.603289868,125548.782301353,121983.968097011
"N099681",92832.4862719357,86724.2569234318,81906.5714453779,78027.8558325778,75816.8536745205,74579.3852753261,75012.636760613,77512.742774745,80697.9750978647,85549.7958274425,91219.8680924661,97258.6209850401,102948.973881823,107783.644299109,111988.021195757,115093.457553202,117231.480549505,118446.321132278,119046.791553057,118402.768443097,116735.206909433,113547.076001667,110577.969685282,107674.872461498,101377.411626577,94302.1134608553,88676.2238929385,84059.396533819,81272.3346408142,79540.3983043037,79542.1613216738,81718.4637686899,84611.4517800062,89167.9241425941,94629.1703046836,100521.378248912,106037.342296404,110713.164769618,114789.011643708,117825.082285635,119842.522578447,120916.67468935,121412.898494545,120748.325049995,118990.328231064,115678.602892676,112629.480249409,109669.166684173
"N099682",5430.51194309353,5326.80487286851,5023.45903881948,4680.58755476747,4483.46976952986,4341.3969236717,4216.42969978778,4112.1644311995,4105.36153622115,4125.61829351641,4165.76480206263,4385.88581899788,4672.63404745995,4954.47894363882,5224.66909788659,5505.54572482155,5670.6111198505,5828.10835206381,5942.73776485908,6086.74288776566,6130.75172646081,6099.91603915213,5982.92624655169,5745.22149276127,5715.19029195633,5529.70475647431,5174.28597838628,4791.2980024803,4569.07795148161,4399.29247085334,4255.74387615757,4138.16372949871,4118.6146201347,4126.33817952524,4153.94068155478,4368.28779552568,4653.3903508073,4927.18429101008,5197.55736635865,5474.98182888173,5636.36307007007,5785.2691325467,5902.47173913497,6041.16418908634,6089.14814712176,6058.73879773938,5936.51000198916,5704.43284066526
"N099683",53002.6761252581,51540.2378782737,49029.5807982828,46180.6202979846,44216.7274764853,42714.6979732339,41843.808985117,41542.2129260415,41921.8723838446,42837.4728853261,44022.6822306917,46169.5428315529,48265.5228743805,50007.8875412922,51573.4662820274,53024.4587596764,54470.8013745786,55541.6841815474,56265.9460952137,56885.4434159743,57281.134476186,57315.3437236489,56440.9583119951,55333.3135868149,54396.1634562293,52556.5128418925,49808.2367417894,46787.6880560482,44666.8795065787,43068.4487220696,42121.004524001,41763.3057110899,42066.4848598368,42949.4696809151,44092.9083393201,46240.1678691092,48299.3456425915,50012.1108643879,51565.6029745306,53029.6686972741,54453.2289836173,55512.1175797618,56254.3835946095,56884.8876859207,57253.3450891949,57299.7623407684,56423.4971315998,55341.6334937063
"N099684",2828.5302278816,2871.06020539044,2895.52701614622,2903.66067971239,2881.87982717169,2847.74503245301,2816.98285878217,2803.4310968905,2825.56296832193,2853.36063333442,2805.51606230036,2898.30987145951,2957.53634495381,3005.05350916929,3034.14537687372,3053.67644048981,3069.5077344771,3078.63672821436,3076.51868220788,3077.990806055,3092.20063561941,3095.43884209105,3091.17158436579,3074.34869501471,3071.0359965447,3066.73685460898,3060.29683924424,3046.97285770796,3006.72565160322,2957.71929130221,2913.13526902937,2889.91423357749,2903.7636168082,2920.31690873677,2867.27961503572,2953.58274283527,3007.99426822316,3049.02605333215,3073.62582682284,3089.62249282712,3100.60622195512,3109.81544328873,3102.57251621372,3101.37828340432,3114.10432086756,3115.03468997417,3110.29374355097,3090.32995666183
"N099685",21851.3485855883,20225.4718667309,19202.2185629638,18703.2560082263,18508.0006109943,18632.0359854284,19181.5536907551,20320.0746888834,21959.5742217871,23810.721901972,25418.6258546802,26641.4749545231,27753.0473442299,28510.0845425391,29330.1798803237,29863.1796657351,30309.4616566535,30663.3747961465,30657.6061077727,29941.6333054157,29087.4730541716,28579.5739642036,27974.2847731376,26235.5857921447,24094.6126477273,22067.7031426971,20819.1890302006,20182.7214183993,19896.878524003,19966.6991403221,20440.524680683,21645.8671462621,23331.4250933427,25269.9660944859,26943.5413711261,28183.3209711605,29339.0484713238,30139.8863708559,30940.5692931358,31472.80131134,31910.1931719798,32273.6850437163,32243.4877934133,31474.8076701591,30552.147038324,30031.2780447293,29380.5447248832,27528.6733077131
"N099686",1014.08605885247,985.879886550562,997.066119447797,1024.05848647512,1032.48530659125,1041.07530178577,1050.04600015601,1127.66795314184,1317.799321833,1445.48874492121,1551.05454670282,1646.73137752715,1694.49514107025,1726.37184151387,1744.66034604167,1766.07125058661,1778.68004355865,1766.25579613602,1775.57144839677,1774.8097049885,1770.80483433313,1722.93672683742,1623.52731758474,1429.11067737277,1223.63169332445,1138.82296558514,1124.27119704906,1126.87559036404,1121.9166820969,1122.61943331999,1124.19611833972,1174.60062767094,1302.30904444028,1439.98975582026,1582.26620808535,1704.12875752449,1770.25587188966,1817.30231628977,1839.35668759116,1869.72743120009,1886.39199552777,1880.44863565545,1893.96678066953,1883.46937388475,1875.48049931594,1818.03327086599,1689.21502889049,1477.06817399431
"N099687",2346.00497496073,2440.10088460104,2431.45157740292,2398.4375525913,2400.9001719713,2381.36187344913,2366.61165039371,2395.04293104242,2426.31367897737,2412.46764875226,2400.21041324245,2436.72110948969,2491.7513707817,2550.87329460863,2553.64042011905,2613.28528952573,2660.79345688843,2764.1455615174,2832.95283457209,2859.41917891413,2855.32162079965,2855.45866004521,2829.99278545496,2847.49298003136,2804.5870359687,2801.28450109559,2723.75082927208,2642.06463846101,2607.30194180845,2555.21017708943,2513.16429537161,2517.99130512089,2533.68250653797,2504.64057778863,2479.38757696636,2503.66231369434,2548.41479370436,2596.95951629782,2597.1034964141,2648.50755826305,2691.22661487116,2787.77446425221,2849.51164566436,2873.56185309135,2869.20272904208,2871.57420230287,2839.53049039364,2859.66854294803
"N099688",2553.76444250447,2555.28207015285,2459.82293489399,2282.54252676106,2111.92527686707,1980.71233251258,1895.13941703834,1844.53352427657,1854.52087273978,1947.80993187398,1942.32976909962,2123.30626005423,2290.15838427748,2364.4121285522,2460.36699338039,2549.00886795721,2539.6372014245,2609.64091477987,2625.94285709884,2628.48863061163,2633.3428597207,2648.33752301717,2569.08374676288,2498.94490030178,2415.39991238134,2389.22124084051,2284.37723862366,2100.23933921235,1928.41400554664,1799.31365317764,1718.14060345062,1672.56912376711,1688.74573589929,1788.38062478344,1789.64842929217,1978.78834167151,2152.59497737707,2235.85128659811,2335.92319447912,2431.83995230619,2427.73281126827,2507.01067596622,2528.66534053626,2534.41218444317,2544.59146299832,2567.29079359559,2489.26895512139,2426.92914883841
"N099689",104074.527600811,98566.18086081,94788.07730577,92531.4007630737,90842.2896576355,90928.4621882156,93121.7296686477,96593.3876839794,100490.393240303,106180.255689501,111845.67550612,118439.415182605,124090.956129481,129010.289311267,133157.045234624,136045.292331669,138247.382664667,139588.433065127,140027.95885228,138416.093356703,134363.847251869,130835.697014538,128213.967848457,122271.538949503,115898.453536859,109527.455262182,104840.804760498,101733.171742448,99274.6445728154,98770.653261858,100382.692114699,103390.383197647,106896.03722079,112213.475974451,117606.028823502,123874.477188684,129338.804704897,134032.772669387,137940.000788954,140646.923964973,142710.596097105,143823.196887921,144161.256112681,142335.99386513,138166.452635153,134583.156358295,131835.316589904,125775.404993232
"N099690",2411.00258044813,2304.05165220331,2249.07697834948,2171.4584605681,2062.71798526888,1950.38416732055,1938.78099283352,1930.09205353114,1949.26983272145,1963.17830912744,1956.70737650799,1998.31968413643,2139.07062360336,2318.33789478712,2455.04214016867,2545.07457612052,2629.25380007181,2697.31234889708,2746.52881068208,2754.51623048459,2737.79374595263,2678.39614673831,2594.04053389062,2578.79913257937,2573.83949281148,2427.29844105272,2344.26126410406,2248.14960593919,2123.78982995431,1999.09949194427,1977.09806636202,1960.92621793158,1974.53043100506,1980.16644016974,1970.49080641544,2007.68402116685,2141.98748758069,2318.66867460976,2452.26728212131,2541.2295678855,2624.41712054732,2690.35612960615,2739.49753306741,2744.96985717745,2726.28192999885,2667.31654057375,2584.40827165791,2568.14256449173
"N099691",2919.37660279769,2909.10594434144,2999.61938730286,2868.63011125398,2702.60415380552,2544.8906045392,2417.8842791504,2380.51624819354,2403.02501574292,2455.28706687693,2322.04890825312,2405.49218763527,2536.02638950239,2616.05170020086,2688.99771161374,2797.3560829556,2908.71974972513,2957.81128752109,2979.91578003379,2978.60264735582,2977.95897073228,3015.39091973366,2996.03583355987,2918.85760838454,2873.81402500705,2823.82725968509,2902.33888599358,2761.17470448707,2593.71423630364,2439.52838088903,2315.82686625011,2283.17909894408,2309.09915489058,2371.2301593159,2245.56892033169,2334.56358102627,2467.64388707625,2553.78999873847,2632.51560350301,2744.59589202785,2860.36555638806,2918.10622190277,2942.93384409193,2946.27712679921,2947.42494057419,2988.5137878924,2971.12050760154,2901.79474005567
"N099692",3400.73832776696,3098.63836089009,2893.10555642774,2756.97291557791,2660.10320412993,2631.31799367141,2695.02514923929,2796.49483979622,2893.67014892587,3161.5733301412,3558.18169566672,3997.16895313354,4368.71177849953,4554.53506201251,4650.62606399533,4776.0678850038,4730.87768193381,4780.57260967029,4808.73700843624,4804.43959331574,4774.24963414804,4749.95219882108,4723.49165035503,4450.86282611671,4068.8028929539,3662.29305417897,3387.88719435532,3202.80187906793,3071.43406926376,3023.46815960706,3081.21982721263,3186.17518356758,3283.83591486902,3575.18689650144,4010.04173705714,4490.70107671795,4896.1822864067,5091.05057299998,5188.16118871755,5313.72231969235,5258.12671857675,5302.46175173577,5321.59382031557,5304.91455448383,5267.02682993597,5230.56360853821,5195.4253919114,4890.22027834225
"N099693",3705.13793554102,3506.64778559568,3361.26009482724,3273.49879409678,3218.46048367428,3199.05901045508,3249.58558357556,3343.57249221807,3453.99066814438,3652.00997027819,3895.75980895114,4165.66276201273,4364.90167323517,4568.13964610845,4726.39610363323,4829.26971693559,4875.2096614129,4886.20729772988,4841.13570316677,4751.54066057166,4605.11490478549,4464.26807039675,4375.59251495804,4170.84701854451,3906.55886658561,3678.12638808855,3500.84524639269,3385.64099749724,3307.55673480741,3271.08978593737,3310.69006672573,3393.58270503045,3493.00053790807,3685.71059094459,3922.3548494443,4184.18869964074,4381.53690096388,4580.90341018541,4736.41275120057,4839.08537597537,4882.8360110211,4890.92698951044,4844.59535866002,4750.40983015119,4606.15414395056,4464.07351905308,4377.93798716699,4170.25013830898
"N099694",595.694354771804,578.72358100879,558.110959744489,475.597718865145,393.250689603072,368.135059234319,366.340224861924,369.300694298528,367.70850192737,379.578789322279,430.193215264303,499.404894140501,577.541023088505,634.63192572948,687.758536716632,713.159606027131,702.946510455711,722.17004937092,722.569495130594,738.737402276241,766.219848720646,771.538397633152,712.588012655754,660.433617267071,639.880016780219,603.157986631678,575.606616347826,494.02793140901,407.76430907241,378.536895431814,374.008823521813,375.57254873582,373.457656153998,386.91684955634,441.643864893342,510.672880161942,584.791938678272,645.204398148051,695.473483475229,724.08810430794,717.326051525989,734.064136275602,731.873662828017,740.793239486401,765.532662272241,769.948952801011,713.358830391849,664.908104579976
"N099695",37262.0997500229,34658.7840932401,33166.4363483329,32143.6380409843,31444.6452091113,31204.9114586688,31478.0040709637,32383.6864520293,33283.0790571081,35714.7781189014,38815.7002165765,42652.1040650583,45660.7785936998,48348.6942304323,50676.9718199778,52308.7325798867,53283.2830693613,53321.3464415005,52843.9050637954,51642.7714264202,49685.5027178115,47973.426235916,47206.9981283904,44594.2218203996,40416.7413674918,37299.2472552848,35525.7345600597,34274.3963190494,33390.2933617456,33058.2408883062,33226.7505221651,34098.6311519058,35002.077592252,37534.0770331408,40704.078250221,44678.9765773177,47743.8840817638,50538.0827461729,52937.281940482,54606.1048537316,55612.3301227336,55655.5075105169,55063.6056454524,53873.1998674483,51802.9586228176,49989.7605135762,49098.9823061584,46412.7920855376
"N099696",36353.4850870878,33799.6401735765,32398.2924514698,31416.3765812346,30722.0702252375,30520.3289481079,30800.3231676872,31704.0820495108,32674.9916122705,35093.5840790872,38149.7145399952,41908.193061389,44771.0524019248,47277.1906668784,49269.7339160016,50498.1920377254,51144.6836590854,51120.6305709014,50748.090687631,49864.4030697211,48418.4374445224,46954.3390420393,46228.9126254407,43672.426338791,39520.8404403411,36459.1993059592,34746.0148230888,33526.2880200276,32653.2348036018,32345.6722948853,32581.4298542636,33426.554842586,34377.0915736168,36845.2445514304,40059.2516976682,43985.4066111749,46918.5411540505,49513.26906807,51565.4434880395,52797.5593507979,53507.7823908463,53450.6310090506,52958.6761068916,52062.4793584198,50519.235042688,48984.2606618191,48126.7663536057,45515.9223531603
"N099697",1122.85138391663,1123.07670043834,1134.07224877509,1155.95682702321,1175.18697143028,1198.48778697659,1228.07323856421,1255.13862532684,1315.23769251228,1384.5748063971,1432.97065478047,1502.95726626291,1558.68432689166,1582.52000434394,1615.96761553675,1680.61949403734,1783.23052772014,1905.36572179827,1928.78639087113,1847.94241629273,1652.7854139832,1557.40726516439,1480.09575478974,1383.17974345625,1300.91539542465,1251.05280076783,1236.1597484448,1236.48016144003,1239.74896719293,1252.84522892574,1274.20074191923,1295.14688631625,1355.02043937892,1421.9865162893,1467.16495948757,1519.83110726562,1582.06468201923,1601.48911687486,1637.89989348563,1699.89257651962,1788.92818895042,1911.81395614815,1934.52343029337,1860.26124803306,1668.42326719467,1566.48476981148,1491.83281475996,1399.68712720302
"N099698",6483.08422212003,6347.57661214174,5969.80342465883,5382.477227388,4728.46144352344,4345.27333116533,4079.31833996162,3935.7146778881,3918.59486307248,4024.22425181074,4244.58769482498,4530.4627317689,4829.31917930318,5237.20165609627,5723.58374296286,6210.24334729665,6509.15976481359,6754.0773647197,6959.4493577362,7092.54722137957,7147.71932684388,7122.46275900939,7018.51903104027,6866.16692848944,6894.30451317875,6644.39724320096,6198.93065321277,5564.01903759516,4873.4488964406,4461.57353585067,4168.02535750979,4012.52015612895,3977.95555546443,4073.76597830436,4286.11997547584,4561.08007177132,4858.36780918126,5255.33918640781,5737.35670011221,6217.59988230336,6520.7282074415,6759.07337828056,6966.27110192827,7098.45987243039,7151.66309162952,7126.73894909504,7023.50739113204,6870.77035471611
"N099699",23004.8762443911,22240.7734011694,21073.1128530826,19779.0703455391,18496.6635101534,17591.7516991803,17126.5861440577,16948.9310098581,17038.2267940586,17353.2179470302,18128.4769275255,18864.8677027793,19627.47171358,20714.9240755412,21787.106032995,22699.9070362327,23236.8755819123,23927.6455906618,24487.3140650982,24845.1531180431,25040.1598834631,24917.2795447689,24465.94374865,23934.1175648905,23857.3731377191,22865.730796161,21614.283498002,20238.4098652796,18858.0677540467,17934.245004091,17420.1951540086,17168.3527505801,17207.1437352881,17476.5176172312,18212.3451680871,18949.7120175231,19742.6432730945,20816.987933773,21879.0635420567,22840.8964198883,23403.2324164289,24086.9740315516,24671.0573026405,24999.9848818282,25159.3892868817,24986.4229263634,24543.4583067824,24049.6937123172
