"","f1","f2","f3","f4","f5","f6","f7","f8"
"N023326",9099.70709241255,8099.08640832607,8909.81838986429,9319.23897170743,9911.49833807094,9007.96895536961,9853.99045708347,10328.0243784842
"N023327",5623.45304645611,5541.96654020747,5836.72775755496,6186.9800492817,6293.62338240436,6179.79190850496,6492.79703516177,6867.8919598875
"N023328",14438.76098085,13088.9889545819,14501.169179089,14815.8906254921,15371.5784929465,13987.0661112794,15394.5059515746,15698.9422902769
"N023329",8441.52860669255,8375.15444192063,8440.25858124652,8633.59167945552,9203.6441034417,9070.26346446545,9098.47346295956,9274.00113122396
"N023330",4909.73551485887,4334.65123619034,4553.65814531292,4639.0234699936,5263.53641351822,4627.61871557154,4845.83282923343,4926.499084121
"N023331",10812.7255336506,9228.11382484874,10239.681077804,10814.4364294215,11473.5527874419,9746.33921449753,10784.9804048158,11358.0258588873
"N023332",29061.3098547176,30080.2750438348,30831.6795471914,31946.7284141502,32729.3528717622,33579.4593657924,34248.5689909663,35358.4721753786
"N023333",10525.1147268081,11606.8945606624,11920.57840632,12805.3190933036,12609.7160635415,13501.8193242837,13629.5603775541,14438.8739789465
"N023334",24088.2211089348,24949.9176534868,25630.2502065188,26815.8891887532,27238.5922759082,27951.2024587188,28556.7934112964,29752.082363021
"N023335",5774.98714935347,5971.25179528783,5783.8038935289,6383.06869865314,6149.42587874648,6304.01572271643,6059.14400370805,6669.11718421692
"N023336",6408.73593343494,6691.90708150567,7307.7934572413,7092.51840642933,6928.05701977637,7152.79746876408,7728.38457391795,7482.87913014527
"N023337",8553.141010699,9308.49831598383,10277.6380705499,10698.4659706439,9790.17434889172,10477.9122657728,11435.759211433,11811.9646587845
"N023338",1159.56661341713,1716.68874625098,1359.05765906086,1492.15764024351,1442.55505070092,2088.41156355241,1618.63655304563,1757.18883984598
"N023339",1839.28031853213,1753.62305515682,1717.67978406776,1575.50682849958,2104.44999205546,2025.97147339578,1965.57155075905,1830.52441077034
"N023340",7070.06411308827,7933.31777488874,7639.15617043656,7826.86414722545,7666.50654612483,8378.34635930782,8036.37322860746,8177.13819961433
"N023341",11401.3996547126,12342.6266002603,11652.146787334,14615.8047672419,12397.1567161797,13382.8998632805,12631.3829552622,15780.4262186718
"N023342",1783.41987615105,1763.55488638115,2060.22751815238,1877.06757038108,2103.90080046153,2035.93241673545,2345.92047808755,2114.04241459765
"N023343",1836.94647066596,2440.05240667136,2773.73435365855,2590.40299613107,2163.34370480533,2879.4080706309,3271.32080633055,3049.86825385013
"N023344",9263.27612031783,9764.75467694252,9986.83751155717,8831.04959473886,10500.7012756282,10897.4363443435,11002.6253237624,9654.09896302031
"N023345",3011.21559119251,3092.10578431579,3318.89356584906,3219.72482543817,3201.1628533559,3275.74815874695,3489.76705105958,3386.70045377116
"N023346",750.965568349529,876.49783277368,695.868431079161,1020.87832598217,1029.20317759343,1161.95369687762,899.891753754501,1295.15120862394
"N023347",10535.1220904342,10604.1394788318,10687.5185502599,10792.8019266402,10880.5038089715,10958.1990160974,11042.8707730051,11137.8099393718
"N023348",10447.0819332424,10768.5392344,10726.5003365419,10896.8047803417,11169.9042982385,11567.0103381329,11585.55964445,11815.21795096
"N023349",11522.7030336404,11817.1384375265,12093.5536212099,12347.940360553,12585.9271640624,12797.1345559271,13016.6168510355,13212.1984555679
"N023350",11427.3810071496,11659.9139489925,11851.6675772378,12030.6753512869,12201.6607382505,12364.246593788,12522.9623714523,12678.1868545846
"N023351",11296.17750914,11464.340559089,11637.3548758132,11819.2287732837,12009.1655941307,12211.9682066503,12423.2928507958,12642.1286962084
"N023352",1184.57562556105,1234.67345472932,1288.64817412504,1341.72880747604,1393.90695579811,1444.45076580928,1494.17034335905,1540.4021816295
"N023353",13215.6952855279,12283.8985939964,12571.9101467077,10059.6719536174,13235.6400424957,12954.6301409053,13489.5562158437,14272.7327762376
"N023354",2878.38516987478,2479.03913325489,2535.7238261326,2113.13397326532,2647.06329967356,2514.2185962189,2620.21984819576,2262.19073664683
"N023355",8440.8531076468,8519.78277763547,8554.31788186509,8580.75889040014,8588.10996549933,8601.0357493096,8594.96823231624,8589.39828037423
"N023356",2401.64074955279,2298.85538925237,2349.09750043675,2409.64773746015,2467.34849918918,2609.37845013934,2666.80973060076,2710.28083490941
"N023357",10292.7709886353,10394.2050823556,10475.0003688201,10551.4913213187,10610.4221328502,10668.1825794999,10718.3637974587,10773.4553237019
"N023358",3390.48265841125,3431.5182399309,3468.16784911392,3502.41695518265,3534.0697797191,3564.87462484197,3595.13308274691,3624.69417324248
"N023359",4532.22589487173,4627.77874843394,4639.87823896793,4741.9233933845,4798.72687633829,4764.57746878047,4801.72847301224,4778.57833056071
"N023360",1322.97848215507,1335.22468116168,1346.84256444696,1357.9748853332,1369.29106733517,1380.35676589298,1390.58708959591,1401.25904345062
"N023361",1994.67764389552,2013.11954626945,2030.61655718432,2047.38315511771,2064.4279385419,2081.09587509621,2096.50525779747,2112.5806715776
"N023362",1108.43006420778,1118.06388077371,1125.34729531681,1131.39203926001,1136.53641008781,1141.31895705086,1145.68331664485,1149.72311856171
"N023363",5866.17331439413,6027.57936950685,6159.91116443199,6272.98788670437,6378.62687685493,6469.30304964284,6556.74201468616,6643.70400753696
"N023364",1140.25074133402,1151.49639354609,1161.85038955626,1171.34620012558,1180.68332987232,1189.19971473688,1197.9656898368,1205.80918004825
"N023365",3535.2949219513,3579.4950619835,3637.55661997125,3680.37634104842,3722.79671022087,3768.1819821709,3801.4797934122,3828.01036209382
"N023366",5382.87375358059,5481.58788030969,5574.45157053721,5662.39088466223,5746.97902478532,5831.48223616062,5911.50306151803,5993.37071221344
"N023367",1163.81047118217,1181.87566545728,1197.23440360807,1210.7444256555,1223.54003878476,1235.68267341175,1247.44418010143,1258.05112123127
"N023368",1074.37098514778,1091.67086430683,1105.52333449087,1116.44066122395,1126.61454786381,1135.41896836943,1143.93168605403,1151.40530049811
"N023369",14470.015242999,14715.2363096362,14957.4157536076,15192.2513679379,15430.595312022,15663.2462140485,15894.0708631535,16122.6086214158
"N023370",6362.87728290591,6496.86557622714,6599.76540806534,6777.90965629137,6901.89296632455,6878.05835191658,6932.36611273842,7026.36648738017
"N023371",7173.03391693082,7179.15481062271,7346.26687294966,7463.53704281768,7614.08278500887,7592.52453513604,7746.3852370412,7855.77996510081
"N023372",2814.05351521434,2867.19605859986,2888.00825876,2947.9767650607,2964.1560194698,2976.24752362067,3008.17512720764,3036.20155347735
"N023373",6814.30171159348,7298.73031057124,6919.31979609317,6926.73187750297,6952.2390622788,7448.23598649173,7092.06052755554,7092.52619468018
"N023374",10480.3235767228,10339.1871107014,10492.3035832284,10204.4705291329,10899.8772299846,10742.4782734576,10992.7922654345,10664.038895544
"N023375",8295.4107408876,8747.23392417374,8368.30655130149,8322.37014558037,8487.29726118613,8939.05455987718,8558.51372562863,8512.97182950892
"N023376",7155.06656000221,7574.46700895537,7106.24099466074,7254.03888347449,7355.44426837222,7785.94191273193,7304.31649862623,7454.85323121093
"N023377",6816.29881395433,7191.74142081512,6747.40049905384,6861.57337528229,6981.72084998723,7363.53971043933,6908.62180108194,7023.98869685416
"N023378",7104.48812807756,7076.75125994487,6873.72403873947,6862.41227677978,7377.24235788963,7334.12138518817,7113.39617396403,7091.70460617301
"N023379",10407.3494612055,10964.2552961397,10432.5290690152,10370.8936341447,10332.9572994625,10951.698295501,10435.8958636228,10398.6490974411
"N023380",8039.49184876384,8823.88862838871,7991.80488159227,7988.32950879189,8016.45662459789,8804.96309554317,7978.55216899791,7983.20472177474
"N023381",13625.6278672827,13316.6171276977,14068.7644156828,13684.4256887507,14113.2346278695,14025.673666239,14476.541168666,14379.2408876119
"N023382",7418.99867191015,7626.19082167316,7046.97239224752,7498.12254770646,7686.39199247441,7893.60390117356,7301.23897421754,7750.99094624159
"N023383",8481.86416558419,8055.05290668394,8254.21888687558,8075.53045773261,8796.88884098616,8408.4915569313,8683.54414115304,8496.49822833569
"N023384",1581.55973867455,1618.70734636064,1650.94149913594,1680.67440061327,1708.9002057219,1735.89226265936,1762.30410134815,1787.49117550597
"N023385",9217.62130452974,9698.00217731437,10063.751126487,10372.5341593817,10664.605081808,10908.6828221797,11140.2299203018,11365.9561333311
"N023386",4019.48850057406,4076.73260264186,4138.00164382814,4196.70139563534,4257.71547328726,4318.26466643223,4376.4046400088,4437.71834617326
"N023387",4077.40904696851,4126.22868793497,4176.29017041443,4224.51213064562,4280.13211057415,4329.19952820275,4381.19729011301,4430.93638104028
"N023388",10285.6294403286,10532.3909067782,10703.2733768333,10801.7842336621,10896.8437739799,10980.4459578044,11061.0536776798,11135.3162440327
"N023389",4686.94515515586,4781.75202677113,4862.15504069026,4933.13694852134,4999.51594402259,5062.73133381995,5123.63794491124,5180.62463309958
"N023390",1059.79997590278,1065.74064564633,1070.69297550637,1075.10594018123,1079.43706125297,1082.82707842131,1086.29235923193,1089.71699302953
"N023391",1183.91500105625,1235.4724404303,1288.03496085038,1300.54910118501,1310.56045426442,1306.79997097828,1310.59596325558,1313.61233060187
"N023392",1210.1856309056,1233.12050371238,1252.68023719143,1269.44901820672,1285.4299402642,1299.38736379875,1313.7949513085,1326.12377341967
"N023393",7393.62335805718,7533.36782726652,7652.63032577283,7754.88605780636,7852.38269606644,7937.51735064794,8019.24766029236,8100.66877684822
"N023394",10097.1602592471,10269.0879133838,10416.8266201739,10558.4298471983,10688.9315999974,10811.3379762546,10935.5115053211,11051.3832948514
"N023395",5042.38961172452,5141.71451759324,5224.52777825798,5297.89911462861,5363.80924935303,5428.34330764426,5487.35141275915,5543.41786403429
"N023396",1339.44847700436,1372.28132925055,1390.96088188522,1412.03699439738,1432.5665508885,1451.95952603834,1470.17045053895,1488.61169333585
"N023397",1204.02818413078,1224.42224526158,1197.39625958143,1183.4149050105,1184.4614962695,1183.99864509186,1185.11378275133,1184.86970724321
"N023398",1243.34043931336,1264.68644975395,1237.70874501332,1223.25988719374,1223.46086070022,1224.17488978504,1223.90378473098,1224.35741273344
"N023399",1235.95536550041,1249.22322461466,1261.04131207997,1272.08017917586,1283.51955278225,1292.71047869767,1303.46191143152,1313.20299535713
"N023400",14374.9412175128,14700.9590380947,14131.7027653203,15027.8420024583,15176.9520587415,15625.7836958906,15022.9241149523,15911.3351355832
"N023401",9644.0734684949,9552.1507765013,10189.7888963749,12816.5437944001,10013.4560902756,10015.6493041489,10735.2225606894,13448.0597075
"N023402",15173.0800829752,15794.4822679581,16334.8314188564,16822.9106019431,17295.9434801174,17742.8241293432,18176.726204216,18600.6241313655
"N023403",18386.0970010351,19493.4766779442,20380.5698066117,21167.06477326,21874.2811421911,22550.7369824352,23171.9189876731,23771.0841776859
"N023404",1022.59172487045,1031.33638981388,1038.31494979235,1040.8345735511,1043.36005042976,1045.95839818473,1048.2312158356,1050.6281082067
"N023405",8545.44894913836,8667.9391690359,8718.52526184318,8752.78448631843,8825.84040885462,8892.33213127756,8949.16488383593,9002.65678393775
"N023406",8413.46750000521,8846.48810700827,9206.38440339173,9522.81310902484,9822.60058561581,10106.9712197988,10370.7369601858,10614.0086083425
"N023407",4315.95480324716,4430.43355513274,4572.99250944432,4748.1985305949,4959.5211781786,5201.82090824144,5476.41592435353,5782.44093066027
"N023408",5646.84722202728,5722.73111661939,5780.71110544887,5829.94459468055,5872.45009365041,5911.7719946732,5947.64391244377,5981.29001793705
"N023409",4554.24978696137,4657.86391261279,4743.6295725028,4820.78543563882,4892.62687170433,4958.82790335221,5024.03031544615,5082.42779889115
"N023410",1103.11012029977,1123.09505725582,1138.70469463218,1152.37264480868,1164.40564706154,1175.71055364112,1186.15700819446,1195.90946605162
"N023411",1170.71681245505,1192.13642501665,1208.85251111544,1223.73396775725,1236.44953381434,1248.56405838549,1259.34103286872,1269.74946768541
"N023412",2655.32608171068,2698.60847693572,2741.63828145008,2782.34362694289,2820.16815676719,2855.13102265773,2887.47504765885,2917.48750615704
"N023413",2464.14823435621,2508.72270744804,2581.56422873039,2657.7716264737,2724.4361205412,2785.5957361461,2843.20899077428,2898.2914667824
"N023414",1694.57307239104,1716.59166718941,1741.87072097659,1769.3792236623,1798.96759641434,1830.70710032494,1864.64946127036,1900.11090071346
"N023415",1730.97987607156,1756.29836965462,1777.44138604962,1795.68475524373,1812.4904299579,1829.21022739159,1844.1490963297,1859.7953002947
"N023416",1099.88956968931,1140.53753299649,1170.39658078131,1178.99359420811,1221.45474982777,1210.27335606606,1222.41238665409,1238.88152153962
"N023417",1581.38392056112,1639.83637214662,1682.71062346551,1695.77698118802,1755.2413178542,1739.97550749443,1757.44807738051,1781.1139630756
"N023418",3120.14543903404,3205.69326964966,3274.0557275173,3332.82342945751,3385.27093818518,3434.91320596453,3481.09548409201,3524.43254704128
"N023419",11178.886814173,11682.4675763735,12085.2155014997,12438.7051460959,12767.487943043,13065.4833669966,13344.3900035668,13617.2144883839
"N023420",3953.5302770962,4079.99183301883,4218.02061314232,4367.53913837985,4525.7756694386,4696.62804407114,4877.5375320846,5068.26083235711
"N023421",9473.39135160058,10234.5573953193,9845.92324320756,9827.79340503065,9835.37491637296,10690.5178303885,10355.0462019391,10388.2120717251
"N023422",4224.57751512579,2567.831494718,3661.28771678693,3652.91709654898,4043.89396477757,2001.58657660617,2395.68479459756,2760.42830672781
"N023423",3201.33521901367,3219.52970931329,3255.70563695483,3010.86600461382,3126.98064203019,3210.06383965666,3243.79560943881,3247.47685942846
"N023424",6833.17470902155,6975.68912061642,7112.28478574664,7240.14169649426,7367.36666601558,7491.2410633089,7613.66403293461,7736.54424551411
"N023425",6648.10654600105,6708.27732032622,6902.41427034831,7030.6227313166,7200.09017470803,7288.80855850463,7457.2686346538,7596.84659096954
"N023426",9763.62055915894,10358.2166072228,10853.9480975705,11271.5727733902,11663.1051338984,12027.3588270135,12369.0433934909,12691.331445148
"N023427",5462.77406553329,5462.58384995252,5462.39646823238,5462.20915670028,5462.02192705183,5461.83477916221,5461.64771295698,5461.46072836164
"N023428",1864.2334676054,1898.79457545356,1924.97874066141,1946.27317495552,1966.36171051013,1984.36548255318,1999.85194916254,2015.03473869147
"N023429",1709.59172759506,1745.59892396552,1773.42278888902,1796.64783831287,1817.15729972331,1834.46075443833,1850.96917843769,1867.30370544461
"N023430",4628.75970059388,4981.14452308567,5251.18296488667,5490.96470666514,5709.49147060688,5904.64371756651,6099.20678419132,6286.78675952213
"N023431",14803.9631127461,15808.954532645,16703.5981423943,17526.3207895965,18309.7135579428,19113.5161839984,19866.4797227664,20631.3359502491
"N023432",2425.05560959962,2479.93248485005,2533.88607722108,2588.06848965544,2642.00664848573,2696.79442988713,2751.8901818956,2807.67937842761
"N023433",1149.01099894834,1157.9475251327,1165.65008573461,1172.14264172459,1178.20237032356,1183.85143173118,1188.92695496122,1194.09544129125
"N023434",1245.97313309381,1267.6464135712,1290.56531229867,1309.87988192524,1324.50331314703,1343.86617640429,1360.56993709591,1378.02430924734
"N023435",2351.28651801258,2375.43264681249,2399.09363440429,2422.46377415098,2445.59902614086,2468.49642571437,2491.49443850766,2514.1968638691
"N023436",1156.72868124064,1173.52442338867,1186.86546743001,1198.06352531746,1207.41107543479,1216.12203890357,1224.09328138872,1232.00331509108
"N023437",6661.08446304033,7188.71356693135,7048.28095594903,8328.37371805352,6830.51827428657,7370.29644619229,7235.3277420482,8518.06114946995
"N023438",12923.9236694064,13438.9889007674,13027.5171535887,13071.1377745818,13271.8865656088,13809.9000987035,13450.1585982503,13525.916020391
"N023439",6511.83888557292,6954.92736605587,6678.92206010264,7353.33071520432,6683.4493989305,7105.92883128092,6878.93639637986,7319.14254710279
"N023440",6855.33602338762,7524.5163267531,6940.41034383262,7125.21369407992,7017.95347555302,7703.56710123182,7103.6168604904,7292.89407587301
"N023441",6620.68159239124,6996.40444035182,6785.81897965209,8658.28310507816,6933.48611637284,7309.67174140417,7102.64335557412,8992.27182461896
"N023442",9703.49936467126,10210.6890843191,9807.72886445483,10374.9401671859,10270.7962063845,10450.1926831145,10386.7675715467,10581.4576117196
"N023443",9628.94685780582,10516.3712550178,9842.24412283575,9667.44449297647,9847.34823511048,10753.3006530179,10060.58710298,9880.29516055498
"N023444",7365.55140624027,7997.33970582873,7307.34650870598,7507.04149926878,7453.23599053166,8105.27515631468,7425.31630299035,7637.46150528469
"N023445",7699.13391177218,7739.20140180967,7780.02107706138,7818.98102668721,7858.95811684374,7900.37418238129,7939.11992003467,7979.92907594788
"N023446",10992.7699340773,11134.5470726799,10503.9349425419,9989.00101891178,9707.50383390605,9948.99878772162,9794.56881602097,9833.43453226269
"N023447",7612.02985738308,7852.06446556584,8100.92318488004,8381.15101967305,8709.32259014752,9066.26469248589,9463.05022033798,9896.81370341687
"N023448",2381.65723927717,2452.5637234269,2519.10976028302,2584.37974502373,2648.82915959643,2713.51844743071,2778.77667269615,2844.05085295278
"N023449",2850.21991476649,2899.05549525245,2921.94416888753,2864.47909078511,2845.3702525613,2860.80668682208,2859.77545351178,2819.21161855123
"N023450",2407.87519120993,2583.25805574043,2721.87604583821,2833.80452343912,2943.47459939331,3041.05817308474,3133.18921880212,3216.61778082265
"N023451",1585.19929364626,1626.85851688846,1659.22019782949,1687.5668582068,1713.29380989514,1735.68120944358,1757.94162730242,1778.3210996133
"N023452",5371.69981137924,5530.53771213188,5698.84309273498,5875.76829295543,6065.22639116225,6263.2949914662,6475.51245499192,6697.67811034375
"N023453",1077.27496765695,1098.29337170992,1113.81700428585,1132.74187725042,1155.69057648165,1176.65750593977,1196.78938410796,1217.33886415774
"N023454",1156.66068006222,1168.58803643592,1178.69405601824,1187.30951378162,1195.85329433475,1203.47559238136,1211.17096313379,1218.11646578306
"N023455",3865.58315731518,3901.40070094673,3956.38165396447,3980.6159328186,4030.52726085415,4050.31383330594,4098.90595366704,4115.89127827074
"N023456",1212.06962628148,1233.94273408326,1250.58820866798,1264.44560195017,1277.14936947896,1288.24851560714,1298.72606694427,1307.99243528519
"N023457",5057.75779990525,5149.30801103,5219.34909416153,5276.96875027956,5328.59520286828,5376.71018506852,5419.08631999791,5459.96493728546
"N023458",3715.29407727588,3802.99735366652,3899.06040747995,3991.06069339027,4086.17008073781,4185.00475917938,4283.50030218338,4388.43689085402
"N023459",1962.62366385914,1810.69734383768,1984.24316140326,1880.72672592534,2016.62051787961,1937.93798896832,2048.70002440902,1990.05607192706
"N023460",9948.31924168948,9960.59285385788,10364.4100949266,10034.0628861798,10273.132374849,10281.7416602452,10654.522914519,10358.2222767132
"N023461",9198.97484264309,9197.68215122671,9392.0794940872,9255.32875259717,9560.59712499035,9624.56213902227,9710.11301178531,9718.52063562469
"N023462",7671.21489032079,8178.39021799013,7657.55911192554,7874.0059334693,7960.30695790624,8455.39270502615,7947.93239681364,8158.89438087956
"N023463",13177.3560964151,12959.8021425852,12169.9703697942,12044.7081745152,13572.2136682844,13442.7945486695,12613.8677605856,12500.6416629198
"N023464",7203.84965009458,7478.16417896526,6911.72485658198,7115.90124744055,7523.37651638395,7807.71738863648,7238.18153109646,7451.58239450599
"N023465",11091.6289291613,11628.9343014488,11759.3232749361,11588.614447772,11639.095727478,12013.0494124467,12110.8853338975,12047.9918979375
"N023466",1861.75088666928,1709.56210477272,1893.38514104994,1760.99350961576,1872.33213651429,1829.25810140988,1920.06336079874,1870.34932510511
"N023467",14437.6219891357,14435.084333113,14613.8726338903,14603.7734653563,14815.1337846869,14784.5381551915,14988.4202649647,14953.109319766
"N023468",9524.4049313518,10339.6484604087,10936.5217741628,10863.4412691181,9951.41210949125,10861.6757189138,11500.4906770738,11453.0822626973
"N023469",10417.2155252503,10985.4669595756,10840.3514092721,10648.1741288261,10690.2314129392,11282.0389372784,11135.3927174556,10938.8716717676
"N023470",1614.82663586667,1605.20470322634,1690.64783663289,1688.02219685345,1699.45799529657,1697.6389236719,1746.36646618595,1768.0820967347
"N023471",12076.9256355109,11463.3637624218,13329.5550414011,11887.3200292477,12583.9011837818,11997.4216036396,13947.9049134409,12501.8356182784
"N023472",11165.5873904701,12149.9652879958,11806.5733423499,11614.1017721446,11710.7606316061,12735.0464344505,12363.7302979423,12158.9794462954
"N023473",15169.6009239538,15350.4383054002,15524.8511368024,15707.0628633469,15890.1676179777,16074.2178464382,16259.2618056475,16445.3441599065
"N023474",4283.05508290876,5115.89091574173,4959.35312773249,4544.09392850164,4756.93630768203,5705.72229620058,5523.36045943787,5045.29693416619
"N023475",2072.71392920342,2269.59863932123,2269.03076110208,2187.72050233605,2263.13066139712,2454.92332599326,2445.49355807767,2347.79981325695
"N023476",9548.70709215364,9803.67465480218,10519.3765633773,10438.1581148722,9802.81469187482,10423.6002840942,11234.4386972494,11147.686331634
"N023477",10166.8340445358,10270.6224224646,10423.3245122638,10354.1115166429,10709.7219079795,10718.9448816671,10909.4406125536,10908.6097536135
"N023478",10973.4754269346,10356.7879779053,10632.9264225402,10316.1118548213,11330.8986618854,10850.6128762929,11231.5338854619,10973.410007502
"N023479",13716.6168788276,13271.5062557077,13742.5705800413,13838.8257247416,13997.6978086947,14094.6221089625,14245.0224871949,14331.4221624974
"N023480",10617.851254489,11324.8330646433,11084.5322727128,11338.1637493841,10987.109465491,11718.6226863372,11458.2633824386,11701.7753008168
"N023481",9453.03337764757,9561.54417756692,9621.79564162193,9720.52878414314,9749.55349803208,9857.12039238565,9904.51907394269,10001.9750271916
"N023482",8273.16233497287,8749.10357348247,8551.19098533493,8598.34532773103,8573.12309766735,9058.61009672214,8855.96472675921,8907.43223004861
"N023483",2611.83534745785,2871.56727603677,3215.97007053826,3527.33037605227,3779.36700364343,4009.24327242589,4230.58541789937,4443.10174849231
"N023484",2159.21160178427,2235.96062111894,2266.33451599165,2305.265500439,2328.83382016893,2348.59888931344,2367.25598817297,2388.0403927322
"N023485",8761.40606667459,9910.78619964013,10912.3703663826,11847.9001219936,12733.8212488775,13570.2605736803,14406.1482932607,15225.1887943447
"N023486",1712.60527489416,1784.78542870334,1843.39189979463,1891.48890810459,1936.6345560915,1977.43283096896,2016.62474611145,2053.14623422443
"N023487",7642.59210841858,7736.53407913288,7827.19883725773,7928.77831165389,8017.90057227348,8106.18787333287,8202.99577618534,8295.19655401188
"N023488",6286.41632400861,6396.13933764378,6507.57648453615,6624.34166062217,6747.38688224335,6874.01567608801,7006.25492852287,7144.43754674207
"N023489",2888.62615412319,2972.57679104523,3052.37511782952,3130.20042309906,3207.86934443348,3285.44600586409,3364.13545063763,3442.56408163982
"N023490",2526.73906716972,2557.74162375599,2585.58813104082,2612.18503032648,2636.98981345288,2660.61231317693,2683.4579105424,2705.10098521004
"N023491",1156.34852881965,1171.68916163161,1187.50191223438,1202.84600329253,1218.46336804685,1234.4293253523,1250.38257141182,1267.28810334597
"N023492",4425.41073438761,4516.50875502116,4594.39235870887,4663.93792743978,4729.22423249232,4790.68728566466,4851.28216345929,4909.97852650948
"N023493",1567.08445089545,1577.18628776298,1585.76218655842,1593.53719933325,1600.27425082333,1606.72506621847,1612.37935498607,1617.8405308927
"N023494",11610.4841202621,12097.5697229466,12481.8459637926,12826.4408049025,13128.5225294347,13421.8920262087,13695.6993847507,13953.1190003515
"N023495",4293.07615159367,4472.48964458103,4117.57502594017,4310.66645799487,4255.21360661753,4207.72348557114,4248.44654503962,4272.73434233916
"N023496",5888.93013849344,6003.73831372249,6116.69594972125,6220.36517079775,6321.47373396325,6417.5777792569,6515.43439208542,6610.57046587562
"N023497",6026.3397035249,6132.56521923231,6231.46111441945,6321.23041652732,6407.62852500646,6504.02619352885,6578.53029141716,6653.9460746311
"N023498",1797.92280636003,1842.72658105541,1890.46020667079,1937.14594160327,1987.09104528985,2038.32542454598,2091.5256265653,2146.69725590562
"N023499",1239.56078123117,1269.01148115454,1289.45793701071,1306.10152882162,1320.50310175215,1333.38044138553,1345.13449328956,1356.01623660146
"N023500",8275.5834395207,8493.59219867708,8704.35363039099,8935.8726371272,9133.64337266944,9311.19085365254,9476.89143357547,9636.65253083067
"N023501",11929.8216937213,12638.8250586353,12441.4391897558,11951.2551610454,12371.4978619487,13106.0058639762,12900.2059896837,12379.6831086692
"N023502",8820.42669630947,9508.69183691871,8952.8065067919,8703.10486412953,9072.08462373983,9771.99196039124,9222.14494979094,8952.76824789522
"N023503",8973.84932968657,8692.09474970676,8669.01206486624,8640.50485814688,9217.26938685113,8924.23989027484,8899.96822973418,8867.0866319682
"N023504",11759.1324749875,9680.50925039629,10032.3359491224,8770.39754961553,12130.969273153,10017.7468165518,10374.4595677724,9097.54517137675
"N023505",9021.89237584844,9505.67683157509,9186.8530078662,9115.4539523798,9355.70405595231,9856.73070201174,9524.02595642093,9450.31251764231
"N023506",13583.6189950422,13668.3481899999,13778.1629239234,13852.8639202446,13962.1005627152,14056.1897539483,14160.4130150951,14246.4661483125
"N023507",2631.65184102168,2803.5029728532,2935.28653618433,3043.78022192419,3139.52445707619,3229.19747693684,3307.10434429128,3378.67377513789
"N023508",7662.31143371732,7861.40117326353,7996.2746632482,8105.4481631183,8199.66061085969,8283.76762564545,8360.45709563456,8431.40196563731
"N023509",918.527580173175,936.200832786192,943.311140940075,947.959909097304,951.054283915388,953.10052282042,954.615063381206,954.758100554361
"N023510",2705.88777957767,2730.36919322258,2753.11640675427,2775.17807176736,2797.58738991231,2819.05217183632,2840.17086360895,2861.38077271536
"N023511",10546.2413622153,10634.1250359577,10705.0112854298,10766.9860669666,10823.6640015972,10875.5005148061,10923.7166640072,10971.7319452848
"N023512",1204.21126367472,1230.70074441969,1252.39432971869,1268.68887519862,1283.2593728237,1296.90796440926,1309.52932748428,1321.58376086549
"N023513",1193.3174864418,1220.03743636011,1240.79190498642,1257.45642769049,1272.53602843924,1286.16902960124,1298.75145457651,1310.05429782581
"N023514",3032.43144336174,3154.55335629946,3249.67600217676,3332.04719287789,3404.67764667916,3474.08202563899,3539.3215809794,3593.8616059244
"N023515",2206.19735351915,2355.73052818366,2470.31222152842,2563.83461122498,2648.09823663235,2724.68469342525,2790.54079080731,2858.57873386682
"N023516",2271.57567590024,2299.4584009475,2320.57233192849,2338.66889551845,2354.62607699812,2369.62647463844,2383.31480229503,2395.32253223362
"N023517",3462.94040323852,3488.75327356629,3507.00854778658,3599.21763690661,3640.26857873827,3643.54345245075,3739.95176107527,3841.42166818445
"N023518",2317.38685913871,2345.46694979044,2366.78033843469,2385.07527645945,2401.1934404248,2415.76537450517,2429.16565086269,2441.63832398256
"N023519",5146.02808297598,5172.91861705508,5198.02719376463,5227.49494837696,5251.58890367996,5279.77441885604,5304.84319202947,5333.3975367856
"N023520",3728.01728693706,3880.84563717153,4023.32758149653,4154.31954561725,4299.34026740932,4426.76110621446,4538.45971216728,4636.64522807482
"N023521",2114.72294326426,2128.96707467923,2143.60431088326,2158.34011619836,2173.38304603861,2186.04869272492,2199.24797006153,2213.13463409137
"N023522",3149.11678444791,3199.44955723494,3229.63225920815,3262.20822141116,3291.92750480457,3320.91010422745,3343.64187724059,3367.86434247323
"N023523",5796.7935290217,5892.88752388081,5981.11267098457,6066.91551387215,6148.51932532613,6222.61491631548,6297.63330641306,6374.7225934812
"N023524",1329.67276977564,1402.21546010699,1404.22789513182,1410.28574476223,1418.22867330886,1425.09482834532,1465.74768927931,1461.69155943383
"N023525",11144.033819306,11386.3171745975,11495.5438331352,11601.800509859,11775.8633909705,11804.6451040309,11900.6805470256,11990.9438130615
"N023526",9108.59505437009,10105.191479781,10829.1423295492,9607.16743281464,9506.38242855262,10520.6398553593,11242.7936518866,9996.14065029589
"N023527",4156.15181540188,4212.59896356844,4268.75472788227,4324.59034773832,4379.7593590514,4433.15505586189,4487.4938930844,4540.75772637276
"N023528",9074.14410309192,9410.66707379048,9678.14953041488,9914.89401736588,10120.5859573324,10313.8896084588,10480.9046943423,10634.1307712463
